id,name
391,"Dr. H. TUBAGUS IMAN ARIYADI, M.Si"
37,H. SUDARMANA
438,"Dr. MOHAMMAD IDRIS, MA"
364,DIMAS OKY NUGROHO
215,"Abdul Kasim, SH"
800,"DR. H. Muhammad Ikhsan, S.T, M.Sc"
805,"dr. H. Agus Widayat, MM"
87,"AMRIS, S.SY"
700,"Dra. Hj. MAYA ROSIDA, M. M"
174,H. M. SUHARDI
704,"SARIF ABDILLAH, S. Pd. I"
899,"EKO PURNOMO, SE. M.M"
580,"ABOCK BUSUP, MA"
582,ARKELAS ASSO
1248,David Silak
631,"LUTER WALILO, S.KEP, MM"
576,"DENNY FALUK, SE"
637,"ER DABI, S.Sos"
110,H. MUHIDIN
315,"H. SAHBIRIN NOOR, S.Sos, MH"
221,dr. H.M.ZAIRULLAH AZHAR
417,"DR. Ir. Willy Midel Yoseph, MM"
1156,H. Sugianto Sabran
414,"DR. H. Ujang Iskandar, ST, M.Si"
305,dr. H. JUSUF SERANG KASIM
394,"Dr. Ir. H. IRIANTO LAMBRIE, MM"
727,Drs. H. Muhammad Sani
413,"DR. HM. Soerya Respationo, SH. MH"
671,"H. HERU BAMBANG, SE"
672,"ANDI BURHANUDDIN SOLONG, SE"
371,"HM. RIZAL EFFENDI, SE"
216,"H. Tobroni Harun, ST., MM."
377,"Drs. Herman HN, MM."
222,"Muhammad Yunus, SH."
770,RUZAIDINNOOR
366,"Joko Triono, SH"
100,"Drs. H. NADJMI ADHANI, M.Si"
39,Rojiansyah
610,"Dr. KH. A. Busyro Karim, M.Si"
995,"Dr. Ir. H. Zainal Abidin, MM, ME"
772,"MANDOSIR YUSTINUS, SE, M.Si"
426,"Drs. Jules F. Warikar, MM"
431,Drs. Yan Imbab
683,"Ni Putu Eka Wiryastuti, S.Sos"
696,"I Wayan Sarjana, S.Sos"
1217,Tajuddin Noor
948,"Dr. Undunsyah, MH, M.SI"
954,Akhmad Bey Yasin
719,"dr. Zadrak Tombeg, Sp.A"
574,"Theofilus Allorerung, SE"
1023,Ir. Nicodemus Biringkanae
549,MARDANI H MAMING
551,ABDUL HAKIM G
628,DRS. H . IRDINANSYAH TARMIZI
552,"KOMBES POL (PURN) H. SYAHERDAM, SH"
723,IR. H. EDI ARMAN
500,"Drs. H. Anwar Sadat, M.Ag"
619,Drs. Mukri
679,DR.Ir. H.Safrial.MS
498,"H. ROMI HARIYANTO, SE"
556,"Hj. DILLAH HIKMAH SARI, ST"
396,H.MHD.YUSUF SIREGAR
404,Ir. H.ALDINZ RAPOLO SIREGAR
675,"H.SYAHRUL M. PASARIBU, SH"
510,"Ir. Petrus Kasihiuw, MT"
563,"Agustinus Manibuy,S.Pi.M.Si"
714,"Daniel Asmorom, SH, MM"
1037,"Drs. ANDARIAS KAYUKATUI, M.Si"
659,"JIMMY FEIDIE EMAN, SE. Ak"
373,Drs. JOHNY RUNTUWENE
739,H. Rusdi Mastura
673,"Drs. H. Longki Djanggola, M.Si"
325,"OLLY DONDOKAMBEY, SE"
746,MAYA RUMANTIR
399,"PROF. DR. H. IRWAN PRAYITNO, PSI, MSC"
877,"DRS. H. MUSLIM KASIM, AK, MM"
504,"Drs.H. Zulkifli, A.S, M.Si"
517,Ir. Lakhomizaro Zebua
1002,"Drs. MARTINUS LASE, MSP"
802,MOCH HARYANTO
804,"Ir. H. SIGIT WIDYONINDITO, MT"
59,"JOKO PRASETYO, S.Sos, MM"
881,"Dr.HARLEY A.B. MANGINDAAN, SE.MSM"
884,"DR. Ir. GODBLESS SOFCAR VICKY LUMENTUT, SH.,M.Si"
872,"HANNY JOOST PAJOUW, SE.Ak.ME"
875,"JIMMY RIMBA ROGI, S.Sos"
920,"Drs. Ramadhan Pohan, MIS"
914,"Drs. Dzulmi Eldin, M.Si."
590,"H. AHMAD PAIRIN, S. Sos."
577,Drs. H. SUDARSONO
344,"H. OKTA NOVANDRA JAYA, S.Sos."
244,"Ir. SUPRIADI, M.P."
587,"Ir. H. ABDUL HAKIM, MM"
745,"HJ. Habsa Yanti Ponulele, ST.,M.Si"
752,"H. Hadianto Rasyid, SE"
777,"Drs. Hidayat, M.Si"
687,"Drs. H. Setiyono, M.Si"
688,"H. Hasani, SH, MH."
103,Yus Samsul Hadi Subakir
924,"Drs. H. ABDUL HAKAN NAJA, M.Si"
927,"H. ACHMAD ALF ARSLAN DJUNAID, SE"
966,"dr. H. DWI HERI WIBAWA, M.Kes"
167,SUJITO
935,"Wesley Silalahi, SH, M.Kn"
286,Hulman Sitorus SE
287,Teddy Robinson Siahaan
668,"H.Syaharie Ja'ang, SH., M.Si."
1244,"MUDIYAT NOOR, S.Hut"
332,SIGIT IBNUGROHO SARASPRONO
703,"H. HENDRAR PRIHADI ALIAS HENDI, S.E., M.M."
263,"Drs. H. SOEMARMO HS, M.Si."
555,M. SYARFI HUTAURUK
705,"MEMORI EVA ULINA PANGGABEAN, SH"
1106,"H. Irzal Ilyas Datuk Lawik Basa, MM"
437,"H. Zul Elfian Dt. Tianso SH, M.Si"
871,"H. Ismael Koto, SH"
735,H. ASAFRI JAYA BAKRI
579,"FERRY SATRIA, ST"
372,"HERMAN MUCHTAR, SE, MM"
962,FX. HADI RUDYATMO
964,"Drs. ANUNG INDRO SUSANTO, MM"
744,"Drs.H.ARSID,M.Si"
381,Dr.IKHSAN MODJO
370,"HJ.AIRIN RACHMI DIANY,SH.,MH"
436,"Drs. H. HAMLET SINAMBELA, M.Pd"
763,"Dr. MILVAN HADI, M.Ked (OG), Sp.OG"
750,"MHD. SYAHRIAL, SH, MH"
753,ROLEL HARAHAP
492,"Dr. H. Burhan Abdurrahman, SH. MM"
493,Dr. H. Sidik Dero Siokana
354,"DR. H. A. RACHMAN SULAIMAN, SH. MH"
151,DR.SUDJUD SIRADJUDDIN
1133,Ali Ibrahim
1134,Muhammad Hasan Bay
62,Drs. HAMID MUHAMMAD
615,"LINNEKE SJERLIE WATOELANGKOW,SSi"
