id,anggota_id,nomor_anggota,jabatan,akd_id,institute
459,3201-00-0000-0401,150,Anggota,11,KOMISI IX
460,3509-00-0000-0401,202,Anggota,11,KOMISI IX
461,1701-00-0000-0401,137,Anggota,11,KOMISI IX
462,1102-00-0000-0605,325,Anggota,11,KOMISI IX
463,1202-00-0000-0201,38,Anggota,11,KOMISI IX
464,1301-00-0000-0401,129,Anggota,11,KOMISI IX
465,1301-00-0000-0601,330,Anggota,11,KOMISI IX
466,1501-00-0000-0201,40,Anggota,11,KOMISI IX
467,1501-00-0000-0506,243,Anggota,11,KOMISI IX
468,1501-00-0000-0703,406,Anggota,11,KOMISI IX
469,1701-00-0000-0601,337,Anggota,11,KOMISI IX
470,3304-00-0000-0304,110,Anggota,11,KOMISI IX
471,3307-00-0000-0101,17,Anggota,11,KOMISI IX
472,3503-00-0000-0202,65,Anggota,11,KOMISI IX
473,3504-00-0000-0702,431,Anggota,11,KOMISI IX
474,3603-00-0000-0202,77,Anggota,11,KOMISI IX
475,3603-00-0000-0801,495,Anggota,11,KOMISI IX
476,7301-00-0000-0703,450,Anggota,11,KOMISI IX
477,7303-00-0000-0503,315,Anggota,11,KOMISI IX
478,9101-00-0000-0610,396,Anggota,11,KOMISI IX
479,3207-00-0000-0402,161,Anggota,11,KOMISI IX
480,3302-00-0000-0102,14,Anggota,11,KOMISI IX
481,3203-00-0000-1002,552,Kapoksi,11,KOMISI IX
482,1602-00-0000-0101,7,Ketua Poksi IX,11,KOMISI IX
483,1101-00-0000-0701,397,Ketua,12,KOMISI X
484,3206-00-0000-0601,348,Wakil Ketua,12,KOMISI X
485,3211-00-0000-0301,108,Wakil Ketua,12,KOMISI X
486,3505-00-0000-0501,286,Wakil Ketua,12,KOMISI X
487,3309-00-0000-0801,484,Anggota,12,KOMISI X
488,3201-00-0000-0502,253,Anggota,12,KOMISI X
489,3211-00-0000-0501,268,Anggota,12,KOMISI X
490,3302-00-0000-0502,271,Anggota,12,KOMISI X
491,7302-00-0000-0502,313,Anggota,12,KOMISI X
492,3301-00-0000-0601,353,Anggota,12,KOMISI X
493,1601-00-0000-0505,245,Anggota,12,KOMISI X
494,3204-00-0000-0901,516,Anggota,12,KOMISI X
495,1102-00-0000-0701,398,Anggota,12,KOMISI X
496,3304-00-0000-0701,425,Anggota,12,KOMISI X
497,3506-00-0000-0701,433,Anggota,12,KOMISI X
498,3507-00-0000-0701,434,Anggota,12,KOMISI X
499,5302-00-0000-0702,445,Anggota,12,KOMISI X
500,3209-00-0000-0301,106,Anggota,12,KOMISI X
501,3210-00-0000-0301,107,Anggota,12,KOMISI X
502,1501-00-0000-0901,511,Anggota,12,KOMISI X
503,1101-00-0000-0504,233,Anggota,12,KOMISI X
504,1102-00-0000-0901,506,Anggota,12,KOMISI X
505,1501-00-0000-0601,334,Anggota,12,KOMISI X
506,1602-00-0000-0609,336,Anggota,12,KOMISI X
507,1802-00-0000-0601,339,Anggota,12,KOMISI X
508,3301-00-0000-0801,478,Anggota,12,KOMISI X
509,3304-00-0000-0801,479,Anggota,12,KOMISI X
510,3503-00-0000-0901,530,Anggota,12,KOMISI X
511,3504-00-0000-0801,488,Anggota,12,KOMISI X
512,3505-00-0000-0101,20,Anggota,12,KOMISI X
513,3505-00-0000-0601,368,Anggota,12,KOMISI X
514,3506-00-0000-0101,21,Anggota,12,KOMISI X
515,5101-00-0000-0602,378,Anggota,12,KOMISI X
516,9101-00-0000-0507,322,Anggota,12,KOMISI X
517,3504-00-0000-0101,19,Ketua Poksi X,12,KOMISI X
518,1401-00-0000-0801,463,Wakil Ketua,13,KOMISI XI
519,1201-00-0000-1001,545,Anggota,13,KOMISI XI
520,3509-00-0000-0201,74,Anggota,13,KOMISI XI
521,3207-00-0000-0501,262,Anggota,13,KOMISI XI
522,6301-00-0000-0501,304,Anggota,13,KOMISI XI
523,8101-00-0000-0501,320,Anggota,13,KOMISI XI
524,5301-00-0000-0501,299,Anggota,13,KOMISI XI
525,1402-00-0000-0501,242,Anggota,13,KOMISI XI
526,5101-00-0000-0404,211,Anggota,13,KOMISI XI
527,3209-00-0000-0401,164,Anggota,13,KOMISI XI
528,3502-00-0000-0601,365,Anggota,13,KOMISI XI
529,3309-00-0000-0401,183,Anggota,13,KOMISI XI
530,3310-00-0000-0401,185,Anggota,13,KOMISI XI
531,3501-00-0000-0403,189,Anggota,13,KOMISI XI
532,3511-00-0000-0401,204,Anggota,13,KOMISI XI
533,7101-00-0000-0401,223,Anggota,13,KOMISI XI
534,3602-00-0000-0301,116,Anggota,13,KOMISI XI
535,3210-00-0000-0702,421,Anggota,13,KOMISI XI
536,3203-00-0000-0301,100,Anggota,13,KOMISI XI
537,3502-00-0000-0505,283,Anggota,13,KOMISI XI
538,3305-00-0000-0802,480,Anggota,13,KOMISI XI
539,1202-00-0000-0601,327,Anggota,13,KOMISI XI
540,1202-00-0000-0706,400,Anggota,13,KOMISI XI
541,1203-00-0000-0708,401,Anggota,13,KOMISI XI
542,1602-00-0000-0201,41,Anggota,13,KOMISI XI
543,1802-00-0000-0703,410,Anggota,13,KOMISI XI
544,3103-00-0000-0101,11,Anggota,13,KOMISI XI
545,3202-00-0000-0808,471,Anggota,13,KOMISI XI
546,3209-00-0000-0903,519,Anggota,13,KOMISI XI
547,3303-00-0000-0101,15,Anggota,13,KOMISI XI
548,3305-00-0000-0301,111,Anggota,13,KOMISI XI
549,3501-00-0000-0407,190,Anggota,13,KOMISI XI
550,3501-00-0000-0804,487,Anggota,13,KOMISI XI
551,3502-00-0000-0707,429,Anggota,13,KOMISI XI
552,3503-00-0000-0601,366,Anggota,13,KOMISI XI
553,3504-00-0000-0208,68,Anggota,13,KOMISI XI
554,3505-00-0000-0404,195,Anggota,13,KOMISI XI
555,3507-00-0000-0601,370,Anggota,13,KOMISI XI
556,3603-00-0000-0501,295,Anggota,13,KOMISI XI
557,5201-00-0000-0601,379,Anggota,13,KOMISI XI
558,6101-00-0000-0404,218,Anggota,13,KOMISI XI
559,6401-00-0000-0901,540,Anggota,13,KOMISI XI
560,7301-00-0000-0901,541,Anggota,13,KOMISI XI
561,7401-00-0000-0603,392,Anggota,13,KOMISI XI
562,7501-00-0000-0501,317,Anggota,13,KOMISI XI
563,8201-00-0000-0101,35,Anggota,13,KOMISI XI
564,5301-00-0000-0101,27,Ketua Poksi XI,13,KOMISI XI
565,3508-00-0000-0601,371,Ketua,14,BADAN LEGISLASI
566,3505-00-0000-0802,489,Wakil Ketua,14,BADAN LEGISLASI
567,3303-00-0000-0501,273,Wakil Ketua,14,BADAN LEGISLASI
568,3207-00-0000-0701,418,Wakil Ketua,14,BADAN LEGISLASI
569,3502-00-0000-0201,64,Anggota,14,BADAN LEGISLASI
570,1402-00-0000-0201,39,Anggota,14,BADAN LEGISLASI
571,3507-00-0000-0201,71,Anggota,14,BADAN LEGISLASI
572,3211-00-0000-0501,268,Anggota,14,BADAN LEGISLASI
573,3207-00-0000-0601,349,Anggota,14,BADAN LEGISLASI
574,1602-00-0000-0501,246,Anggota,14,BADAN LEGISLASI
575,3207-00-0000-0901,518,Anggota,14,BADAN LEGISLASI
576,3303-00-0000-0901,523,Anggota,14,BADAN LEGISLASI
577,6302-00-0000-0901,539,Anggota,14,BADAN LEGISLASI
578,3207-00-0000-0401,160,Anggota,14,BADAN LEGISLASI
579,1801-00-0000-0601,338,Anggota,14,BADAN LEGISLASI
580,3310-00-0000-0401,185,Anggota,14,BADAN LEGISLASI
581,3503-00-0000-0401,192,Anggota,14,BADAN LEGISLASI
582,3504-00-0000-0401,193,Anggota,14,BADAN LEGISLASI
583,1203-00-0000-0601,329,Anggota,14,BADAN LEGISLASI
584,7303-00-0000-0702,452,Anggota,14,BADAN LEGISLASI
585,1201-00-0000-0701,399,Anggota,14,BADAN LEGISLASI
586,3205-00-0000-0301,102,Anggota,14,BADAN LEGISLASI
587,3502-00-0000-0505,283,Anggota,14,BADAN LEGISLASI
588,1801-00-0000-0301,93,Anggota,14,BADAN LEGISLASI
589,1802-00-0000-0301,94,Anggota,14,BADAN LEGISLASI
590,7302-00-0000-0901,542,Anggota,14,BADAN LEGISLASI
591,1201-00-0000-0301,85,Anggota,14,BADAN LEGISLASI
592,1201-00-0000-0401,125,Anggota,14,BADAN LEGISLASI
593,3602-00-0000-0801,494,Anggota,14,BADAN LEGISLASI
594,3509-00-0000-0401,202,Anggota,14,BADAN LEGISLASI
595,1101-00-0000-0101,1,Anggota,14,BADAN LEGISLASI
596,1101-00-0000-0802,458,Anggota,14,BADAN LEGISLASI
597,1202-00-0000-0706,400,Anggota,14,BADAN LEGISLASI
598,1202-00-0000-1010,546,Anggota,14,BADAN LEGISLASI
599,1203-00-0000-0101,5,Anggota,14,BADAN LEGISLASI
600,1203-00-0000-0503,238,Anggota,14,BADAN LEGISLASI
601,1402-00-0000-0401,132,Anggota,14,BADAN LEGISLASI
602,1402-00-0000-0601,333,Anggota,14,BADAN LEGISLASI
603,1802-00-0000-0601,339,Anggota,14,BADAN LEGISLASI
604,2101-00-0000-0401,143,Anggota,14,BADAN LEGISLASI
605,3103-00-0000-0601,342,Anggota,14,BADAN LEGISLASI
606,3202-00-0000-0401,152,Anggota,14,BADAN LEGISLASI
607,3204-00-0000-0802,472,Anggota,14,BADAN LEGISLASI
608,3205-00-0000-0402,156,Anggota,14,BADAN LEGISLASI
609,3205-00-0000-0502,260,Anggota,14,BADAN LEGISLASI
610,3210-00-0000-0201,49,Anggota,14,BADAN LEGISLASI
611,3211-00-0000-0801,477,Anggota,14,BADAN LEGISLASI
612,3301-00-0000-0102,13,Anggota,14,BADAN LEGISLASI
613,3304-00-0000-0403,174,Anggota,14,BADAN LEGISLASI
614,3307-00-0000-0201,56,Anggota,14,BADAN LEGISLASI
615,3308-00-0000-0801,483,Anggota,14,BADAN LEGISLASI
616,3309-00-0000-0301,112,Anggota,14,BADAN LEGISLASI
617,3309-00-0000-0504,279,Anggota,14,BADAN LEGISLASI
618,3310-00-0000-0902,528,Anggota,14,BADAN LEGISLASI
619,3401-00-0000-0403,187,Anggota,14,BADAN LEGISLASI
620,3501-00-0000-0505,282,Anggota,14,BADAN LEGISLASI
621,3503-00-0000-0901,530,Anggota,14,BADAN LEGISLASI
622,3504-00-0000-0101,19,Anggota,14,BADAN LEGISLASI
623,3505-00-0000-0101,20,Anggota,14,BADAN LEGISLASI
624,3505-00-0000-0601,368,Anggota,14,BADAN LEGISLASI
625,3506-00-0000-0501,287,Anggota,14,BADAN LEGISLASI
626,3507-00-0000-0502,288,Anggota,14,BADAN LEGISLASI
627,3509-00-0000-0606,372,Anggota,14,BADAN LEGISLASI
628,5201-00-0000-0710,443,Anggota,14,BADAN LEGISLASI
629,6101-00-0000-0201,79,Anggota,14,BADAN LEGISLASI
630,6401-00-0000-0505,308,Anggota,14,BADAN LEGISLASI
631,7301-00-0000-0601,389,Anggota,14,BADAN LEGISLASI
632,7301-00-0000-0703,450,Anggota,14,BADAN LEGISLASI
633,7303-00-0000-0101,34,Anggota,14,BADAN LEGISLASI
634,8201-00-0000-0502,321,Anggota,14,BADAN LEGISLASI
635,3207-00-0000-0402,161,Anggota,14,BADAN LEGISLASI
636,3508-00-0000-1001,554,Kapoksi,14,BADAN LEGISLASI
637,1501-00-0000-0802,464,,15,BADAN ANGGARAN
638,1701-00-0000-0801,467,,15,BADAN ANGGARAN
639,6101-00-0000-0801,498,,15,BADAN ANGGARAN
640,1203-00-0000-0801,461,,15,BADAN ANGGARAN
641,3509-00-0000-0201,74,,15,BADAN ANGGARAN
642,3307-00-0000-0501,277,,15,BADAN ANGGARAN
643,6301-00-0000-0501,304,,15,BADAN ANGGARAN
644,8101-00-0000-0501,320,,15,BADAN ANGGARAN
645,5201-00-0000-0505,298,,15,BADAN ANGGARAN
646,9201-00-0000-0501,323,,15,BADAN ANGGARAN
647,1203-00-0000-0501,237,,15,BADAN ANGGARAN
648,3601-00-0000-0901,533,,15,BADAN ANGGARAN
649,6301-00-0000-0901,538,,15,BADAN ANGGARAN
650,3102-00-0000-0401,145,,15,BADAN ANGGARAN
651,3302-00-0000-0401,170,,15,BADAN ANGGARAN
652,3304-00-0000-0401,173,,15,BADAN ANGGARAN
653,3508-00-0000-0401,200,,15,BADAN ANGGARAN
654,3511-00-0000-0401,204,,15,BADAN ANGGARAN
655,1801-00-0000-0402,139,,15,BADAN ANGGARAN
656,3208-00-0000-1002,553,,15,BADAN ANGGARAN
657,7101-00-0000-0401,223,,15,BADAN ANGGARAN
658,7201-00-0000-0702,449,,15,BADAN ANGGARAN
659,7401-00-0000-0702,453,,15,BADAN ANGGARAN
660,3203-00-0000-0301,100,,15,BADAN ANGGARAN
661,1401-00-0000-0301,90,,15,BADAN ANGGARAN
662,1202-00-0000-0301,86,,15,BADAN ANGGARAN
663,3301-00-0000-0501,270,,15,BADAN ANGGARAN
664,3310-00-0000-0204,60,,15,BADAN ANGGARAN
665,1203-00-0000-1005,547,,15,BADAN ANGGARAN
666,1301-00-0000-0401,129,,15,BADAN ANGGARAN
667,1401-00-0000-0601,332,,15,BADAN ANGGARAN
668,1701-00-0000-0101,8,,15,BADAN ANGGARAN
669,1901-00-0000-0701,411,,15,BADAN ANGGARAN
670,3202-00-0000-0202,44,,15,BADAN ANGGARAN
671,3202-00-0000-0808,471,,15,BADAN ANGGARAN
672,3202-00-0000-1001,551,,15,BADAN ANGGARAN
673,3211-00-0000-0101,12,,15,BADAN ANGGARAN
674,3211-00-0000-0610,352,,15,BADAN ANGGARAN
675,3303-00-0000-0101,15,,15,BADAN ANGGARAN
676,3303-00-0000-0606,355,,15,BADAN ANGGARAN
677,3401-00-0000-0301,113,,15,BADAN ANGGARAN
678,3501-00-0000-0706,428,,15,BADAN ANGGARAN
679,3502-00-0000-0707,429,,15,BADAN ANGGARAN
680,3601-00-0000-0705,439,,15,BADAN ANGGARAN
681,5101-00-0000-0602,378,,15,BADAN ANGGARAN
682,5201-00-0000-0601,379,,15,BADAN ANGGARAN
683,5301-00-0000-0101,27,,15,BADAN ANGGARAN
684,6101-00-0000-0703,446,,15,BADAN ANGGARAN
685,6201-00-0000-0601,383,,15,BADAN ANGGARAN
686,7301-00-0000-0901,541,,15,BADAN ANGGARAN
687,7401-00-0000-0501,316,,15,BADAN ANGGARAN
688,8201-00-0000-0101,35,,15,BADAN ANGGARAN
689,3207-00-0000-0402,161,,15,BADAN ANGGARAN
690,3506-00-0000-0801,490,,15,BADAN ANGGARAN
691,3508-00-0000-0801,491,,15,BADAN ANGGARAN
692,9101-00-0000-0801,505,,15,BADAN ANGGARAN
693,3309-00-0000-0201,58,,15,BADAN ANGGARAN
694,3508-00-0000-0203,73,,15,BADAN ANGGARAN
695,1802-00-0000-0201,43,,15,BADAN ANGGARAN
696,3204-00-0000-0501,258,,15,BADAN ANGGARAN
697,6101-00-0000-0501,302,,15,BADAN ANGGARAN
698,7303-00-0000-0501,314,,15,BADAN ANGGARAN
699,1601-00-0000-0505,245,,15,BADAN ANGGARAN
700,3603-00-0000-0901,535,,15,BADAN ANGGARAN
701,3510-00-0000-0901,531,,15,BADAN ANGGARAN
702,1301-00-0000-0901,509,,15,BADAN ANGGARAN
703,5101-00-0000-0402,210,,15,BADAN ANGGARAN
704,1901-00-0000-0401,142,,15,BADAN ANGGARAN
705,3204-00-0000-0401,155,,15,BADAN ANGGARAN
706,3206-00-0000-0401,158,,15,BADAN ANGGARAN
707,3306-00-0000-0401,178,,15,BADAN ANGGARAN
708,3308-00-0000-0401,181,,15,BADAN ANGGARAN
709,3505-00-0000-0401,194,,15,BADAN ANGGARAN
710,1801-00-0000-0401,138,,15,BADAN ANGGARAN
711,5201-00-0000-0401,213,,15,BADAN ANGGARAN
712,3303-00-0000-0701,424,,15,BADAN ANGGARAN
713,3304-00-0000-0701,425,,15,BADAN ANGGARAN
714,3501-00-0000-0301,114,,15,BADAN ANGGARAN
715,3510-00-0000-0202,75,,15,BADAN ANGGARAN
716,1501-00-0000-0901,511,,15,BADAN ANGGARAN
717,1102-00-0000-0502,234,,15,BADAN ANGGARAN
718,1202-00-0000-0201,38,,15,BADAN ANGGARAN
719,1602-00-0000-0707,408,,15,BADAN ANGGARAN
720,3101-00-0000-0501,250,,15,BADAN ANGGARAN
721,3101-00-0000-0703,412,,15,BADAN ANGGARAN
722,3203-00-0000-0502,257,,15,BADAN ANGGARAN
723,3302-00-0000-0505,272,,15,BADAN ANGGARAN
724,3401-00-0000-0604,363,,15,BADAN ANGGARAN
725,3501-00-0000-0602,364,,15,BADAN ANGGARAN
726,3504-00-0000-0602,367,,15,BADAN ANGGARAN
727,3507-00-0000-0401,199,,15,BADAN ANGGARAN
728,6301-00-0000-0301,119,,15,BADAN ANGGARAN
729,7201-00-0000-0101,32,,15,BADAN ANGGARAN
730,7302-00-0000-0301,122,,15,BADAN ANGGARAN
731,7302-00-0000-0604,390,,15,BADAN ANGGARAN
732,7303-00-0000-0602,391,,15,BADAN ANGGARAN
733,7601-00-0000-0601,394,,15,BADAN ANGGARAN
734,9101-00-0000-0610,396,,15,BADAN ANGGARAN
735,7501-00-0000-0502,318,Ketua,16,B.U.R.T
736,3201-00-0000-0701,414,Wakil Ketua,16,B.U.R.T
737,3308-00-0000-0601,360,Wakil Ketua,16,B.U.R.T
738,7303-00-0000-0801,503,Anggota,16,B.U.R.T
739,3401-00-0000-0201,61,Anggota,16,B.U.R.T
740,7101-00-0000-0501,309,Anggota,16,B.U.R.T
741,3103-00-0000-0901,514,Anggota,16,B.U.R.T
742,1201-00-0000-0901,507,Anggota,16,B.U.R.T
743,3501-00-0000-0403,189,Anggota,16,B.U.R.T
744,7201-00-0000-0402,225,Anggota,16,B.U.R.T
745,1102-00-0000-0701,398,Anggota,16,B.U.R.T
746,3205-00-0000-0702,417,Anggota,16,B.U.R.T
747,1302-00-0000-0302,89,Anggota,16,B.U.R.T
748,1203-00-0000-0301,87,Anggota,16,B.U.R.T
749,1701-00-0000-0401,137,Anggota,16,B.U.R.T
750,1602-00-0000-0101,7,Anggota,16,B.U.R.T
751,1602-00-0000-0404,136,Anggota,16,B.U.R.T
752,1602-00-0000-0609,336,Anggota,16,B.U.R.T
753,1701-00-0000-0601,337,Anggota,16,B.U.R.T
754,3203-00-0000-0203,45,Anggota,16,B.U.R.T
755,3205-00-0000-0405,157,Anggota,16,B.U.R.T
756,3511-00-0000-1003,555,Anggota,16,B.U.R.T
757,5101-00-0000-0502,297,Anggota,16,B.U.R.T
758,7301-00-0000-0502,311,Anggota,16,B.U.R.T
759,3505-00-0000-0701,432,Ketua,17,B.K.S.A.P
760,3309-00-0000-0801,484,Wakil Ketua,17,B.K.S.A.P
761,1201-00-0000-0502,235,Wakil Ketua,17,B.K.S.A.P
762,3507-00-0000-0301,115,Wakil Ketua,17,B.K.S.A.P
763,1802-00-0000-0801,469,Anggota,17,B.K.S.A.P
764,5201-00-0000-0801,496,Anggota,17,B.K.S.A.P
765,3306-00-0000-0201,55,Anggota,17,B.K.S.A.P
766,5101-00-0000-0501,296,Anggota,17,B.K.S.A.P
767,3102-00-0000-0501,251,Anggota,17,B.K.S.A.P
768,3202-00-0000-0601,344,Anggota,17,B.K.S.A.P
769,3102-00-0000-0901,513,Anggota,17,B.K.S.A.P
770,3103-00-0000-0401,147,Anggota,17,B.K.S.A.P
771,3302-00-0000-0401,170,Anggota,17,B.K.S.A.P
772,3303-00-0000-0401,171,Anggota,17,B.K.S.A.P
773,3506-00-0000-0401,196,Anggota,17,B.K.S.A.P
774,7101-00-0000-0402,224,Anggota,17,B.K.S.A.P
775,1601-00-0000-0401,134,Anggota,17,B.K.S.A.P
776,3102-00-0000-0701,413,Anggota,17,B.K.S.A.P
777,3602-00-0000-0301,116,Anggota,17,B.K.S.A.P
778,3506-00-0000-0701,433,Anggota,17,B.K.S.A.P
779,1601-00-0000-0701,407,Anggota,17,B.K.S.A.P
780,3202-00-0000-0301,99,Anggota,17,B.K.S.A.P
781,3206-00-0000-0301,103,Anggota,17,B.K.S.A.P
782,7302-00-0000-0901,542,Anggota,17,B.K.S.A.P
783,5201-00-0000-0201,78,Anggota,17,B.K.S.A.P
784,3508-00-0000-0201,72,Anggota,17,B.K.S.A.P
785,1201-00-0000-0101,3,Anggota,17,B.K.S.A.P
786,1501-00-0000-0601,334,Anggota,17,B.K.S.A.P
787,1801-00-0000-0501,247,Anggota,17,B.K.S.A.P
788,3101-00-0000-0401,144,Anggota,17,B.K.S.A.P
789,3102-00-0000-0601,341,Anggota,17,B.K.S.A.P
790,3103-00-0000-0407,149,Anggota,17,B.K.S.A.P
791,3201-00-0000-0405,151,Anggota,17,B.K.S.A.P
792,3201-00-0000-1001,550,Anggota,17,B.K.S.A.P
793,3208-00-0000-0501,264,Anggota,17,B.K.S.A.P
794,3301-00-0000-0401,168,Anggota,17,B.K.S.A.P
795,3304-00-0000-0602,356,Anggota,17,B.K.S.A.P
796,3307-00-0000-0101,17,Anggota,17,B.K.S.A.P
797,3309-00-0000-0601,361,Anggota,17,B.K.S.A.P
798,3401-00-0000-0501,281,Anggota,17,B.K.S.A.P
799,3401-00-0000-0801,486,Anggota,17,B.K.S.A.P
800,3503-00-0000-0202,65,Anggota,17,B.K.S.A.P
801,3507-00-0000-0702,435,Anggota,17,B.K.S.A.P
802,3602-00-0000-0901,534,Anggota,17,B.K.S.A.P
803,3603-00-0000-0501,295,Anggota,17,B.K.S.A.P
804,6201-00-0000-0101,30,Anggota,17,B.K.S.A.P
805,6301-00-0000-0505,305,Anggota,17,B.K.S.A.P
806,7101-00-0000-0602,387,Anggota,17,B.K.S.A.P
807,7301-00-0000-1001,560,Anggota,17,B.K.S.A.P
808,8101-00-0000-0601,395,Anggota,17,B.K.S.A.P
809,3210-00-0000-0301,107,Ketua,18,MAHKAMAH KEHORMATAN DEWAN
810,3202-00-0000-0502,255,Wakil Ketua,18,MAHKAMAH KEHORMATAN DEWAN
811,1203-00-0000-0404,128,Wakil Ketua,18,MAHKAMAH KEHORMATAN DEWAN
812,3603-00-0000-0601,377,Wakil Ketua,18,MAHKAMAH KEHORMATAN DEWAN
813,3506-00-0000-0801,490,Anggota,18,MAHKAMAH KEHORMATAN DEWAN
814,6201-00-0000-0801,499,Anggota,18,MAHKAMAH KEHORMATAN DEWAN
815,3503-00-0000-0501,284,Anggota,18,MAHKAMAH KEHORMATAN DEWAN
816,3309-00-0000-0901,527,Anggota,18,MAHKAMAH KEHORMATAN DEWAN
817,3208-00-0000-0401,162,Anggota,18,MAHKAMAH KEHORMATAN DEWAN
818,3309-00-0000-0401,183,Anggota,18,MAHKAMAH KEHORMATAN DEWAN
819,3508-00-0000-0701,436,Anggota,18,MAHKAMAH KEHORMATAN DEWAN
820,1301-00-0000-0702,402,Anggota,18,MAHKAMAH KEHORMATAN DEWAN
821,7201-00-0000-1001,559,Anggota,18,MAHKAMAH KEHORMATAN DEWAN
822,1201-00-0000-0601,326,Anggota,18,MAHKAMAH KEHORMATAN DEWAN
823,1302-00-0000-0501,240,Anggota,18,MAHKAMAH KEHORMATAN DEWAN
824,3211-00-0000-0202,50,Anggota,18,MAHKAMAH KEHORMATAN DEWAN
825,3301-00-0000-0102,13,Anggota,18,MAHKAMAH KEHORMATAN DEWAN
