id_calon,pekerjaan,,
3307-00-0000-0901,"Freelance Investigator, PT Indo Pacific 2002",,
3307-00-0000-0901,"Project Manager Tambang Batubara, PT Synategra International 1999-2002.",,
3307-00-0000-0901,"Seksi Impor, PT. Kyaba Indonesia 1999",,
3307-00-0000-0201,"Komisaris PT. Berlian Visitama, Jakarta 2010- sek",,
3307-00-0000-0201,"Direktur PT. Bin tang Sembilan Mandiri, Jakarta 2008 -2010",,
3307-00-0000-0201,"Direktur Keuangan dan HRD PT. Asa Matra Mulia, Jakarta, 2002-2007",,
3307-00-0000-0201,"Wakil Direktur Sekolah Tinggi llmu Pcndidikan Islam Surabaya, 1998 - 2000",,
3307-00-0000-0201,"Dosen Sekolah Tinggi llmu Pendidikan Islam Surabaya, 199B-1999",,
3307-00-0000-0201,"Konsultan Manajemen dan Program Sosial Yayasan Khadijah Surabaya, 1993-1999",,
3307-00-0000-0201,"Koordinator untuk Rintisan Program Penanggulangan Kemiskiiian Perkotaan di Surabaya, Depsos RI, 1997-1999",,
3307-00-0000-0201,"Trainnerberbagai Petatihan Pcmberdayaan Masyarakat baik yang diselenggarakan oleh pemerintah (Depnaker, Bappenas, BKKBN, Depaos) maupun OrganisasiNon-Pemcrintah. 1990-1999",,
3307-00-0000-0201,"Dosen, Fak. Tarbiyah Univcrsitas Islam Taruna Surabaya, 1989-1990",,
3307-00-0000-0601,Tenaqa Harian Ditjen Kehutanan 0l-0l-l980,,
3307-00-0000-0601,Staf Sub Bagian Pengadaan pada Bagian Mutasi Kepesawaian 01-03-1981,,
3307-00-0000-0601,Kasi Reboisasi dan Rehab Dinas Kehutanan Propinsi Dati I Sumatera Utara 02-07-1982,,
3307-00-0000-0601,Kasi Pembinaan pada cabang Dinas Kehutanan VII Tapanuli Utara 29-10-1983,,
3307-00-0000-0601,Kepala Cabang Dinas Kehutanan/Kesatuan Pemangkuan Hutan Tapanuli Selatan Dinas Kehutanan Propinsi Dati I Sumatera Utaral5-04-1986,,
3307-00-0000-0601,Kepala Bagian Tata Usaha Dinas Kehutanan Propinsi Sumatera Utara 18-07-1992,,
3307-00-0000-0601,Kepala Bidang Reboisasi dan Rehabilitasi Lahan pada Kanwil Departemen Kehutanan Propinsi Sumatera Utara 02-02-1994,,
3307-00-0000-0601,Kepala Bidang Pengusahaan Hutan pada Kantor Wilayah,,
3307-00-0000-0601,Departemen Kehutanan Propinsi Jambi 27-12-1995,,
3307-00-0000-0601,Kepala Dinas Kehutanan Dati I Sumatera Utara 29-10-1997,,
3307-00-0000-0601,Kepala Kantor Wilayah Departemen Propinsi Sumatera Utara 27-07-1999 27-12-2001,,
3307-00-0000-0601,Kepala Dinas Kehutanan Propinsi Sumatera Utara 27-12-2001,,
3307-00-0000-0601,Kepala Pusat Standarisasi dan Lingkungan Kehutanan 20-11 -,,
3307-00-0000-0601,2002 Sekretariat Jenderal Departemen Kehutanan,,
3307-00-0000-0601,l. Kepala Biro Umum Sekretariat Jenderal Departemen Kehutanan 23-01-2004 .,,
3307-00-0000-0601,Direktur Jenderal Rehabilitasi Lahan dan Perhutanan Sosial,,
3307-00-0000-0601,Departemen Kehutanan 09-11-2005,,
3307-00-0000-0601,Direktur Jenderal Perlindungan Hutan dan Konervasi Alam Departemen Kehutanan 27-12-2007 s/d sekarang,,
3307-00-0000-0401,Sales Manajer PT. Ekatama Putera Perkasa (1992-1994),,
3307-00-0000-0401,Managing Director PT. Ekatama Putera Perkasa (1995-2004),,
3307-00-0000-0401,Komisaris PT. Ekatama Putera Perkasa (2004-Sekarang),,
3307-00-0000-0401,Manager Japfa Chess Club (2001-Sekarang),,
3307-00-0000-0401,Ketua Dewan Guru Sekolah Catur Utut Adianto (1993-Sekarang),,
3307-00-0000-0401,Anggota DPR RI Periode 2009-2014,,
3307-00-0000-0801,"DPR RI, Wakil Ketua, 2010-2014",,
3307-00-0000-0801,"DPR RI, Ketua Komisi V, 2009-2010",,
3307-00-0000-0801,"DPR RI F-PAN, Wakil Ketua Fraksi, 2004-2009",,
3307-00-0000-0801,"DPR RI, Wakil Ketua Komisi V, 2004-2009",,
3307-00-0000-0801,Tim Rombongan Kunjungan Lapangan Komisi V DPR RI Persiapan Angkutan lebaran,,
3307-00-0000-0801,"PT Jati Prima, Direktur Utama, -",,
3307-00-0000-0801,"PT Blue Villa Corporation (Italian Company), General Manager, -",,
3307-00-0000-0801,"PT Mahogany Indonesia (USA Company), General Manager, -",,
3307-00-0000-0801,"PT Salim Group, General Manager, -",,
3307-00-0000-0801,"PANSUS UU Perkereta Apian, Pimpinan, -",,
3308-00-0000-0501,PENGUSAHA DI BIDANG PERMINYAKAN DAN GAS,,
3308-00-0000-0502,ANGGOTA DPR RI FRAKSI PARTAI GOLKAR PERIODE 2004-2009 & 2009-2014,,
3308-00-0000-0903,"Direktur Operasional Pasir Putih Resort Bengkulu, tahun 2006-Sekarang",,
3308-00-0000-0903,Marketing & Communication Manager GBL A Latief Corp. tahun 2004-2005,,
3308-00-0000-0903,"Branch Manager Astra CMG Jakarta, tahun 2003-2004",,
3308-00-0000-0903,"Dosen Tamu Universitas Trisakti Jakarta, tahun 2003-2005 & 1995-1998",,
3308-00-0000-0202,PT SELARAS KAUSA BUSANA (SKB): BEKASI 1991-1992,,
3308-00-0000-0202,BANK MUAMMALAT: PURWOKERTO 19996-1997,,
3308-00-0000-0202,P3T, PORWOKERTO 1998-1999,
3308-00-0000-0202,IRCOS: JAKARTA 2004-2006,,
3308-00-0000-0202,PT GOLDEX: JAKARTA 2005-2006,,
3308-00-0000-0202,PT WII: INVESMENT CONSULTANT: JAKARTA 2006-2009,,
3308-00-0000-0202,"YAYASAN KMPM; KETUA; JAKARTA 2006-2011, 2011 S/D SEKARANG",,
3308-00-0000-0202,STAF AHLI FRAKSI PKB DPR RI, JAKARTA 2009 S/D SEKARANG,
3308-00-0000-0601,Wiraswasta (2004-2009),,
3308-00-0000-0601,DPRD jwa Tengah (2009-2014),,
3308-00-0000-0702,Anggota DPR Rl Fraki Partai Demokrat (2009-2014),,
3308-00-0000-0702,Staf Khusus Menteri PDT (2005-2007),,
3308-00-0000-0702,Anggota DPR RI Fraksi Kebangkitan Bangsa (2000-2004),,
3308-00-0000-0702,Wartawan(1996-1999),,
3308-00-0000-0401,,,
3308-00-0000-0404,,,
3308-00-0000-0801,"KANTOR PEJABAT LELANG KELAS II AMMY AMALIA FATMA SURYA, SH.,",,
3308-00-0000-0801,"KANTOR NOTARIS SRI RACHMA CHANDRAWATI, SH, NOTARIS PENGGANTI,",,
3308-00-0000-0801,"KANTOR HUKUM NUGRAHA & PANJAITA, ASSOCIATA, 2006-2008",,
3309-00-0000-0504,"2007-2012,PEMERINTAHAN, BUPATI,BREBES",,
3309-00-0000-0504,"1999-2006, ADVOKAT, PENGACARA, BREBES",,
3309-00-0000-0901,Anggota FPPP DPR RI 1997 - 1999,,
3309-00-0000-0901,Anggota FPPP DPR RI 2004 - 2009,,
3309-00-0000-0201,,,
3309-00-0000-0601,"RVLI 2007-SEKARANG, PT SITASA TIMER- KOMISARIS UTAMA",,
3309-00-0000-0601,"RVLI 2002 -SEKARANG, PT SITASAENER61- KOMISARIS UTAMA",,
3309-00-0000-0301,,,
3309-00-0000-0401,Anggota DPR RI Periode 2009-2014,,
3309-00-0000-0401,Menteri Kehutanan RI Tahun 2001-2004,,
3309-00-0000-0401,Menteri Pertanian RI Tahun 1999-2000,,
3309-00-0000-0401,Wakil Ketua Perwakilan FAO Tahun 1996-1999,,
3309-00-0000-0405,"SEKERTARIS DIRJEN SUMBER DAYA AIR, DEPARTEMEN PU",,
3309-00-0000-0405,"SEKRETARIS YAYASAN, KH.SAID AGIEL SIRADJ (KETUM PBNU)",,
3309-00-0000-0405,"KOMISARIS, PT.POLATEK RANCANG BANGUN JASA KONSULTAN DEPARTEMEN PU",,
3309-00-0000-0405,KOMISARIS PT.ADI REKA TAMA (PENGADAAN BARANG DAN JASA,,
3309-00-0000-0801,"Anggota DPR RI Periode 2009-2012, Angoota DPR RI, 2009-2014",,
3309-00-0000-0801,"Mendiknas Bid. Komunikasi Publik, Staff Khusus, 2005-2009",,
3309-00-0000-0801,"Humas RCTI, Kepala Departemen, 2002-2005",,
3309-00-0000-0801,"RCTI, Penyiar, 1994-2005",,
3309-00-0000-0801,"Aneka Dialog RCTI, Produser, 2000-2001",,
3309-00-0000-0801,"Aneka dialog RCTI, Anchor Moderator, 1999-2001",,
3309-00-0000-0801,"Seputar Indonesia, Presenter dan Reporter, 1998-2001",,
3309-00-0000-0801,"Citra Nusantara, Produser dan Presenter, 1997-1998",,
3309-00-0000-0801,"Nuansa Pagi, Presenter, 1996-1998",,
3309-00-0000-0801,"Buletin Malam, Presenter, 1995-1996",,
3310-00-0000-0501,"2009-2013, DPR RI, ANGGOTA,JAKARTA",,
3310-00-0000-0902,"Senior Partner, SAP Advocates (2004-sekarang)",,
3310-00-0000-0902,Dirut PT. Quantum Asia Corpora (2005-sekarang),,
3310-00-0000-0201,"1993-2002; Fasilitator dari sejumlah lokakarya dan pelatihan untuk berbagai segmen, yaitu: Tenaga Kerja, Petani, Komunitas Perkotaan Buruk, Tokoh Agama, Pemuda dan Mahasiswa, Perempuan, Politisi dan Legislatif.",,
3310-00-0000-0201,"1996-2000; Penetiti Isu Pendidikan Masyarakat, Tenaga Kerja dalam Perspektif Islam, Post -Tradisionalisme Islam, dan Islam dan Oposisi Demokrat.",,
3310-00-0000-0201,1998-2002, Konsultan dan Partner di Friedrich Naumann Stiftung (FNSt) untuk Program Partai Politik dan Parlemen.,
3310-00-0000-0201,"2002: Konsultan Lepas, The National Democratic Institute (NDI) untuk Program Good Governance",,
3310-00-0000-0204,"1936,1990, KEPALA SEKOLAH, MTS WONOYOSO BUARAN",,
3310-00-0000-0204,"1990-2000, DOSEN ILMU FIQIH, IAIN PEKALONGAN",,
3310-00-0000-0204,"2000-2004, DOSEN MANAJEMEN, STAIN PEKALONGAN",,
3310-00-0000-0204,"2004-2009, ANGGOTA FPKB, JAKARTA PUSAT",,
3310-00-0000-0601,l981- 1983 sebagai Wiraswasta merangkap Aktivis.,,
3310-00-0000-0601,Pengusaha bidang Peralatan TNI AD dan AL (1983-1994),,
3310-00-0000-0601,Pengusaha bidang Peralatan Tanker (1989-1999),,
3310-00-0000-0601,Anggota DPR RI periode 1999-2004 dan2004-2009,,
3310-00-0000-0601,"Sejak thn 2010, Wiraswasta dan Direktur State Budget Watch.",,
3310-00-0000-0401,PEMBANTH DEKAN I FE-UKSW (1986-1989),,
3310-00-0000-0401,"DEKAN FE-UKSW, SALATIGA(1989-1992)",,
3310-00-0000-0401,1993-1994,2006-2004),3 KALI
3310-00-0000-0401,"PESIDEN IEU UNIVERSIY, MBA SCHOOL, SEMARANG (1990-1993)",,
3310-00-0000-0401,"DIREKIUR. PRDLRAM. PASSA SARJANA, IBII JAICACTA, 2004-2008.",,
3310-00-0000-0401,"DOSEN TIDAIC TETAP UNIV. INDONESIA, JICT",,
3310-00-0000-0805,"CV. Mitra Karya Mandiri (Distributor Semen Holcim), Direktur. 2010-Now",,
3310-00-0000-0805,"PT. Bangun Praya Mulya (Agen Aspal Pertamina), Direktur,2011-Now",,
3310-00-0000-0805,"CV . Mitra Boga Mandiri (Supplier bhn pokok & Katering), Komisaris, 2010-Now",,
3310-00-0000-0805,"Owner Franchisee Bimbel Primagama, Owner, 2002-Now",,
3401-00-0000-0501,"2012-2015, BIDAND TANI DAN NELAYAN DPP PARTAI GOLKAR, KETUA, JAKARTA",,
3401-00-0000-0501,"2010-2015, YAYASAN SENI RUPA INDONESIA, KETUA",,
3401-00-0000-0201,,,
3401-00-0000-0604,WIRASWASTA,,
3401-00-0000-0301,Dosen 1996-Sekarang,,
3401-00-0000-0704,PEMIWK HOTEL BINTANG FAJAR,,
3401-00-0000-0704,PEMILK PT YOGYA INDO GLOBAL,,
3401-00-0000-0704,DOSEN UNIVERSITAS ISLAM INDONESIA,,
3401-00-0000-0401,,,
3401-00-0000-0403,DPRD Kab. Sleman Th. 1999-2004,,
3401-00-0000-0403,DPRD Prop. DIY Th. 2004-2009,,
3401-00-0000-0403,DPRD Prop. DIY Th. 2004-2009,,
3401-00-0000-0801,"Universitas Muhammadiyah Yogyakarta, Dosen, 2013-sekarang",,
3401-00-0000-0801,"Fisipol, UGM, Yogyakarta, Dosen, 2008-2013 Lemhanas, Jakarta, dan Akmil, Magelang, Dosen. 2009-2010",,
3501-00-0000-0505,"2005-2007, PT, LAMICITRA NUSANTARA Tbk, GENERAL MANAGER, SURABAYA",,
3501-00-0000-0505,"2007-2009, LAW OFFICE, MANAGING PARTNERS SMP, SURABAYA",,
3501-00-0000-0505,"2009-2014, DPR, ANGOTA DPR, SURABAYA",,
3501-00-0000-0201,Anggota DPR/MPR RI 2004-2009,,
3501-00-0000-0201,Anggota DPR/MPR RI 2009-Sekarang,,
3501-00-0000-0202,,,
3501-00-0000-0602,Direktur PT. Dharrna Lautan Utama (19'76-1993),,
3501-00-0000-0602,Direktur Armada & Operasi PT. Dharma Lautan Utama (1993 -2007),,
3501-00-0000-0602,Direktur Utama PT. Dharma Lautan Utama (2007 - sekarang),,
3501-00-0000-0602,Direktur Utama PT. Adiluhung Saranasegara lndonesia(2007- sekarang),,
3501-00-0000-0602,Direktur Utama PT. Graha Senggigi (2009 - sekarang),,
3501-00-0000-0301,"Koordinator Area 2 Jawa Timur pada Supervisi Proyek Pembangunan 15 Sekolah Tsanawiyah bantuan Pemerintah Australia untuk AIBEP (Australia-Indonesia Basic Education Program) MORA Kementerian Agama Rl, 2009",,
3501-00-0000-0301,"Arsitek Pembangunan Cluster"" Perumahan Taman Sejahtera', Jl. Kejawan Gebang. Keputih, Surabaya, Jawa Timur, 2008",,
3501-00-0000-0301,"Project Manager Proyek Renovasi Lab. Geo Fiska, Jurusan Fisika. Fakultas MIPA, ITS, Kampus Keputih. Sukolilo, Surabaya, 2005-2006",,
3501-00-0000-0301,"Tenaga Ahli Arsitektur ""Detailed Engineering Design'' Proyek 'Hygienis Fish Market di Kenjeran, Surabaya, Dinas Bangunan, Pemerintah Kota Surabaya, 2004",,
3501-00-0000-0301,"Urban Desainer / Arsitek pada Proyek Perencanaan -Detail Desain Tempat Pendaratan Ikan (TPT) Tamperan, Kab. Pacitan. Jawa Tlmur",,
3501-00-0000-0706,Dosen Jurusan Teknik Elektro-FTI ITS Surabaya- PNS (1993-2004),,
3501-00-0000-0706,Wiraswasta (sampai sekarang),,
3501-00-0000-0401,Anggota DPR RI,,
3501-00-0000-0403,1984-1990 Karyawan BCA Sidoarjo,,
3501-00-0000-0403,1990-1993 Pimpinan BCA Krian Sidoarjo,,
3501-00-0000-0403,1993-2000 Pimpinan BCA Tidar Surabaya,,
3501-00-0000-0403,2000-2008 Pimpinan BCA Tunjungan Surabaya,,
3501-00-0000-0403,2008-2009 Direktur Maspion Grup (Property),,
3501-00-0000-0403,2009-2014 Anggota DPR RI Fraksi PDI Perjuangan,,
3501-00-0000-0407,Direktur PT. OCTAGON UNIVERSAL,,
3501-00-0000-0407,Direktur PT. EQUATOR HARVESTINDO,,
3501-00-0000-0407,Direktur PT. GOLDEN ARCHIPELAGO,,
3501-00-0000-0804,"Pengusaha,, 1991-sekarang",,
3501-00-0000-0804,"DPRD Sidoarjo, Anggota, 2009-2014",,
3501-00-0000-0804,"DPRD Sidoarjo, Anggota, 2004-2009",,
3502-00-0000-0101,"1992-1998, DPRD, ANGGOTA, PROBOLINGGO",,
3502-00-0000-0101,"1999-2003, DPRD, KETUA, PROBOLINGGO",,
3502-00-0000-0101,"2003-2008, -, BUPATL PROBOLINGGO",,
3502-00-0000-0101,"2008-2013, -, BUPATI, PROBOLlNGGO",,
3502-00-0000-0505,"2009-2011, DPR, ANGGOTA DPR, JAKARTA",,
3502-00-0000-0505,"2011-2013, PENGUSAHA RUMPUT LAUT, KOMISARIS, JAWA TIMUR",,
3502-00-0000-0901,"1 Mei 1996-Agustus 1998 PT Bank Dagang Nasional Tbk, Land Mark Office Jakarta sebagai Marketing Manager",,
3502-00-0000-0901,Januari 1999 - Agustus 2001 PT Utama Bressindo Persada sebagai General Manager pada Divisi International Oil Trading.,,
3502-00-0000-0901,Agustus 2001 - Desember 2005 PT Utama Bressindo Persada sebagai Director pada Divisi International Finance.,,
3502-00-0000-0901,"Januari 2006 - Oktober 2009 PT Tribuana Krida Yudha sebagai President Director pada International Trading Division, di Head Office Menara Imperium Office 15lh floor, HR. Rasuna Said Kav. I Jakarta 12980",,
3502-00-0000-0901,1 Oktober 2009 - Sekarang Anggota DPR-RI,,
3502-00-0000-0201,Analisis di Lembaga Kajian Strategis di Jakarta (1998-1999),,
3502-00-0000-0201,Koordinator Divisi Informasi dan Analisis Wacana Pada Jaringan Masyarakat Pemantau Pemilu Indonesia (JAMPPI) di Kakarta (1999-2001),,
3502-00-0000-0201,Penanggungjawab JAMPPI di Jakarta (2003-2005).,,
3502-00-0000-0201,Dosen Pasca Sarjana Kajian Timur Tengan dan Kajian Internasional Universitas Indonesia di Kakarta (2005-2006),,
3502-00-0000-0201,Staff Ahli Bidang Pertahanan Komisi I DPR RI di Jakarta (2005-2007).,,
3502-00-0000-0201,Anggota DPR RI Periode 2009-2014 Komisi II di Jakarta (2009-present).,,
3502-00-0000-0601,Anggota DPR RI (2009-2014),,
3502-00-0000-0601,Komisaris PT. Permata Husada Sakti (1998-Sekarang),,
3502-00-0000-0601,Dirut PT. Tanjung Redeb Hutani (2004-2009),,
3502-00-0000-0601,Direktur Operasi PT. Tidar Kerinci Agung ( 2001-2009),,
3502-00-0000-0707,Manager KUTT Suka Makmur Granti Th. 2006-2011,,
3502-00-0000-0707,"Economic & Finance Tutor, Self Employed Th. 2000-2005",,
3502-00-0000-0401,"PNS, Dep.Agamas Sul-Sel 1997-1991",,
3502-00-0000-0401,Pimp. Dep.Agama Majene 1984-1987,,
3502-00-0000-0401,Dosen IAIN Alauddin Makassar 1991-2013,,
3502-00-0000-0401,Dakan Fk. Ushuluddin IAIN Mksr 1999-2001,,
3502-00-0000-0401,PR IIAIN Alauddin Makassar 2001-2003,,
3502-00-0000-0401,Pembina Pesantren Tarbiyah Taklalar 1997-Skrg.,,
3503-00-0000-0501,"1977-1982. DPRD TINGKAT I JAWA BARAT, ANGGOTA FKP, J AW A BARAT",,
3503-00-0000-0501,1987-1997. DPRD TINGKAT 1 JAWA BARAT. ANGGOTA FKP. JAWA BARAT,,
3503-00-0000-0501,1997-2013. MPR/DPR - Rl. ANGGOTA FRAKSI PARTAI GOLKAR. JAKARTA,,
3503-00-0000-0901,Dosen Politeknik Perbankan Asshiddiqiyah 1989-1990,,
3503-00-0000-0901,"Dosen Sekolah Tinggi Agama Islam Nahdlatul Ulama, 2001-2003",,
3503-00-0000-0202,"Dosen di Sekolah Tinggi Angama Islam Darussalam (STAIDA), Blokagung, Banyuwangi 2004 - sekarang",,
3503-00-0000-0202,"Guru di Pondok Pesantren Darussalam, Blokagung, Banyuwangi 1998 - sekarang",,
3503-00-0000-0202,"Teaching Assistant (TA), di University of Hawaii, Amerika, 2008",,
3503-00-0000-0202,"Program Executive (PE), Globethics.net Indonesia, Yogyakarta, 2010 - 2011",,
3503-00-0000-0202,"Submitter, Globethics.net Indonesia, Yogyakarta, 2012 sekarang",,
3503-00-0000-0202,"Program Manajer (PM), Association for Community Empowerment (ACE), Jakarta, 2011",,
3503-00-0000-0202,"Temporary Program Officer (PO), SILE-CIDA (Canadian International Development Agency), Makasar, 2012.",,
3503-00-0000-0202,"Consultan Final Women View Report, Search for Common Ground (SFCG), Jakarta 2012.",,
3503-00-0000-0204,"Telkomsel JATENG-DIY JOGYA, 2000",,
3503-00-0000-0204,PT.Guna Inti Permata 2003,,
3503-00-0000-0204,Khan Group dan Jewerly,,
3503-00-0000-0204,GRI (Gems Reseth lnternational),,
3503-00-0000-0204,PT NlEC Tour Travel Umrah dan Haji,,
3503-00-0000-0601,YAYASAN KEBANGSAAN,,
3503-00-0000-0601,PT.TANDA SELATAN,,
3503-00-0000-0601,DIREKTUR PT.MITRA AGRO MANDIRI,,
3503-00-0000-0601,DIREKTUR PT.CISADANE EMAS PLANTATION,,
3503-00-0000-0601,PRESDIR PT. SUMACO ARGO JAYA,,
3503-00-0000-0701,Karyawan. PT. Zastam Motor Bekasi 1977-1979,,
3503-00-0000-0701,Karyawan. PT. Semen Baturaja (persero) Palembang 1979-20003,,
3503-00-0000-0701,Anggota DPR/MPR RI Fraksi partai Demokrat 2004-2009,,
3503-00-0000-0701,Anggota DPR/MPR Rl Fraksi partai Demohat 2009-2014,,
3503-00-0000-0401,Staf LSM di Jember Th. 1988,,
3503-00-0000-0401,Staf LSM di Jakarta Th. 1994,,
3503-00-0000-0401,Direktur LSM di Jakarta Th. 1999 - 2000,,
3503-00-0000-0401,Pedagang Ayam di Pulo Gadung Th.1994 - 2001,,
3503-00-0000-0401,Pelatih di Berbagai Pelatihan LSM Th.1994-skrg,,
3503-00-0000-0401,Anggota DPR Rl Th. 2004 - 2009,,
3503-00-0000-0401,Anggota DPR Rl Th. 2009 - Sekarang,,
3504-00-0000-0101,"1989-2009, MEDIA INDONESIA, WARTAWAN, JAKARTA",,
3504-00-0000-0101,"2013-0, CIGS, DIREKTUR UTAMA, JAKARTA",,
3504-00-0000-0507,"2000-2009, DPR - RI, STAFF AHILI, JAKARTA",,
3504-00-0000-0507,"2009-2013, BPK - RI, STAFF KHUSUS, JAKARTA",,
3504-00-0000-0201,"Supervisor Tim Gerakan Sosialisasi Kebijakan Publik PBNU dengan Infokom, 2007 - 2009.",,
3504-00-0000-0201,"Program Manager Gerakan Nasional Pemberantasan Korupsi PBNU kerjasama degan Muhammadiyah dan Partnership, 2004 - 2007.",,
3504-00-0000-0201,"Supervisor Jaringan Masyarakat Pemantau Pemilu Indonesia (JAMPPI) kerja sama PB PMII dengan Uni Eropa, 1999-2000.",,
3504-00-0000-0201,"Peneliti di Lembaga Penelitian Pranata Pembangunan Universitas Indonesia (Pranata UI), 1993 - 1995.",,
3504-00-0000-0208,Anggota DPR Provinsi Jawa Timur,,
3504-00-0000-0602,Direktur Utama PT. Vistama Citra Nusantara (2010-2013),,
3504-00-0000-0602,Direktur Marketing PT. Tri Mitra Jaya (2007-2010),,
3504-00-0000-0602,Manager Marketing PT. Jorindo Sakti Utarna (2004-2007),,
3504-00-0000-0602,Direktur CV. Binatama Mandiri Express (1999-2004),,
3504-00-0000-0702,"Anggota Dewan Kabupaten Jember Periode 2009-2014, Fraksi Partai Demokrat",,
3504-00-0000-0702,Wakil Ketua Badan Kehormatan (BK) Kabupaten Jember Periode 2009-2014,,
3504-00-0000-0401,STAFF PADA PROYEK P3DT DIRJEN BANGDA DEPDAGRI JAKARTA (2001-2003),,
3504-00-0000-0401,MANAGER MARKETING P.T. MEGAWANA LESTARI JAKARTA (2003 ),,
3504-00-0000-0401,GOVERNMENT RELATION P.T. FOKUS BINA REKANAN JAKARTA (2006-2007),,
3504-00-0000-0401,RELATION P.T. DATALINK MANUNGGAL JAKARTA (2007),,
3504-00-0000-0401,ANGGOTA MPR / DPR PERIODE 2009 - 2014,,
3504-00-0000-0801,"Pekerja Seni,, 1990-sekarang",,
3505-00-0000-0101,,,
3505-00-0000-0501,"1996-2013, PT.JATIM VENTURA, KOMISARIS UTAMA, SURABAYA",,
3505-00-0000-0501,"2009-2013, PT.EQUARTO ENERGY, DIREKTUR UTAMA, SURABAYA",,
3505-00-0000-0201,"SMA Wahid Hasyim Kota Malang, Guru",,
3505-00-0000-0201,"Universitas Islam malang (UNISMA), Dosen Fakultas tarbiyah",,
3505-00-0000-0601,PT AMM - Direktur Utama /2006 - Present,,
3505-00-0000-0601,PT SSU - Manager Sirkuit/2009 - Present,,
3505-00-0000-0601,PT HSS - Direktur/2011 - Present,,
3505-00-0000-0601,PT MOMAX ENERGI - Direktur Utama/2012 - Present,,
3505-00-0000-0701,Ketua Fraksi Partai Demokrat DPR RI (2012 - 2014),,
3505-00-0000-0701,Anggota DPR RI Fraksi Partai Demokrat (2009-2014),,
3505-00-0000-0701,Ketua Badan Kerja Sama Antar Parlemen (BKSAP) DPR RI,,
3505-00-0000-0701,"Staf Khusus Ibu Negara, Any Yudhoyono (2004-2009)",,
3505-00-0000-0701,"Host dan Direktur Program TVRI ""Women's Point of View"" (2008-2009)",,
3505-00-0000-0701,"Managing Director, Asegaf & Partners, Ltd. (1998_2004)",,
3505-00-0000-0701,Winarto Soemarto & Associates (1993-1998),,
3505-00-0000-0701,"Direktur Public Relations, Meguro International Friendship Association, Tokyo, Japan",,
3505-00-0000-0701,"Researcher at the University Research for Graduate Education, University of Indonesia",,
3505-00-0000-0701,"Managing Director, Srikandi Hayu Mandiri",,
3505-00-0000-0401,KOMISARIS PT. TEACHNITEAM INDONESIA 2008 - SEKARANG,,
3505-00-0000-0401,KOMISARIS PT. MANDIRI JAYA BARA 2013,,
3505-00-0000-0401,ANGGOTA DPR RI 2009 - 2014,,
3505-00-0000-0404,,,
3505-00-0000-0802,"Penerbit dan Percetakan, Aditya Media, Direktur Utama, 1990-1999",,
3505-00-0000-0802,"DPRD DIY, Anggota, 1999-2004",,
3505-00-0000-0802,"DPW PAN DIY, Ketua, 2000-2005",,
3505-00-0000-0802,"Komisi X DPR RI, Anggota, 2004-2006",,
3505-00-0000-0802,"Komisi XI DPR RI, Anggota, 2006-2007",,
3505-00-0000-0802,"Komisi VI DPR RI, Anggota, 2007-2009",,
3505-00-0000-0802,"Badan Pemengan Pemilu DPP PAN, Ketua, 2004-2009",,
3505-00-0000-0802,"Pansusu RUU Pemilu, Anggota, 2008-2012",,
3505-00-0000-0802,"Komisi VII DPR RI, Anggota, 2009-sekarang",,
3506-00-0000-0101,"1997-1997,., EVENT ORGANIZER, CILANDAK III NO. 23",,
3506-00-0000-0101,"1998-1998, ., DISC JOKEY, CILANDAK II NO. I0",,
3506-00-0000-0501,"2003-2007, PT.HIMAIS OPTIMA, KONSULTAN, JAKARTA JAKARTA",,
3506-00-0000-0501,"2007-2013. DPR-R1 FRAKSI PARTAI GOLKAR, STAFF AHLI, JAKARTA",,
3506-00-0000-0201,,,
3506-00-0000-0601,Direktur Perkebunan PT Harta Mulia Blitar ( 1982- 2005),,
3506-00-0000-0601,wakil Walikota Blitar ( 2005 - 2010),,
3506-00-0000-0601,"Komisaris PT BPR Harta Raya, di Blitar ( 1994 - sekarang )",,
3506-00-0000-0601,"Komisaris PT Bahama, di Jakarta ( 2013 - sekarang )",,
3506-00-0000-0701,"Anggota DPR RI Periode 2009 - 2014, Fraksi Partai Demokrat",,
3506-00-0000-0701,Artis Film & Sinetron,,
3506-00-0000-0701,Pengusaha Tempat Senam & Gym,,
3506-00-0000-0701,Penyanyi,,
3506-00-0000-0701,Presenter,,
3506-00-0000-0401,DIREKTUR OPERASI /PT. TANITO HARUN (1988-1994),,
3506-00-0000-0401,DIREKTUR OPERASI /PT. VIETMINDO ENERGITMA (1990-190,,
3506-00-0000-0401,PRESIDEN DIREKTUR DAN KOMIARIS UTAMA DI,,
3506-00-0000-0401,PT. YUDHISTIRA GROUP.,,
3506-00-0000-0401,ANGGOTA DPR-RI PADA PERIODE 1999-2004 DAN 2004,,
3506-00-0000-0401,ANGGOTA DPR-RI PERIODE 2009-2014 SEBAGAI WAKIL KETUA DPR -RI (KORINBANG).,,
3506-00-0000-0402,"Dosen Untag Surabaya, 1987-1999",,
3506-00-0000-0402,"Ketua Komisi A DPRD Jawa Timur, 1999-2000",,
3506-00-0000-0402,"Walikota Blitar, 2000-2010",,
3506-00-0000-0405,Dirjen Cipta Karya PU 2008 - 2013,,
3506-00-0000-0405,Ka. Badan Pembinaan Konst SDM 2007,,
