id_calon,riwayat_pendidikan
3302-00-0000-0101,. Fakultas Hukum Universitas Lampung-Ul Lulus Tahun l97l Alamat: Bandar Lampung - Provinsi Lampung
3302-00-0000-0502,"1990-1993, SLTA, SMA ISLAM AL MA'RUF, KUDUS"
3302-00-0000-0503,SARJANA SASTA UNIVERSITAS INDONESIA
3302-00-0000-0502,"2007-2011, S2, IPB, BOGOR"
3302-00-0000-0505,"1984-1987, SLTA, SMAN 3, SEMARANG"
3302-00-0000-0505,"1987-1993, SI, UNIV. 17 AGUSTUS 1945, SEMARANG"
3302-00-0000-0904,"SD Negeri 1, Jambu Timur, Mlonggo Jepara (1979-1985)"
3302-00-0000-0904,"MTs Hasyim Asy'ari. Bangsri, Jepara (1985-1988)"
3302-00-0000-0904,"Pondok Pesantren Al Anwar, Sarang, Rembang (1988-1994)"
3302-00-0000-0904,Pondok Pesantren Darut Tauhid Al Maliky Makkah (1994-1999)
3302-00-0000-0201,MI Miftahul Falang Betahwalang Bonag Demak
3302-00-0000-0201,MTs Sunan Kalijaga Bonag Demak
3302-00-0000-0201,PGA Salatiga
3302-00-0000-0201,Insitute Agama Islam AI Aqidah Jakarta
3302-00-0000-0201,Pelatihan Manajemen Wirausaha oleh PP LPNU
3302-00-0000-0601,Lulus Tahun 1982 SMA Sultan Agung Desa Kriyan Kec. Kalinyamatan Kabupaten Jepara
3302-00-0000-0401,"(1961/LULUS) SR NEGERI I AMBARAWA, JAWA TENGAH"
3302-00-0000-0401,"(1964/LULUS) SMP PANGUDI LUHUR, AMBARAWA, JAWA TENGAH"
3302-00-0000-0401,"(1967/LULUS) SMA NEGERI I, SEMARANG, JAWA TENGAH"
3302-00-0000-0401,"(1971/LULUS SARJANA MUDA) TEKNIK, TAMBANG UPN VETERAN, YOGYAKARTA"
3302-00-0000-0401,"(1980/LULUS SARJANA) FAKULTAS TEKNOLOGI INDUSTRI, ITB, BANDUNG."
3303-00-0000-0101,"2003-2005, S2, STIEABI SURABAYA. SURABAYA"
3303-00-0000-0101,"1992-1997, S2, STT SURABAYA, SURABAYA"
3303-00-0000-0101,"1989-1992, SLTA, SMUN 2 KEDIRI. KEDIRI"
3303-00-0000-0101,"1986.1989, SLTP, SMPN 1 KEDIRI, KEDIRI"
3303-00-0000-0101,"1980-1986, SD, SDN GEDONGAN 1. MOJOKERTO"
3303-00-0000-0501,"1969-1972, SLTA, SMA BOPKRI, JAWA TENGAH"
3303-00-0000-0502,S1 UNIVERSITAS GADJAH MADA
3303-00-0000-0501,"2006-2008, S2 UNPAD, BANDUNG"
3303-00-0000-0901,
3303-00-0000-0201,"SDN Dukuhseti 01 Pati, Jateng (1978-1984)"
3303-00-0000-0201,"MTS Perguruan Islam Mathali'ul Falah Kajen, Pati-Jateng (1984-1987)"
3303-00-0000-0201,"MA Perguruan Islam Mathali'ul Falah Kajen, Pati-Jateng (1987-1990)"
3303-00-0000-0201,SI UII Yogyakarta Hukum (1991-1998)
3303-00-0000-0201,SI Gajayana Malang Ekonomi (1993-1998)
3303-00-0000-0201,IMB1 Yogyakarta Program BBA (1992-1995)
3303-00-0000-0201,Universitas Kebangsaan Malaysia Program Pascasarjana Hukum (2008-2012)
3303-00-0000-0606,SD Dukuhmulyo II
3303-00-0000-0606,SMP N I Jakarta Patr
3303-00-0000-0606,SMA N I Jakarta Part
3303-00-0000-0606,Universitas Islam Indonesia
3303-00-0000-0305,"SD di Kedungtuban, Blora (1963)."
3303-00-0000-0305,"SMP di Kedungtuban, Blora(1967)"
3303-00-0000-0305,SPG di Blora (1970)
3303-00-0000-0305,Sarjana Muda AKPEN di Jakarta (1974)
3303-00-0000-0305,S1 Publisistik/Public Relations Universitas Ibnu Chaldun (UIC) di Jakarta (1978)
3303-00-0000-0305,"Master of Profestonal Studies in Communication Cornell University, USA (1990)"
3303-00-0000-0305,Doctor of Philosophy American University USA (1993)
3303-00-0000-0701,SDK Nusukan Surakarta Lulus Tahun (1968)
3303-00-0000-0701,SMPN 7 Surakarta Lulus Tahun (1971)
3303-00-0000-0701,SMAN 1 Surakarta Lulus Tahun (1974)
3303-00-0000-0701,S1: Universitas Gadjah Mada Yogyakarta Lulus (1981)
3303-00-0000-0701,S2: Universitas Borobudur Jakarta Lulus Tahun (2011)
3303-00-0000-0701,S3: Universitas Borobudur Jakarta Lulus Tahun (2013)
3303-00-0000-0401,"SDN 8 PARIAMAN, SUMBAR 1972"
3303-00-0000-0401,SMPN 1 PARIAMAN
3303-00-0000-0402,"Strata Satu (S1) Fakultas Ilmu Sosial dan Politik, Universitas Bojonegoro"
3303-00-0000-0402,"Strata Satu (S1) Fakultas Hukum, Universitas Bung Karno, Jakarta"
3303-00-0000-0402,Strata Dua (S2) Institut Manajemen Indonesia (IMI) Jakarta
3304-00-0000-0503,"1985-1996, S1, ILMU PENDIDIKAN AGAMA ISLAM,INSTITUT ISLAM, SURAKARTA"
3304-00-0000-0503,"2000-2004, S1, SARJANA HUKUM UNISRI, SURAKARTA"
3304-00-0000-0503,"1982-1985, SLTA, SMEA SUDIRMAN, WONOGIRI"
3304-00-0000-0602,"COLLEGE DU LEMAN-Geneva, Switzerland International High School, 1999-2003"
3304-00-0000-0602,"UNIVERSITY OF VIRGINIA - Charlotlesville, VA, USA Classics and Drama, 2003-2005"
3304-00-0000-0602,"INTERNATIONAL SCHOOL OF SCREEN ACTING - London, UK Diploma in Screen Acting, Postgraduate level, 2006-2007"
3304-00-0000-0304,S2 AUB Solo 2008
3304-00-0000-0304,S1 UNDAR Jombang 1993
3304-00-0000-0304,MAN Pacitan 1987
3304-00-0000-0304,MTS N Pacitan 1984
3304-00-0000-0701,SD wijaya Kusuma Jakarta
3304-00-0000-0701,SMP 220 Jakarta Barat
3304-00-0000-0701,SMA 112 Jakarta Barat
3304-00-0000-0701,STIE YKPN Yogyakarta (S1)
3304-00-0000-0701,Magister Manajemen UGM (S2)
3304-00-0000-0401,"TEKNIK KIMIA UNIVERSITAS GADJAH MADA, LULUS 1990"
3304-00-0000-0401,"MBA, PRASETYA MULYA, LULUS THN 1993"
3304-00-0000-0403,"SDN Srondol Wetan Semarang, Th. 1984"
3304-00-0000-0403,"SMPN 12 Semarang, Th. 1987"
3304-00-0000-0403,"SMA Sint Louis Semarang, Th. 1990"
3304-00-0000-0403,"Sastra Inggris UNDIP Semarang, TAHUN 1997"
3304-00-0000-0403,"Magister Manajemen UNISULA, Belum Lulus"
3304-00-0000-0801,"College Of Chinese Language and Culture, Jinan Univ. PRC,, 2007-2008"
3304-00-0000-0801,"Fakultas Ekonomi Universitas Islam Indonesia Jogjakarta, Yogyakarta, 1990-2001"
3304-00-0000-0801,"Fakultas Ekonomi D-3 Universitas Gajah Mada Jogjakarta, Yogyakarta, 1990-1994"
3304-00-0000-0801,"SMA Negeri 1 Surakarta, Surakarta, 1987-1990"
3304-00-0000-0801,"SMP Muhammadiyah 1 Surakarta, Surakarta, 1984-1987"
3304-00-0000-0801,"SD Muhammadiyah 1 Surakarta, Surakarta, 1978-1984"
3306-00-0000-0101,SD Negeri Sidoagung 2 Alamat Jl. KH Maksum Meteseh Tempuran lulus 1973
3306-00-0000-0101,SMP KUSUMA Salaman Alamat Salaman Magelang lulus 1976
3306-00-0000-0101,SMA Negeri 1 Magelang Alamat Jl. Cempaka Magelang lulus tahun 1980
3306-00-0000-0101,SI Fakultas Ekonomi Universitas Islam Indonesia Alamat Jl. Cik Di Tiro 1 Yogyakarta lulus 1986
3306-00-0000-0101,Pondok Pesantren Al Munawir Alamat Krapyak Yogyakarta tahun 1984
3306-00-0000-0101,Pondok Pesantren Al Falah Alamat Ploso Mojo Kediri tahun 1989
3306-00-0000-0501,"1979-1982, SLTA, SMAN TEMANGGUNG, TEMANGGUNG"
3306-00-0000-0501,"2001-2007, S3, UNDIP, SEMARANG"
3306-00-0000-0901,SDN Jakarta dan MI Manaratul Ulum Jakarta
3306-00-0000-0901,SMP Negeri XI Jakarta
3306-00-0000-0901,"Pondok Modern Gontor, Ponorogo, Jatim (1983)"
3306-00-0000-0901,Sarjana S-1 Universitas Islam As-Syafiiyah
3306-00-0000-0201,SDN Ogoamas 1Sojol Donggala tahun 1986
3306-00-0000-0201,SMP N 9 Palu Sulawesi Tengah tahun 1989
3306-00-0000-0201,SMN N 2 Palu Sulawesi Tengah tahun 1992
3306-00-0000-0201,Universitas Diponegoro Semarang tahun 1997
3306-00-0000-0201,Universitas Diponegoro (S2) Semarang tahun 2009
3306-00-0000-0601,INSTITUT TEKNOLOGI BANDUNG lulus tahun 1974
3306-00-0000-0401,SMA Negeri II Malang
3306-00-0000-0401,Teknik Sipil Undip (Sarjana Muda)
3306-00-0000-0401,Teknik Perencanaan Wilayah & Kota Universitas Krisnadwipayana (Sarjana)
3306-00-0000-0402,SD LOSARI YOGYAKARTA TAHUN 1957
3306-00-0000-0402,SMP 4 YOYAKARTA TAHUN 1960
3306-00-0000-0402,SMA 4 YOGYAKARTA TAHUN 1963
3306-00-0000-0402,UNIVERSITAS GAJAHMADA YOGYAKARTA TAHUN 1972
3306-00-0000-0801,"Pasca Sarjana Teknologi Pengelolaan Linkungan, Instut Teknologi Bandung, Bandung,"
3306-00-0000-0801,"Sarjana Teknik Lingkungan, Instut Teknologi Bandung, Bandung, -1994"
3306-00-0000-0801,"SD,"
3306-00-0000-0801,"SMP,"
3306-00-0000-0801,"SMA,"
3307-00-0000-0101,SD Sint Carolus (1978-1983) Alamat: Teluk Segara Bengkulu
3307-00-0000-0101,SMP Adhyaksa I (1984-1987) Alamat: JI. Urip Sumoharjo Jambi
3307-00-0000-0101,SMAN 5 Jambi (1987 - 1990) Alamat: JI.Arif Rahman Hakim - Telanai Pura Jambi
3307-00-0000-0501,"1978-1981. SLTA. SMAN 14, JAKARTA"
3307-00-0000-0501,"1981-1984., AKADEMI ACCOUNTING JAYABAYA,JAKARTA"
3307-00-0000-0501,"1985-1987. SI, SEKOLAH TINGGI EKONOMI INDONESIA, JAKARTA"
3307-00-0000-0501,1988-1991. S2. IM NEWPORT INDONESIA. AMERIKA
3307-00-0000-0901,"SD Negeri Uagaran I, Yogyakarta (1987)"
3307-00-0000-0901,"SMP Negeri 5, Yogyakarta (1990)"
3307-00-0000-0901,"SMA Negeri 1, Yogyakarta (1993)"
3307-00-0000-0901,"Sarjana Teknik (ST), Jurusan Teknik Feksika, Institut Teknologi Bandung (ITB), bidang Kekhususan Fisika Bangunan (1999)"
3307-00-0000-0901,"Magister Taknik (MT), Fakulas Pascasarjana, jurusan teknik dan Manajemen Industri ITB, bidang kekhususan Kabijakan Industri. (2002"
3307-00-0000-0201,"M1NU Rakit Banjanwgara, lulus 1976"
3307-00-0000-0201,"SMP Negeri Rakit, Banjarnegara, lulus 1980"
3307-00-0000-0201,"SPG Negcri Banjarnegara, lulus 1983"
3307-00-0000-0201,"Sarfana Muda F.Tarbiyah IAIN Surabaya, lulus !986"
3307-00-0000-0201,"Sarjana Lengkap F.Tarbiyah IAIN Surabaya, lulus 1989"
3307-00-0000-0201,"Pasca Sarjana Universitaa Negcri Jakarta, belurn lulus"
3307-00-0000-0601,SR Petanahan 1966
3307-00-0000-0601,SMP Negeri lll Kebumen 1969
3307-00-0000-0601,SMA Negeri VI Yogyakarta 1972
3307-00-0000-0601,Fak. Kehutanan Universitas Gadjah Mada (S-l) 1979
3307-00-0000-0601,Magister Manajemen Universitas Sumatera Utara 2000
3307-00-0000-0401,"SMAN 6, Bulungan, Jakarta Selatan / 1981-1984"
3307-00-0000-0401,"FISIP UNPAD, Sarjana Hubungan Internasionaql, Bandung/ 1984-1989"
3307-00-0000-0801,"Program Doktoral Fakultas Ekonomi Undip, Semarang, 2011-Sekarang"
3307-00-0000-0801,"Magister Pasca Sarjana Universitas Diponegoro, Semarang, 1995-1997"
3307-00-0000-0801,"Tcknik Kimia Universitas Diponegoro, Semarang, 1986-1991"
3307-00-0000-0801,"SMANegeri I, Semarang, 1983-1986"
3307-00-0000-0801,"SMP Negeri 3, Semarang, 1980-1983"
3307-00-0000-0801,"Sekolah Dasar Gcrgaji, Semarang, 1974-1980"
3308-00-0000-0501,"1974 S1, JURUSAN INSTRUMENTASI AND ELEKTRONIKA, AKADEMI MINYAK, DAN GAS BUMI CEPU"
3308-00-0000-0502,"1990, BUSINES ADMINISTRATION, INDONESIA EUROPEAN INSTITUTE, JAKARTA"
3308-00-0000-0903,SDN 3 Majenaag tahun 198l
3308-00-0000-0903,SMPN 1 Majenaag tahun 1984
3308-00-0000-0903,SDN 1 Majenaag tahun 1987
3308-00-0000-0903,"S l, Pertanian Universitas Soedirman, tahun 1993"
3308-00-0000-0903,"S2, Magister Management Universitas Padjajaran, tahun 2003"
3308-00-0000-0202,"MI MAARIF DAWUHAN KULON, PURWOKERTO (LULUS TAHUN 1985)"
3308-00-0000-0202,MTS NEGERI PURWOKERTO (LULUS TAHUN 1989)
3308-00-0000-0202,"SMA DIPONEGORO 3, KARANG WELAS, PURWOKERTO (LULUS TAHUN 1991)"
3308-00-0000-0202,STAIN PURWOKERTO (LULUS TAHUN 1999)
3308-00-0000-0202,UNIVERSITAS NASIONAL JAKARTA (PROSES TESIS)
3308-00-0000-0601,TK Karang pucung Cilacap 1984-1985
3308-00-0000-0601,SD Negeri 1 Karang pucung Cliacap 1985-1991
3308-00-0000-0601,SMP Negeri I Karang Pucung Cilacap l99l-1994
3308-00-0000-0601,SMA Yos Sudarso Cilacap 1994-1997
3308-00-0000-0702,"SDN CIKIDANG, PUROKERTO (LULUS TAHUN 1977 )"
3308-00-0000-0702,"MADRASAH TSANASWIYAH NEGERI (PURWOKERTO,(LULUS TAHUN 1981)"
3308-00-0000-0702,"MADRASAH ALIYAH AL-HIKMAH, BENDA-BUMIAYU,BREBES, (LULUS TAHUN 1985)"
3308-00-0000-0702,S1 SEKOLAH TINGGI ILMU ADMINISTRASI (STIA)
3308-00-0000-0702,"S2 UNIVERSITAS INDONESIA, DEPOK (LULUS TAHUN 2007)"
3308-00-0000-0401,
3308-00-0000-0404,
3308-00-0000-0801,"MAGISTER KENOTARIAN UNIVERSITAS INDONESISA, jakarta, 2005-2008"
3308-00-0000-0801,"FAK. HUKUM UNIVERSITAS DIPONEGORO, Semarang, 2000-2004"
3308-00-0000-0801,"SMU NEGRI 1 SEMARANG (KELAS 2&3), Semarang, 1998-2000"
3308-00-0000-0801,"SMU NEGRI 1,Cilacap, 1997-1998"
3308-00-0000-0801,"SMU NEGRI 2,Cilacap, 1994-1997"
3308-00-0000-0801,"SDN TANBAKREJA XI, Cilacap, 1988-1994"
3309-00-0000-0504,"1979-1982,SLTA, SMA NEGERI I, BREBES"
3309-00-0000-0504,"2003-2005, S2, UNIVERSITAS SUDIRMAN, PURWOKERTO"
3309-00-0000-0901,SMAN Jepara lulus 1982
3309-00-0000-0901,Universitas Ibun Chaldun Jakarta lulus 1988 (S1)
3309-00-0000-0901,Universitas Satyagama Jakarta lulus 2009 (S2)
3309-00-0000-0201,
3309-00-0000-0601,AMERTCAN UNIVERSITY- T060d BUSINESS SCHOOL
3309-00-0000-0601,MARYLAND UNIVERSITY- ROBERT HSMITN SCHOOL OF DOSINESS
3309-00-0000-0301,"SDN Slawi 03, tahun lulus 1975"
3309-00-0000-0301,"SMPN Slawi, tahun lulus1979"
3309-00-0000-0301,"SMAN Slawi, tahun lulus 1982"
3309-00-0000-0301,"SI IKIP Negeri Semarang, tahun lulus 1987"
3309-00-0000-0301,"S2-Magistes Manegement UMS Solo, tahun lulus 2002"
3309-00-0000-0401,SMA Negeri 1 Yogyakarta Lulus Tahun 1977
3309-00-0000-0401,SI Universitah Gajah Mada Yogyakarta Lulus Tahun 1982
3309-00-0000-0405,SD NEGERI PEJATAN TIMUR 03 TAHUN 1979
3309-00-0000-0405,SMP ASISI JAKARTA TAHUN 1985
3309-00-0000-0405,SMA NEGERI 34 JAKARTA TAHUN 1988
3309-00-0000-0405,UNIV .PROF UHAMKA TAHUN 2007
3309-00-0000-0801,"Manajemen Komunikasi, Pasca Sarjana U.I Jakarta, Jakarta, 1998-2001"
3309-00-0000-0801,"IPB. Prog. Studi Agribisnis. Fak. Pertanian Bogor, Bogor, 1987-1991"
3309-00-0000-0801,"SMAN 1 Wonosobo, Jateng, Wonosobo, 1984-1987"
3309-00-0000-0801,"SMPNegeri 1 Kertek, Wonosobo, Jateng, Wonosobo, 1981-1984"
3309-00-0000-0801,"SD Negeri 2, Kertek, Wonosobo, Wonosobo, 1974-1981"
3310-00-0000-0501,"1975-1979, SLTP, SMA NEGERI JATINONG KLATEN, KLATEN"
3310-00-0000-0501,"1991-1993, S2, UNIVERSITAS INDONESIA, DEPOK"
3310-00-0000-0902,"SMP Negeri I Pekalongan, di Kota Pekalongan (1979)"
3310-00-0000-0902,"SMA Negeri Pekalongan, di Kota Pekalongan (1982)"
3310-00-0000-0902,"Fakultas Hukum Universitas Indonesia, Jakarta (1987)"
3310-00-0000-0902,"London School of Public Relations, Jakarta (2007)"
3310-00-0000-0902,"Clasgow Caledonian University, Scotland (2012)"
3310-00-0000-0201,
3310-00-0000-0204,"1960-1966, Ml WONOYOSO, PEKALONGAN"
3310-00-0000-0204,"1979-1983, IAlN WALISONGO, SEMARANG"
3310-00-0000-0204,"1998-2000, UNSUD PURWOKERTO, PURWOKERTO"
3310-00-0000-0204,"1969-1975, PGAN PEKALONGAN, PEKALONGAN"
3310-00-0000-0601,SD neg di Kec Tanah Jawa (P.SIANTAR)1962-1968 (L)
3310-00-0000-0601,SMP Neg di kec Tanah Jawa (P.SIANTAR(1969-1971(L)
3310-00-0000-0601,SMA(IPA)Neg I P.SIANTAR 1972-1974(L)
3310-00-0000-0601,"Univ Jayabaya, Jakarta 1975-1978(L)"
3310-00-0000-0401,"SD KRISTEN, SIDAREJA (CiLACAP), 1971"
3310-00-0000-0401,"SMP KRISTEN, SIDAREJA (CiLACAP), 1974"
3310-00-0000-0401,"SMA KRISTEN, PLIRWOKERTO,1977"
3310-00-0000-0805,"Program Doktor (S3) IPB Bogor - Ekonomi Pertanian (Belum Selesai), Bogor, 2004-Now"
3310-00-0000-0805,"S2 ITB Bandung Magister Management, Bandung, 1993-1995"
3310-00-0000-0805,"SI ITS SurabayaTehnik Industri, Surabaya, 1989-1993"
3310-00-0000-0805,"SMAN 1 Pemalang, Pemalang, 1986-1989"
3310-00-0000-0805,"SMPN 2 Pemalang, Pemalang, 1983-1986"
3310-00-0000-0805,"SDN 1 Kebondalem Pemalang, Pemalang, 1977-1983"
3401-00-0000-0501,"1974-1977, SLTA, SMA NEGERI 3, JAKARTA"
3401-00-0000-0501,"1978-1985, S1, UNIVERSITAS INDONESIA, DEPOK"
3401-00-0000-0201,Sekolah Dasar SDN Kedung Jati Lulus tahun 1972
3401-00-0000-0201,Sekolah Menegah Pertama STN Kedung Jati Lulus tahun 1974
3401-00-0000-0201,Sekolah Menegh Atas STMN VI Semarang Lulus tahun 1977.
3401-00-0000-0201,S1 Universitas Widya Mataram Yogyatarta Lulus tahun 2007
3401-00-0000-0201,S2 Universitas Widya Mataram Yogyakarta Lulus tahun 2013
3401-00-0000-0604,SDN 07 PAGI PENGADEGAN (1991-1997) JAKARTA
3401-00-0000-0604,SMPN 154 JAKARTA (1997-2000) JAKARTA
3401-00-0000-0604,SMUN 39 JAKARTA (2000-2003) JAKARTA
3401-00-0000-0604,STRATA 1 (S1)UI (2003-2009) DEPOK
3401-00-0000-0604,STRATA 2 (S2) UGM (2010-2011 )YOGYAKARTA
3401-00-0000-0604,STRATA 2 (S2) UI (2010-2011) DEPOK
3401-00-0000-0301,S1 Teknik Kimia UGM
3401-00-0000-0301,S3 Teknik Kimia The University of Salford
3401-00-0000-0704,FAKULTAS EKONOMI UNIVERSITAS ISLAM INDONESIA
3401-00-0000-0704,MAGISTER MANAJEMEN UNIVERSITAS ISLAM INDONESIA
3401-00-0000-0401,
3401-00-0000-0401,
3401-00-0000-0403,SD N Purworejo Lulus Thn. 1979
3401-00-0000-0403,SMP N III IKIP PAKEM Lulus Thn. 1982
3401-00-0000-0403,SMA N III IKIP PAKEM Lulus Thn. 1984
3401-00-0000-0403,IKIP Sanata Dharma Yogyakarta Tahun 1984 s/d 1989
3401-00-0000-0801,"S2 Lee Kuan Yew School of Public Policy, National University Of Singapore, Singapore,"
3401-00-0000-0801,"S1 Fakultas Ilmu Sosial Dan Politik, UGM, Yogyakarta, -2003"
3401-00-0000-0801,"SMA Muhammadiyah I, YK, Yogyakarta, -1998"
3401-00-0000-0801,"SMP Muhammadiyah Kolombo, YK, Yogyakarta, -1995"
3401-00-0000-0801,"SD Muhammadiyah Sapen,YK, Yogyakarta, -1992"
3501-00-0000-0505,"1975-1981, SD, SD NEGERI SELAT VII, KAPUAS KALIMANTAN TENGAH"
3501-00-0000-0505,"1981-1984, SLTP, SMP N 1 KOTAMADYA SAMARINDA, KALIMANTAN TIMUR"
3501-00-0000-0505,"1984-1987, SLTA, SMA N 3 KUPANG, NUSA TENGGARA TIMUR"
3501-00-0000-0505,"1987-1993, S1, UNIVERSITAS WIJAYA KUSUMA, SURABAYA"
3501-00-0000-0505,"1987-1993, S1, UNIVERSITAS MERDEKA, SURABAYA"
3501-00-0000-0505,"2006-2007, S2, UNIVERSITAS MERDEKA MALANG, JAWA TIMUR"
3501-00-0000-0201,SDN Bangakan 1980-1986
3501-00-0000-0201,SMPN Konang- Bagkalan 1986-1989
3501-00-0000-0201,MAN Bangkalan 1989-1991
3501-00-0000-0202,S2 Universitas Airlangga Surbaya. Tahun 2012
3501-00-0000-0202,"S1 Universitas Al-Azhar Mesir, Tahun 2009"
3501-00-0000-0202,"MA Mamba'us Sholihin Gresik, lahun 2002"
3501-00-0000-0602,"SD St. Theresia, Surabaya (1970-1976)"
3501-00-0000-0602,"SMP. St. Stanislaus, Surabaya (1976-1979)"
3501-00-0000-0602,"SMU Negeri 2, Surabaya (1979-1982)"
3501-00-0000-0602,"Teknik Parkapalan ITS, Surabaya (1982-1990)"
3501-00-0000-0301,"SI Teknik Arsitdetur ITS, Surabaya Lulus Tahun 1990"
3501-00-0000-0301,SMAN 5. Surabaya Lulus Tahun 1984
3501-00-0000-0301,"SMPN 12, Surabaya Lulus Tahun 1981"
3501-00-0000-0706,"SD Negeri Mojosari I, lulus 1980"
3501-00-0000-0706,"SMP Widya Gama Mojosari, lulus 1983"
3501-00-0000-0706,"SMA Sooko,Mojokerto, lulus 1986"
3501-00-0000-0706,"Institut Teknlogi Sepuluh Nopember Surabaya, 1993"
3501-00-0000-0401,21 Maret 2012 Wisuda Magister Sains (Msi) Program Studi Magister Ilmu Administrasi konsentrasi Ilmu Administrasi Publik.
3501-00-0000-0401,13 April 2010 Wisuda Pasca Sarjana (S2) Program Studi Magister Manajemen Konsentrasi Manajemen Sumber Daya Manusia.
3501-00-0000-0401,27 November 2008 Wisuda (SI) Sekolah Tinggi Ilmu Administrasi Mandala Indonesia.
3501-00-0000-0403,SDN AMBENGAN SURABAYA (1976)
3501-00-0000-0403,SMP NEGERI I SURABAYA (1979)
3501-00-0000-0403,SMA NEGERI 5 SURABAYA (1981)
3501-00-0000-0403,SI STIE ABI SURABAYA (2000)
3501-00-0000-0403,S2 STIE ABI SURABAYA (2009)
3501-00-0000-0407,"SARJANA EKONOMI, UNIV. SURABAYA, LULUS 1991"
3501-00-0000-0407,"SARJANA HUKUM, UNIV. BHAYANGKARA LULUS 2002"
3501-00-0000-0407,"PASCA SARSANA (S-2), UNIV. BHAYANGKARA LUSUS 2004"
3501-00-0000-0804,"Sekolah Menengah Ekonomi Atas (SMEA) Taruna Pancasila Surabayam Surabaya, 1980"
3501-00-0000-0804,"Madrasah Tsanawiyah Negeri (MTsN) Lamongan, Lamongan, Jawa Timur, 1975-1979"
3501-00-0000-0804,"Sekolah Dasar Negeri Wonorejo Karangbinangun, Lamongan, Jawa Timur, 1969-1975"
3502-00-0000-0101,"1991-1997, SD, SDN 1 WIDODO KRAKSAN, JAWA TIMUR"
3502-00-0000-0101,"1999-1981, SLTP, SMPN 1 KRAKSAAN, JAWA TIMUR"
3502-00-0000-0101,"1981-1984, SLTA, SMAN 1 JEMBER, JAWA TIMUR"
3502-00-0000-0101,"1985-1989, SI, FISIP UNIVERSITAS MERDEKA MALANG JAWA TIMUR"
3502-00-0000-0505,"1986-1989, SLTA, SMA NEGERI 1 PASURUAN, PASURUAN"
3502-00-0000-0505,"1999-2003, S1, UNIVERSITAS TRISAKTI, JAKARTA"
3502-00-0000-0901,1971- 1977: Sekolah Dasar di SD Islam Diponegoro Surakarta
3502-00-0000-0901,1977- 1981: Sekolah Menengah Pertama di SMP
3502-00-0000-0901,Islam Diponegoro Surakarta
3502-00-0000-0901,1981- 1985: Sekolah Menengah Atas di SMA Widya Gama Malang
3502-00-0000-0901,1985 - 1989: Fakultas Ekonomi Universitas Brawijaya Malang Jurusan Akuntansi
3502-00-0000-0901,"1990 - 1992: Diploma in Hotel Operation and Management from Century School, Los Angeles, California, USA"
3502-00-0000-0901,1994 - 1996: Fakultas Ekonomi Uneversitas Gajayana Malang Jurusan Akuntansi
3502-00-0000-0901,2005 - 2007: Fakultas IImu Sosial dan IImu Politik Universitas Indonesia Jurusan Manajemen Komunikasi
3502-00-0000-0201,"Madrasah lbtida'Ihyah'ul lslam Pondok Pesantren Roudlatut Tholibin Kec. Kademangan Kota Probolinggo, Jawa Timur (1981-1986)."
3502-00-0000-0201,"MTs Roudlatut Tholibin Kec. Kademangan Kota Probolinggo, Jawa Timur (1986-1989)."
3502-00-0000-0201,sMA Negeri lll Kota Probolinggo Jawa Timur (1989-1991)
3502-00-0000-0201,FISIPOL Universitas Merdeka Malang (1992-1996)
3502-00-0000-0201,Pascasarjana Jurusan Ilmu Politik Univesitas Indonesia (UI) (2003-2005)
3502-00-0000-0601,"SDN Ploso Surabaya, Lulus Tahun 1981"
3502-00-0000-0601,"SMPN 15 Surabaya, Lulus Tahun 1984"
3502-00-0000-0601,"SMAN 4Surabaya, Lulus Tahun 1987"
3502-00-0000-0601,"Institut Pertanian Bogor, Lulus Tahun 1992"
3502-00-0000-0707,Curtin University of Technology Western Australia Th. 2001
3502-00-0000-0707,SMA Negeri 2-Surabaya Th. 1995
3502-00-0000-0707,SMP Negeri 12-Surabaya Th. 1992
3502-00-0000-0707,SD Negeri Grati- Pasuruan Th. 1989
3502-00-0000-0401,"SDN Ele, Kab Barru 1965"
3502-00-0000-0401,PGAN 4 Th Makassar 1968
3502-00-0000-0401,PGAN 6 Th Makassar 1970
3503-00-0000-0501,"1951-1957, SD, NEGERI BL.OK Q. JAKARTA SELATAN"
3503-00-0000-0501,"1957-1960. SLIP. NEGERI XII, JAKARTA SELATAN"
3503-00-0000-0501,"1960-1963, SLTA, NEGERI VI. JAKARTA SELATAN"
3503-00-0000-0901,"Fakultas Tarbiyah Institut Agama Islam Negeri (IAIN) Jakarata, 1990"
3503-00-0000-0901,Jakarta Institut of Management Studies (JIMS) Program Master of Business Admition in Human Resource Devloment 2008
3503-00-0000-0202,"SD Darussalam, Blokagung, Banyuwangi (1992)"
3503-00-0000-0202,"MTs Al- Amiriyyah, Blokagung, Banyuwangi (1994)"
3503-00-0000-0202,"MA Al- Amiriyyah, Blokagung, Banyuwangi (1997)"
3503-00-0000-0202,"Strats Satu, LAIN Sunan Kalijaga, Jogjakarta (2004)"
3503-00-0000-0202,"Strats Dua, University of Hawaii at Manoa, USA (2009)"
3503-00-0000-0202,"Strats Tiga, ICRS-Yogya, Jogjakarta (2009 - sekarang)"
3503-00-0000-0204,lnstitut Teknologi Nasional Malang Mei 2000
3503-00-0000-0204,SMAN 2 Situbondo Mei 1993
3503-00-0000-0204,SMPN 1 Asembagus - Situbondo Juni 1987
