id_calon,ringkasan,program_kerja
1602-00-0000-0501,"POLITISI YANG HOBI FOTOGRAFI INI BEBERAPA KALI TERLIBAT DALAM KEBIJAKAN KEBIJAKAN PENTING YANG AKAN DILAKUKAN OLEH NEGARA. SALAH SATU CONTOHNYA ADALAH KETIKA ISU KENAIKAN HARGA BBM MENCUAT DAN MENDAPATKAN BERMACAM-MACAM REAKSI DARI MASYARAKAT, YANG SEBAGIAN BESAR MENOLAK KEBIJAKAN PEMERINTAH TERSEBUT. MENURUT BOBBY ADHITYO RIZAL, KENAIKAN BBM MEMANG SEHARUSNYA TIDAK TERJADI. PILIHAN UNTUK TIDAK
MENAIKKAN HARGA BBM TERSEBUT DISETUJUI OLEH SELURUH ANGGOTA FRAKSI DPP GOLKAR. KEPUTUSAN TERSEBUT SEKALIGUS MENYETUJUI AYAT BARU DALAM PASAL 7, YAITU AYAT 6A, TIDAK MELANGGAR KONSTITUSI. PENAMBAHAN AYAT 6A PADA PASAL 7 ITU DINILAI TIDAK MELANGGAR KONSTITUSI, KARENA HAL TERSEBUT DIDASARKAN PADA PASAL 28 AYAT 2 UNDANG-UNDANG NOMOR 22 TAHUN 2001 TENTANG MINYAK DAN GAS BUMI ITU MASIH BERLAKU. OLEH KARENA ITULAH, BOBBY RIZALDI SELAKU PERWAKILAN DARI FRAKSI GOLKAR MENGANGGAP TIDAK DINAIKKANNYA SUBSIDI BBM ADALAH KEPUTUSAN YANG BENAR KARENA HAL TERSEBUT TIDAK SESUAI DENGAN UU DAN JUGA MENGEMBALIKAN ALUR HARGA SESUAI PENETAPAN HARGA SEBELUMNYA YANG SESUAI DENGAN PERUNDANGUNDANGAN. BOBBY PERNAH BEKERJA PADA BPMIGAS YANG BERLOKASI DI JAKARTA PADA JULI 2004 HINGGA OKTOBER 2008. SELAIN ITU, IA JUGA PERNAH MENEMPATI POSISI SEBAGAI PENGANALISA KEUANGAN PADA CONOCO PHILLIPS
INDONESIA TAHUN 2002 HINGGA 2004.
",
1602-00-0000-0201,"BERTU MELAS MEMPERKAYA PENGALAMAN BERORGANISASI SEBAGAI BENDAHARA DI FORUM KELUARGA KOMERING ULU (FOKKU) DAN PMMI. BELIAU JUGA MENJADI KETUA DPW SUMATERA SELATAN. DI TAHUN 2014, BELIAU MENJADI CALON LEGISLATIF DARI PARTAI KEBANGKITAN BANGSA URUTAN 01, PADA MASA KAMPANYE PEMILIHAN PRESIDEN 2014, BERTU MERLAS MENJADI WAKIL SEKRETARIS TIM KAMPANYE JOKOWI-JK DI SUMATERA SELATAN.",
1602-00-0000-0609,,
1602-00-0000-0301,,
1602-00-0000-0707,,
1602-00-0000-0401,,
1602-00-0000-0404,,
1602-00-0000-0801,,
1701-00-0000-0101,,
1701-00-0000-0601,,
1701-00-0000-0401,,
1701-00-0000-0801,,
1801-00-0000-0501,,
1801-00-0000-0201,,
1801-00-0000-0601,,
1801-00-0000-1002,,
1801-00-0000-0301,,
1801-00-0000-0709,,
1801-00-0000-0401,"PROGRAM KERJA
MENYARANKAN PEMERINTAH UNTUK MENGURANGI SUBSIDI BBM SECARA BERTAHAP (2013) MENDORONG PEMERINTAH MEREALISASIKAN DIVERSIFIKASI BAHAN BAKAR TRANSPORTASI DENGAN INSENTIF UNTUK KENDARAAN HIBRID (2013) MENYATAKAN STASIUN PENGISIAN BAHAN BAKAR GAS (SPBG) BIAR DIBANGUN OLEH SWASTA, TAK USAH OLEH PEMERINTAH (2012) BERPENDAPAT PEMERINTAH SEHARUSNYA MENGUTAMAKAN PASAR DALAM NEGERI UNTUK KOMODITI GAS (2011)
SIKAP POLITIK
RUU PILKADA (2014)
MENOLAK UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD, KARENA BERSIKAP MENDUKUNG PILKADA LANGSUNG OLEH RAKYAT
UU MD3 (2014)
MENOLAK REVISI UU MD3
PARIPURNA VOTING PAKET PIMPINAN DPR 2014-2019
MENOLAK AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). BAGIAN DARI PELAKU WALKOUT ATAS PROSES VOTING PAKET PIMPINAN DPR 2014-2019

",
1801-00-0000-0402,,
1801-00-0000-0801,"VISI MISI
INILAH VISI MISI YANG DISAMPAIKAN OLEH ZULKIFLI HASAN SEBELUM PEMILIHAN KETUA MPR DIMULAI:
1. MPR ADALAH LEMBAGA YANG SANGAT PENTING UNTUK MENGAWAL PANCASILA, UUD 1945, BHINNEKA TUNGGAL IKA, NKRI.
2. MPR SEBAGAI LEMBAGA TINGGI HARUS MEMBANGUN DPR DAN DPD AGAR BEKERJA SECARA HARMONIS UNTUK KEPENTINGAN BANGSA DAN NEGARA.
3. MPR HARUS MEMPERKUAT DAN MENGOPTIMALKAN SUARA DPD.
",
1802-00-0000-0101,,
1802-00-0000-0501,,
1802-00-0000-0201,,
1802-00-0000-0601,,
1802-00-0000-0301,,
1802-00-0000-0703,,
1802-00-0000-0401,,
1802-00-0000-0402,"SIKAP POLITIK
RUU PILKADA (2014)
MENOLAK UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD, KARENA BERSIKAP MENDUKUNG PILKADA LANGSUNG OLEH RAKYAT
UU MD3 (2014)
MENOLAK REVISI UU MD3
PARIPURNA VOTING PAKET PIMPINAN DPR 2014-2019
MENOLAK AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). BAGIAN DARI PELAKU WALKOUT ATAS PROSES VOTING PAKET PIMPINAN DPR 2014-2019
",
1802-00-0000-0801,,
1901-00-0000-0501,,
1901-00-0000-0701,,
1901-00-0000-0401,,
2101-00-0000-0101,,
2101-00-0000-0401,"
SIKAP POLITIK
RUU PILKADA (2014)
MENOLAK UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD, KARENA BERSIKAP MENDUKUNG PILKADA LANGSUNG OLEH RAKYAT

UU MD3 (2014)
MENOLAK REVISI UU MD3

PARIPURNA VOTING PAKET PIMPINAN DPR 2014-2019
MENOLAK AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). BAGIAN DARI PELAKU WALKOUT ATAS PROSES VOTING PAKET PIMPINAN DPR 2014-2019
","VISI & MISI
MENJAGA AMANAH YANG TELAH DIBERIKAN OLEH MASYARAKAT KEPRI KEPADANYA. AMANAH TERSEBUT AKAN DIJALANKANNYA SEBAIK-BAIKNYA UNTUK KEPENTINGAN MASYARAKAT KEPRI. KEPRI SEBAGAI LALU LINTAS DAN PINTU MASUK DARI NEGARA TETANGGA KE NKRI, KEPRI YANG RENTAN MENJADI PINTU MASUK PENGARUH-PENGARUH NEGARA LUAR DAN LAIN-LAIN. ""NARKOBA BEGITU MUDAH MASUK KE SINI, SAMPAI SUPIR KETUA DPRD PUN BISA TERJERAT. ITU SUDAH SANGAT MENEGERIKAN. ITU ARTINYA FILTERNYA SUDAH SANGAT KENDUR.
PROGRAM KERJA
AKAN MEMBERI PERHATIAN SERIUS PADA TRANSPORTASI PELAJAR DI PULAU-PULAU TERLUAR. PERHATIKAN MASALAH NARKOBA INI, TKW ILEGAL, LOKALISASI, DAERAH-DAERAH KITA YANG DICAPLOK. YANG TERPENTING ADALAH BIS SEKOLAH DAN KAPAL SEKOLAH.
"
2101-00-0000-0801,,
3101-00-0000-0501,,
3101-00-0000-0906,,
3101-00-0000-0601,,
3101-00-0000-0301,,
3101-00-0000-0703,,
3101-00-0000-0401,,
3102-00-0000-0501,,
3102-00-0000-0901,,"VISI MISI
MEMPERJUANGAN HAK-HAK PEREMPUAN TERUTAMA TKI.
"
3102-00-0000-0601,,
3102-00-0000-0301,"RUU PILKADA (2014)
PEMILIHAN KEPALA DAERAH MELALUI DPRD TIDAK BERTENTANGAN DENGAN UNDANG-UNDANG DASAR 1945 (UUD 1945). KEDAULATAN MEMANG DI TANGAN RAKYAT TAPI TIDAK TITIK DISITU.
",
3102-00-0000-0701,"VISI: MENJADIKAN KEPERCAYAAN SEBAGAI AMANAH UNTUK MENCAPAI KESEJAHTERAAN RAKYAT
MISI:
1. MEMPERJUANGKAN HARKAT DAN MARTABAT PEREMPUAN DI SEGALA BIDANG DAN EKSISTENSI PERAN PEREMPUAN DI LEMBAGA POLITIK, EKONOMI, HUKUM, PENDIDIKAN, BUDAYA, AGAMA DAN LAINNYA, DEMI TERCAPAINYA KESEJAHTERAAN UNTUK SELURUH RAKYAT INDONESIA.
2. MENDORONG TERCAPAINYA MILLENIUM DEVELOPMENT GOALS (MDGS) TAHUN 2015.
3. MENJAGA MORAL BANGSA MELALUI SOSIALISASI 4 PILAR BERBANGSA DAN BERNEGARA ( PANCASILA, UUD NRI 1945, BHINNEKA TUNGGAL IKA, NKRI ) .
",
3102-00-0000-0401,,
3102-00-0000-0403,"PROGRAM KERJA
• ANGGARAN PRO RAKYAT; MEMPERJUANGKAN APBN (ANGGARAN PENDAPATAN DAN BELANJA NEGARA) UNTUK MENYUBSIDI FASILITAS PENDIDIKAN, KESEHATAN, PERUMAHAN DAN PERMODALAN USAHA UNTUK RAKYAT KECIL.
• UNDANG-UNDANG PRO KEDAULATAN NASIONAL; MEMPERJUANGKAN REVISI DAN PERUBAHAN UNDANG-UNDANG PRO ASING MENJADI UNDANG-UNDANG YANG MELINDUNGI KEPENTINGAN NASIONAL, KHUSUSNYA SEKTOR MIGAS, PERBANKAN, PENDIDIKAN, KESEHATAN, PERTANAHAN, PERTANIAN, PERIKANAN, SERTA MENGEDEPANKAN POLITIK KEDAULATAN NASIONAL INDONESIA.
• PENGAWASAN KRITIS DAN KONSEPTUAL; MELAKSANAKAN FUNGSI PENGAWASAN TERHADAP PEMERINTAH, MEMASTIKAN TERSELENGGARANYA PROGRAM-PROGRAM PEMERINTAH UNTUK MENWUJUDKAN KESEJAHTERAAN RAKYAT. MELAKUKAN KRITIK, SERTA MEMBERIKAN SOLUSI DAN KONSEP ALTERNATIF KEPADA PEMERINTAH.
• MELAKSANAKAN FUNGSI ADVOKASI; PENDAMPINGAN DAN PEMBELAAN TERHADAP MASYARAKAT. ASPIRATIF, MEMBUKA RUMAH ASPIRASI DI DAERAH PEMILIHAN, MENDATANGI WARGA DAN MENERIMA LAPORAN PENGADUAN MASYARAKAT, SERTA MENINDAKLANJUTINYA.
",
3103-00-0000-0101,,
3103-00-0000-0501,"VISI MISI & PROGRAM KERJA
BERDASARKAN WAWANCARA DENGAN WIKIDPR.ORG, BERIKUT INI VISI & MISI DAN PROGRAM KERJA TANTOWI YAHYA
UNTUK KOMISI I:
1. MENDIRIKAN PERTAHANAN DAN KEAMANAN UNTUK REPUBLIK INDONESIA
2. MENDORONG LEBIH BAIK KESEJAHTERAAN TENTARA
3. MENAIKKAN KEHORMATAN NEGARA REPUBLIK INDONESIA; TERUTAMA ANTARA NEGARA BERPENDUDUK MAYORITAS ISLAM
4. MEMPERBAIKI MEDIA DAN INFORMATIKA, TERUTAMA PENGGUNAAN FREKUENSI
UNTUK DAPIL DKI JAKARTA III:
1. MEMPERBAIKI KUALITAS KEHIDUPAN PENDUDUK DAPIL ATAU KONSTITUEN
2. MENAIKKAN KUALITAS DI JAKARTA UTARA, YANG DIANGGAP SEBAGAI SALAH SATU KANTONG KEMISKINAN DKI. DI BANYAK KOTA PELABUHAN DUNIA, WARGANYA SEJAHTERA. 
3. DI JAKARTA BARAT, TANTOWI INGIN MENGOPTIMALKAN PENYEDIAAN AKSES KEBERSIHAN DAN PENDIDIKAN
",
3103-00-0000-0901,"SIKAP POLITIK
MENDUKUNG REVISI UU MD3
MENDUKUNG UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD
AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA SETYA NOVANTO)
",
3103-00-0000-0601,,
3103-00-0000-0302,,
3103-00-0000-0401,"SIKAP POLITIK
MENOLAK REVISI UU MD3
MENOLAK UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD, KARENA BERSIKAP MENDUKUNG PILKADA LANGSUNG OLEH RAKYAT
MENOLAK AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). BAGIAN DARI PELAKU WALKOUT ATAS PROSES VOTING PAKET PIMPINAN DPR 2014-2019

SIKAP POLITIK
RUU PILKADA (2014)
MENOLAK UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD, KARENA BERSIKAP MENDUKUNG PILKADA LANGSUNG OLEH RAKYAT
UU MD3 (2014)
MENOLAK REVISI UU MD3
PARIPURNA VOTING PAKET PIMPINAN DPR 2014-2019
MENOLAK AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). BAGIAN DARI PELAKU WALKOUT ATAS PROSES VOTING PAKET PIMPINAN DPR 2014-2019
",
3103-00-0000-0402,"SIKAP POLITIK
MENOLAK REVISI UU MD3
MENOLAK UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD, KARENA BERSIKAP MENDUKUNG PILKADA LANGSUNG OLEH RAKYAT
MENOLAK AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). BAGIAN DARI PELAKU WALKOUT ATAS PROSES VOTING PAKET PIMPINAN DPR 2014-2019

SIKAP POLITIK
RUU PILKADA (2014)
MENOLAK UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD, KARENA BERSIKAP MENDUKUNG PILKADA LANGSUNG OLEH RAKYAT
UU MD3 (2014)
MENOLAK REVISI UU MD3
PARIPURNA VOTING PAKET PIMPINAN DPR 2014-2019
MENOLAK AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). BAGIAN DARI PELAKU WALKOUT ATAS PROSES VOTING PAKET PIMPINAN DPR 2014-2019
",
3103-00-0000-0407,"SIKAP POLITIK
MENOLAK REVISI UU MD3
MENOLAK UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD, KARENA BERSIKAP MENDUKUNG PILKADA LANGSUNG OLEH RAKYAT
MENOLAK AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). BAGIAN DARI PELAKU WALKOUT ATAS PROSES VOTING PAKET PIMPINAN DPR 2014-2019

",
3201-00-0000-0502,Mendukung revisi UU MD3Mendukung UU Pilkada dengan pasal inti bahwa Kepala Daerah dipilih oleh DPRDMenjadi pimpinan sementara DPR 2014-2019 untuk hari perdana dilantik/bertugasMenjadi pimpinan sidang penentuan pengambilan suara paket pimpinan DPR 2014-2019Ambil bagian sebagai anggota DPR yang menyetujui paket pimpinan DPR 2014-2019 (dengan Ketua Setya Novanto).,
3201-00-0000-0601,,
3201-00-0000-1001,,
3201-00-0000-0303,,
3201-00-0000-0701,"SAAT AGUNG BERADA DI KOMISI V, AGUNG TIDAK INTENS MENGAWAL DAN ATAU MENHADIRI BERBAGAI RUU SEBAGAI TUGAS KOMISI V, ANTARA LAIN RUU PERUMAHAN DAN PEMUKIMAN (SUDAH SAH MENJADI UU) DAN RUU JALAN (MASIH BELUM SELESAI). AGUNG JUGA KURANG INTENS HADIR DALAM PEMBAHASAN RKAKL (RANCANGAN KERJA ANGGARAN KEMENTERIAN DANLEMBAGA) DAN BERBAGAI RAPAT BERSAMA MITRA KOMISI V (MENTERI PERUMAHAN RAKYAT, MENTERI PEKERJAAN UMUM). AGUNG MENJADI SALAH SATU PELAKU VOTING YANG SETUJU KENAIKAN HARGA BBM (MARET 2012). AGUNG KEMBALI MENGIKUTI INSTRUKSI FRAKSI DEMOKRAT UNTUK SETUJU KENAIKAN HARGA BBM DALAM VOTING APBNP 2013 (JUNI 2013).


",
3201-00-0000-0401,"SIKAP POLITIK RUU PILKADA (2014) MENOLAK UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD, KARENA BERSIKAP MENDUKUNG PILKADA LANGSUNG OLEH RAKYAT UUMD3 (2014) MENOLAK REVISI UU MD3 PARIPURNA VOTING PAKET PIMPINAN DPR 2014-2019 MENOLAK AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). BAGIAN DARI PELAKU WALKOUT ATAS PROSES VOTING PAKET PIMPINAN DPR 2014-2019",
3201-00-0000-0405,"RUU PILKADA (2014)
MENOLAK UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD, KARENA BERSIKAP MENDUKUNG PILKADA LANGSUNG OLEH RAKYAT
UU MD3 (2014)
MENOLAKREVISI UU MD3
PARIPURNA VOTING PAKET PIMPINAN DPR 2014-2019
MENOLAK AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). BAGIAN DARI PELAKU WALKOUT ATAS PROSES VOTING PAKET PIMPINAN DPR 2014-2019


",
3202-00-0000-0501,"RUU PILKADA (2014)
DIANTARA 11 ANGGOTA GOLKAR YANG MEMILIH PILKADA SECARA LANGSUNG, AGUS GUMIWANG KARTASASMITA ADALAH SALAH SATUNYA.




",
3202-00-0000-0502,,
3202-00-0000-0202,,
3202-00-0000-0601,,
3202-00-0000-1001,,
3202-00-0000-0301,,
3202-00-0000-0701,,
3202-00-0000-0401,,
3202-00-0000-0404,,
3202-00-0000-0808,,
3203-00-0000-0501,,"PROGRAM KERJA
1. MEMBERIKAN
PERHATIAN KEPADA MASALAH PENDIDIKAN DENGAN MENAIKKAN ANGGARAN, MEMPERBAIKI/MENYEMPURNAKAN
SISTEM-SISTEM PENDIDIKAN NASIONAL DAN MEMINIMALISIR KEBOCORAN ANGGARAN PENDIDIKAN. 
2. MENDORONG
PERKEMBANGAN PEMBANGUNAN PEDESAAN MELALUI DESENTRALISASI PERENCANAAN PEMBANGUNAN DALAM RANGKA MENINGKATKAN PENDAPATAN MASYARAKAT, MEMPERLUAS KESEMPATAN KERJA DAN MEMBERIKAN AKSES PERTUMBUHAN EKONOMI PEDESAAN


"
3203-00-0000-0502,,
3203-00-0000-0901,,
3203-00-0000-0203,,
3203-00-0000-0601,,
3203-00-0000-1002,,VISI MISI WUJUDKAN INDONESIA MANDIRI DAN BESAR DENGAN SDM UNGGUL.
3203-00-0000-0301,,
3203-00-0000-0701,RUU PILKADA (2014) MASYARAKAT INDONESIA SAAT INI BELUM SIAP MELAKUKAN PEMILIHAN KEPALA DAERAH (PILKADA) LANGSUNG. HAL ITU AKIBAT TINGKAT PENDIDIKAN POLITIK MASYARAKAT YANG MASIH RENDAH DALAM MENGGUNAKAN HAK PILIHNYA DALAM PILKADA ITU.,
3203-00-0000-0403,"RUU PILKADA (2014) MENOLAK UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD, KARENA BERSIKAPMENDUKUNG PILKADA LANGSUNG OLEH RAKYAT, UU MD3 (2014) MENOLAK REVISI UU MD3, PARIPURNA VOTING PAKET PIMPINAN DPR 2014-2019 MENOLAK AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). BAGIAN DARI PELAKU WALKOUT ATAS PROSES VOTING PAKET PIMPINAN DPR 2014-2019",
3204-00-0000-0501,,
3204-00-0000-0901,,
3204-00-0000-0602,,
3204-00-0000-0301,,
3204-00-0000-0401,,
3204-00-0000-0802,,
3205-00-0000-0501,,
3205-00-0000-0502,,
3205-00-0000-0901,,
3205-00-0000-0601,"RUU PILKADA (2014) PILKADA OLEH DPRD AKAN MEMBAWA DEMOKRASI SEMAKIN SEHAT. PARTAI POLITIK (PARPOL) JUGA SEMAKIN DIDORONG BERTANGGUNG JAWAB KEPADA RAKYAT. PILKADA OLEH DPRD BUKAN BERARTI MELEMAHKAN CIVIL SOCIETY, JUSTRU SEMAKIN MENGUATKAN. MASYARAKAT BISA MENILAI KUALITAS PARPOL ATAPUN GABUNGAN PARPOL DALAM MEMILIH KEPALA DAERAH. JADI, PARPOL MELALUI KADERNYA DI DPRD AKAN MEMILIH CALON KEPALA DAERAH YANG HANDAL. JIKA TIDAK, MASYARAKAT AKAN MENGHUKUM PARPOL YANG BERSANGKUTAN DALAM PEMILU YANG AKAN DATANG. (HARIAN SINAR HARAPAN, 9 SEPTEMBER 2014), MENDUKUNG REVISI UU MD3
MENDUKUNG UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD. AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO, DAN MENYETUJUI DIRINYA SEBAGAI SALAH SATU DARI 4 WAKIL KETUA DPR).

",
3205-00-0000-0301,,
3205-00-0000-0702,"DALAM PEMBAHASAN RUU PERTANIAN (SUDAH DISAHKAN SEBAGAI UU PADA 2014), ANTON KURANG INTENS HADIR DALAM RAPAT TERKAIT RUU INI. ANTON JUGA TIDAK CUKUP INTENS HADIR DALAM TIAP RAPAT KOMISI IV DALAM PEMBAHASAN LAINNYA, DAN TIDAK INTENS HADIR DALAM RAPAT PEMBAHASAN ANGGARAN K/L MITRA KOMISI IV (KEMENTERIAN PERTANIAN, DAN LAINNYA). ANTON JUGA MENJADI PELAKU VOTING YANG SETUJU KENAIKAN HARGA BBM (MARET 2012). ANTON KEMBALI MENGIKUTI INSTRUKSI FRAKSI DEMOKRAT UNTUK SETUJU KENAIKAN HARGA BBM DALAM VOTING APBNP 2013 (JUNI 2013).",
3205-00-0000-0402,,
3205-00-0000-0405,"RUU PILKADA (2014)
MENOLAK UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD, KARENA BERSIKAP MENDUKUNG PILKADA LANGSUNG OLEH RAKYAT
UU MD3 (2014)
MENOLAK REVISI UU MD3
PARIPURNA VOTING PAKET PIMPINAN DPR 2014-2019
MENOLAK AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). BAGIAN DARI PELAKU WALKOUT ATAS PROSES VOTING PAKET PIMPINAN DPR 2014-2019
",
3205-00-0000-0802,,
3206-00-0000-0505,,
3206-00-0000-0601,,
3206-00-0000-0301,,
3206-00-0000-0401,,
3206-00-0000-0406,,
3206-00-0000-0803,,
3207-00-0000-0501,,"BERENCANA MEMBENTUK KOMISI KEPRESIDENAN DAN DEWAN NASIONAL USAHA MIKRO KECIL & MENENGAH KALAU PARTAI GOLKAR MEMENANGKAN PEMILU DAN KETUA UMUM PARTAI GOLKAR, ABURIZAL BAKRIE MENJADI PRESIDEN. ADE KOMARUDIN MENGUSUNG PENUH IDE PENGGUNAAN SISTIM 'ELECTORAL COLLEGE' ALA AMERIKA SERIKAT UNTUK PEMILIHAN PRESIDEN DI 2014."
3207-00-0000-0506,,
3207-00-0000-0901,,
3207-00-0000-0201,,
3207-00-0000-0601,,
3207-00-0000-0302,,
3207-00-0000-0701,"KETIKA BERADA DI KOMISI 3, DIRINYA DIPERCAYA MENJADI ANGGOTA PANSUS RUU PEMILU (2010-2012, RUU PEMILU SAAT MENJADI UU PADA APRIL 2012) DIMANA KEBANYAKAN ANGGOTA PANSUS PEMILU ADALAH ANGGOTA KOMISI 2. BEBERAPA IDE SAAN MUSTOPA DALAM PEMANTAUAN PROSES RAPAT RUU PEMILU ADALAH UPAYA MENAIKKAN PARLIAMENT TRESHOLD DAN WACANA MEMPERBANYAK DAPIL (DAERAH PEMILIHAN UMUM) AGAR SEORANG ANGGOTA DPR LEBIH TERFOKUS PADA WILAYAH YANG LEBIH KECIL SEHINGGA LEBIH MUDAH KONSTITUEN MENJANGKAU ANGGOTA DPR TERPILIH. HINGGA DIRINYA MASIH MENJABAT SEBAGAI ANGGOTA KOMISI 3, DIRINYA BERSIKAP BERLAINAN DIBANDING SESAMA ANGGOTA KOMISI 3 LAINNYA YANG CENDERUNG MEMPERBANYAK HAL YANG PERLU DIREVISI DALAM UU KPK. SAAN MENOLAK UPAYA UU KPK DIREVISI. BAHKAN SEKALIPUN SAHABATNYA, ANAS URBANINGRUM, DITAHAN KPK. SAMPATERKAHIR KALI BERADA DI KOMISI 3 (AKHIR 2013), SAAN PASIF/TIDAK HADIR DALAM PEMBAHASAN RUU KUHAP DAN RUU KUHP YANG DIANGGAP MELEMAHKAN KPK.",
3207-00-0000-0401,"DI DEWAN PERWAKILAN RAKYAT, RIEKE MERUPAKAN SALAH SATU ANGGOTA DARI KOMISI IX. BIDANG YANG SANGAT IA PERHATIKAN ADALAH BIDANG KESEHATAN DAN KESEJAHTERAAN MASYARAKAT. IA MERUPAKAN SALAH SATU ANGGOTA PANITIA KHUSUS RANCANGAN UNDANG-UNDANGBADAN PENYELENGGARA JAMINAN SOSIAL (BPJS) YANG MERUPAKAN BAGIAN DARI SISTEM JAMINAN SOSIAL NASIONAL (SJSN).",
3207-00-0000-0407,,
3207-00-0000-0804,,
3208-00-0000-0501,,
3208-00-0000-0505,,
3208-00-0000-0201,"DALAM KEGIATAN RESES MASA PERSIDANGAN TAHUN 2014, DEDI WAHIDI MELAKUKAN KUNJUNGAN BEBERAPA DESA DAN MENYATAKAN BAHWA MASYARAKAT YANG MEMBUTUHKAN BEASISWA SISWA MISKIN (BSM) DAPAT MENGHUBUNGINYA.",
3208-00-0000-0602,,
3208-00-0000-1002,,
3208-00-0000-0301,"UU PILKADA 2014
MAHFUDZ SIDDIQ MENDUKUNG PILKADA MELALUI DPRD. IA MENGUNGKAPKAN BAHWA PILKADA LANGSUNG ADALAH HIGH COST DEMOCRACY. MAHFUDZ PERCAYA DENGAN DILAKUKANNYA PILKADA MELALUI DPRD, PRAKTIK KORUPSI DAPAT DICEGAH.
",
