lembaga,provinsi_id,dapil_id,partai_id,calon_urutan,calon_id,nama,kelamin,tinggal,agama,tempat_lahir,tanggal_lahir
DPD,31,,,14,DPD3114,"IVAN RINALDI, S.E., M.M.",L,JAKARTA UTARA,,,
DPD,31,,,15,DPD3115,"KH.LUTFI HAKIM, M.A.",L,JAKARTA TIMUR,,,
DPD,31,,,16,DPD3116,M. RIFQY,L,JAKARTA TIMUR,,,
DPD,31,,,17,DPD3117,"drg. MOESTAR PUTRAJAYA, M.H.",L,JAKARTA TIMUR,,,
DPD,31,,,18,DPD3118,"Drs. MOHAMAD SJOHIRIN, M.Si.",L,JAKARTA SELATAN,,,
DPD,31,,,19,DPD3119,"Drs. H. MOHAMMAD JOESOEF, S.E., M.Si.",L,JAKARTA TIMUR,,,
DPD,31,,,20,DPD3120,MUTIATI SEJAHTERA,P,JAKARTA TIMUR,,,
DPD,31,,,21,DPD3121,"H. PARDI, S.H.",L,JAKARTA TIMUR,,,
DPD,31,,,22,DPD3122,PARNI HADI,L,JAKARTA SELATAN,,,
DPD,31,,,23,DPD3123,RAMDANSYAH,L,JAKARTA UTARA,,,
DPD,31,,,24,DPD3124,"REKSON SILABAN, S.E.",L,JAKARTA TIMUR,,,
DPD,31,,,25,DPD3125,H. RIZKI ALJUPRI,L,JAKARTA TIMUR,,,
DPD,31,,,26,DPD3126,ROMMY,L,JAKARTA SELATAN,,,
DPD,31,,,27,DPD3127,RUDY HAMID,L,JAKARTA PUSAT,,,
DPD,31,,,28,DPD3128,SABAM SIRAIT,L,JAKARTA SELATAN,,,
DPD,31,,,29,DPD3129,"SANTO DEWATMOKO, S.T., M.M., M.A.",L,KOTA BANDUNG,,,
DPD,31,,,30,DPD3130,"H. SAYOGO HENDROSUBROTO, S.I.P.",L,JAKARTA SELATAN,,,
DPD,31,,,31,DPD3131,Drs. SERGIUS KELANG,L,JAKARTA BARAT,,,
DPD,31,,,32,DPD3132,"USMAR, S.E., M.M.",L,JAKARTA SELATAN,,,
DPD,31,,,33,DPD3133,VIVI EFFENDY,P,JAKARTA SELATAN,,,
DPD,31,,,34,DPD3134,WAHYU RAHARJO,L,JAKARTA BARAT,,,
DPD,31,,,35,DPD3135,"H. ZUHDI MAMDUHI, S.E.",L,JAKARTA TIMUR,,,
DPD,32,,,1,DPD3201,"H. ACENG HOLIK MUNAWAR FIKRI, S.Ag.",L,GARUT,,,
DPD,32,,,2,DPD3202,ASEP SYARIPUDIN,L,KOTA BANDUNG,,,
DPD,32,,,3,DPD3203,Drs. ASRIL DAS,L,KOTA BANDUNG,,,
DPD,32,,,4,DPD3204,Ir. H. AYI HAMBALI,L,BOGOR,,,
DPD,32,,,5,DPD3205,DENI JASMARA,L,KOTA BANDUNG,,,
DPD,32,,,6,DPD3206,DENI SAEFUL HAYAT,L,KARAWANG,,,
DPD,32,,,7,DPD3207,DJUMONO,L,KOTA BANDUNG,,,
DPD,32,,,8,DPD3208,"ELANG RAJA LUQMAN ZULKAEDIN, S.H.",L,KOTA CIREBON,,,
DPD,32,,,9,DPD3209,"Dr. H. EMAN SURYAMAN, M.M.",L,KOTA CIREBON,,,
DPD,32,,,10,DPD3210,"Dra. Ir. Hj. ENI SUMARNI, M.Kes.",P,SUMEDANG,,,
DPD,32,,,11,DPD3211,"Hj. EUIS ATIKAH, S.Sos.",P,KOTA BANDUNG,,,
DPD,32,,,12,DPD3212,"Dr. H. GUNAWAN UNDANG, M.Si.",L,BANDUNG,,,
DPD,32,,,13,DPD3213,"H. HASAN ZAINAL ABIDIN EZ, S.E., M.M.",L,KOTA BOGOR,,,
DPD,32,,,14,DPD3214,"HUSNI F. MUBAROK, S.Ag., M.Si.",L,KOTA BANDUNG,,,
DPD,32,,,15,DPD3215,"JULIANDA BARUS, M.M., M.B.A.",L,JAKARTA SELATAN,,,
DPD,32,,,16,DPD3216,"Drs. H. K. EDI PERMADI, M.Pd.",L,BANDUNG,,,
DPD,32,,,17,DPD3217,"H. M. YOS FAISAL HUSNI, M.H., M.Hum.",L,KOTA BANDUNG,,,
DPD,32,,,18,DPD3218,"K.H. MOH. ATHOILLAH MURSJID, S.E., M.Si.",L,BEKASI,,,
DPD,32,,,19,DPD3219,MUHAMMAD HAFIDZ,L,JAKARTA BARAT,,,
DPD,32,,,20,DPD3220,"NACE PERMANA, S.E.",L,KARAWANG,,,
DPD,32,,,21,DPD3221,NAZAR HARIS,L,KOTA BEKASI,,,
DPD,32,,,22,DPD3222,Drs. H. NU'MAN ABDUL HAKIM,L,KOTA BANDUNG,,,
DPD,32,,,23,DPD3223,ODIK SODIKIN,L,KOTA BANDUNG,,,
DPD,32,,,24,DPD3224,"ONI SUWARMAN, A.Md.",L,BANDUNG,,,
DPD,32,,,25,DPD3225,"Dra. Hj. R. ELLA M. GIRIKOMALA, M.Pd.",P,KOTA BANDUNG,,,
DPD,32,,,26,DPD3226,"RATU RAJA ARIMBI NURTINA, S.T.",P,KOTA CIREBON,,,
DPD,32,,,27,DPD3227,H. RUDI HARSA TANAYA,L,BOGOR,,,
DPD,32,,,28,DPD3228,"Drs. H. RUKMAN HERYANA, M.M.",L,BANDUNG,,,
DPD,32,,,29,DPD3229,"Dr. H. SUHAELI, M.Si.",L,INDRAMAYU,,,
DPD,32,,,30,DPD3230,SUHARNA  SURAPRANATA,L,JAKARTA SELATAN,,,
DPD,32,,,31,DPD3231,"H. SYARIF BASTAMAN, S.H.",L,JAKARTA SELATAN,,,
DPD,32,,,32,DPD3232,SYIFA HANANTA,P,KOTA BANDUNG,,,
DPD,32,,,33,DPD3233,"TRI WURYANTORO, S.E.",L,BEKASI,,,
DPD,32,,,34,DPD3234,"H. TUBAGUS DASEP, IPS, S.Sos., S.H., B.E., M.Sc.",L,BANDUNG,,,
DPD,32,,,35,DPD3235,"UNANG MARGANA, S.H., M.H.",L,CIANJUR,,,
DPD,32,,,36,DPD3236,"Drs. H. UU RUKMANA, M.Si.",L,BANDUNG,,,
DPD,33,,,1,DPD3301,AGUS MUJAYANTO,L,DEMAK,,,
DPD,33,,,2,DPD3302,"Drs. H. AHMAD NIAM SYUKRI, M.Si.",L,GROBOGAN,,,
DPD,33,,,3,DPD3303,"AHSAN FAUZI, S.Sos.I",L,DEMAK,,,
DPD,33,,,4,DPD3304,Drs. H. AKHMAD MUQOWAM,L,JAKARTA TIMUR,,,
DPD,33,,,5,DPD3305,"BAGYONO, ST",L,KOTA SEMARANG,,,
DPD,33,,,6,DPD3306,"Dr. H. BAMBANG SADONO, S.H,. M.H.",L,KOTA SEMARANG,,,
DPD,33,,,7,DPD3307,"Hj. DENTY EKA WIDI PRATIWI, S.E., M.H.",P,TEMANGGUNG,,,
DPD,33,,,8,DPD3308,G.K.R. AYU KOES INDRIYAH,P,KOTA SURAKARTA,,,
DPD,33,,,9,DPD3309,"Dra. Hj. H.R. UTAMI, M.Hum.",P,KOTA SEMARANG,,,
DPD,33,,,10,DPD3310,"Drs. H. HENDRO MARTOJO, M.M.",L,JEPARA,,,
DPD,33,,,11,DPD3311,HERIYANTO,L,TEMANGGUNG,,,
DPD,33,,,12,DPD3312,"Drs. H. HUMAM SABRONI, M.Si.",L,TEMANGGUNG,,,
DPD,33,,,13,DPD3313,"IKA TRISNA MULYANINGSIH, S.T.",P,GROBOGAN,,,
DPD,33,,,14,DPD3314,"H. ISKANDAR, S.Ag, M.Si",L,KOTA SALATIGA,,,
DPD,33,,,15,DPD3315,Drs. JABIR,L,BATANG,,,
DPD,33,,,16,DPD3316,"KHIZANATURROHMAH, S.Ag.",P,KOTA SEMARANG,,,
DPD,33,,,17,DPD3317,"KUNDARI, S.E.",P,KUDUS,,,
DPD,33,,,18,DPD3318,"Ir. KUNTO ENDRIYONO, M.M.",L,JAKARTA SELATAN,,,
DPD,33,,,19,DPD3319,Mayjen (Purn.) Drs. H. KURDI MUSTOFA,L,KOTA BEKASI,,,
DPD,33,,,20,DPD3320,"MUHAMMAD AL HABSYI, S.Pd",L,BANYUMAS,,,
DPD,33,,,21,DPD3321,POPPY DHARSONO,P,KOTA SURAKARTA,,,
DPD,33,,,22,DPD3322,R. SUKARNO WINARTO,L,TEMANGGUNG,,,
DPD,33,,,23,DPD3323,"Hj. SITI AZZAH, S.Sos.",P,TEMANGGUNG,,,
DPD,33,,,24,DPD3324,Ir. H. SOEHARSOJO,L,KOTA SEMARANG,,,
DPD,33,,,25,DPD3325,"Drs. St. SUKIRNO, M.S.",L,KOTA SEMARANG,,,
DPD,33,,,26,DPD3326,"H. SUDIR SANTOSO, S.H.",L,PATI,,,
DPD,33,,,27,DPD3327,"Dr. H. SULISTIYO, M.Pd.",L,KOTA SEMARANG,,,
DPD,33,,,28,DPD3328,Drs. K.P.H. SUMARYOTO PADMODININGRAT,L,JAKARTA PUSAT,,,
DPD,33,,,29,DPD3329,"SURO JOGO PBSH, S.E.",L,SRAGEN,,,
DPD,33,,,30,DPD3330,TJAHJADI TAKARIAWAN,L,BANTUL,,,
DPD,33,,,31,DPD3331,TOTO DIRGANTORO,L,BANYUMAS,,,
DPD,33,,,32,DPD3332,WAKIL MAGHFUR,L,KOTA SEMARANG,,,
DPD,34,,,1,DPD3401,"Drs. H. A. HAFIDH ASROM, M.M.",L,SLEMAN,,,
DPD,34,,,2,DPD3402,"H. A. TAUFIQURROHMAN, S.Ag.",L,KOTA YOGYAKARTA,,,
DPD,34,,,3,DPD3403,H. ABDUL MUHAIMIN,L,KOTA YOGYAKARTA,,,
DPD,34,,,4,DPD3404,"BAMBANG EKO PRABOWO, B.Sc., S.I.P.",L,GUNUNG KIDUL,,,
DPD,34,,,5,DPD3405,"Ir. H. CHOLID MAHMUD, M.T.",L,BANTUL,,,
DPD,34,,,6,DPD3406,H. FAIRUZ AHMAD,L,SLEMAN,,,
DPD,34,,,7,DPD3407,"R. FIDELIS INDRIARTO, S.Si., M.M.",L,KAB. BANTUL,,,
DPD,34,,,8,DPD3408,GUSTI KANJENG RATU HEMAS,P,KOTA YOGYAKARTA,,,
DPD,34,,,9,DPD3409,"ISMARINDAYANI, S.H., M.H., CN.",P,SLEMAN,,,
DPD,34,,,10,DPD3410,"Kombes. Pol (Purn). MUHAMAD HIRSAM, S.H., M.Si.",L,KOTA YOGYAKARTA,,,
DPD,34,,,11,DPD3411,MUHAMMAD AFNAN HADIKUSUMO,L,KOTA YOGYAKARTA,,,
DPD,34,,,12,DPD3412,"Drs. SIDARTO DANUSUBROTO, S.H.",L,KOTA JAKARTA SELATAN,,,
DPD,34,,,13,DPD3413,"H. SURATMAN, S.H., M.H.",L,KOTA JAKARTA TIMUR,,,
DPD,35,,,1,DPD3501,"Drs. H. A. BUDIONO, M.Ed.",L,NGANJUK,,,
DPD,35,,,2,DPD3502,"Drs. H. A. MUHAIMIN, M.T.",L,KOTA MALANG,,,
DPD,35,,,3,DPD3503,ABDUL DJALIL LTC,L,KOTA SURABAYA,,,
DPD,35,,,4,DPD3504,"ABDUL QADIR AMIR HARTONO, S.E., S.H., M.H.",L,KOTA MALANG,,,
DPD,35,,,5,DPD3505,"Drs, H. ABDUL SUDARSONO",L,SIDOARJO,,,
DPD,35,,,6,DPD3506,"H. ACHMAD SOEDJAÍI, S.H., M.M.",L,SIDOARJO,,,
DPD,35,,,7,DPD3507,AGUS PATMINTO,L,KOTA SURABAYA,,,
DPD,35,,,8,DPD3508,"H. AHMAD NAWARDI, S.Ag.",L,KOTA SURABAYA,,,
DPD,35,,,9,DPD3509,AINUL YAKIN,L,SIDOARJO,,,
DPD,35,,,10,DPD3510,AKHMAD TAUFIQ,L,PASURUAN,,,
DPD,35,,,11,DPD3511,ALI ASSEGAF,L,JEMBER,,,
DPD,35,,,12,DPD3512,ALI WAHDIN,L,BANGKALAN,,,
DPD,35,,,13,DPD3513,ANDI AHMAD SETYOBUDI,L,KOTA BLITAR,,,
DPD,35,,,14,DPD3514,"BAMBANG J. PRAMONO, S.Si.",L,KOTA SURABAYA,,,
DPD,35,,,15,DPD3515,"Hj. CHOFSOH WAHYUNI, S.Pd., M.Si.",P,JOMBANG,,,
DPD,35,,,16,DPD3516,DESEMBA SAGITA ALEXSANDRA NT,L,KOTA SURABAYA,,,
DPD,35,,,17,DPD3517,"DWI ASTUTIK, S.Ag., M.Si.",P,KOTA SURABAYA,,,
DPD,35,,,18,DPD3518,Hj. EMILIA CONTESSA,P,KOTA JAKARTA SELATAN,,,
DPD,35,,,19,DPD3519,Dr. H.M. MARKUM SINGODIMEDJO,L,KOTA SURABAYA,,,
DPD,35,,,20,DPD3520,"IMAM MUL HUDA, S.H.",L,KOTA PROBOLINGGO,,,
DPD,35,,,21,DPD3521,IMAM SUPENO,L,PACITAN,,,
DPD,35,,,22,DPD3522,"Prof. Dr. Dra. Hj. ISTIBSJAROH., B.A., S.H., M.A",P,KEDIRI,,,
DPD,35,,,23,DPD3523,"KHODIJATUL QODRIYAH, S.Ag., M.M.PUB, M.Si.",P,SIDOARJO,,,
DPD,35,,,24,DPD3524,"KH. M. HASIB WAHAB CHASBULLAH, S.I.P.",L,JOMBANG,,,
DPD,35,,,25,DPD3525,Drs. H. MARDJITO GISAN ATMOJO,L,KEDIRI,,,
DPD,35,,,26,DPD3526,"Drs. H. MASHURI, M.Si.",L,KOTA SURABAYA,,,
DPD,35,,,27,DPD3527,MEI EKO RUSIANTO,L,NGANJUK,,,
DPD,35,,,28,DPD3528,"H. MOCH. HAMZAH, S.T., M.M.",L,KOTA SURABAYA,,,
DPD,35,,,29,DPD3529,Drs. MOH. SHALEH,L,SUMENEP,,,
DPD,35,,,30,DPD3530,"MUHAMMADIAH AGUS MUSLIM, S.H.",L,SIDOARJO,,,
DPD,35,,,31,DPD3531,NURSIO,L,KOTA SURABAYA,,,
DPD,35,,,32,DPD3532,"R. MOERDJOKO, S.Pd.",L,MADIUN,,,
DPD,35,,,33,DPD3533,"SITI AMINAH, S.E., M.M.",P,JEMBER,,,
DPD,35,,,34,DPD3534,"SUBHAN, S.Pd.",L,SUMENEP,,,
DPD,35,,,35,DPD3535,TITIN SUDARWATI,P,JOMBANG,,,
DPD,35,,,36,DPD3536,"WARSONO, S.H.",L,KOTA SURABAYA,,,
DPD,35,,,37,DPD3537,"WASIS SISWOYO, S.H.",L,KOTA BATU,,,
DPD,35,,,38,DPD3538,"WASONO NUGROHADI, S.H., M.H.",L,TULUNG AGUNG,,,
DPD,35,,,39,DPD3539,YULYANI,P,KOTA SURABAYA,,,
DPD,35,,,40,DPD3540,Hj. ZUHARIAH,P,BANGKALAN,,,
DPD,36,,,1,DPD3601,"Drs. H. ABDURACHMAN, M.A.P.",L,KOTA TANGERANG,,,
DPD,36,,,2,DPD3602,Dr. H. ACHMAD RUSDI ARIEF,L,KOTA CILEGON,,,
DPD,36,,,3,DPD3603,"H. AHMAD IMRON, S.E.",L,TANGERANG,,,
DPD,36,,,4,DPD3604,"K.H. AHMAD SADELI KARIM, L.C.",L,KOTA SERANG,,,
DPD,36,,,5,DPD3605,"H. AHMAD SUBADRI, S.Pd.I.",L,TANGERANG,,,
DPD,36,,,6,DPD3606,Drs. H. AKHMAD HARIS,L,KOTA TANGERANG,,,
DPD,36,,,7,DPD3607,ANDIARA APRILIA HIKMAT,P,KOTA TANGERANG SELATAN,,,
DPD,36,,,8,DPD3608,"Dr. ANDRIANSYAH, M.Si.",L,JAKARTA TIMUR,,,
DPD,36,,,9,DPD3609,"Dr. GIDION S. HUTAGALUNG, S.H., S.Th., M.A.",L,KOTA TANGERANG SELATAN,,,
DPD,36,,,10,DPD3610,"H. GONDO RADITYO GAMBIRO, M.B.A.",L,JAKARTA SELATAN,,,
DPD,36,,,11,DPD3611,"GOUSTA FERIZA, S.H., M.H.",L,TANGERANG,,,
DPD,36,,,12,DPD3612,Drs. HABIB ALI ALWI,L,KOTA TANGERANG SELATAN,,,
DPD,36,,,13,DPD3613,"H. HANIF SOBARI, M.Si.",L,TANGERANG,,,
DPD,36,,,14,DPD3614,"HASAN NURYADI, S.E., M.Ec.",L,TANGERANG,,,
DPD,36,,,15,DPD3615,"Hj. HIMMATUL ALIYAH, S.Sos., M.Si.",p,TANGERANG,,,
DPD,36,,,16,DPD3616,IWAN KURNIAWAN,L,SERANG,,,
DPD,36,,,17,DPD3617,"H. IYUS PRIATNA, S.Sos.",L,KOTA SERANG,,,
DPD,36,,,18,DPD3618,"H. M. IRSJAD DJUWAELI, S.P., M.M.",L,LEBAK,,,
DPD,36,,,19,DPD3619,M. NURDIN R,L,PANDEGLANG,,,
DPD,36,,,20,DPD3620,"MOH. JEMBAR, M.Si.",L,TANGERANG,,,
DPD,36,,,21,DPD3621,H. MUHSIN,L,KOTA DEPOK,,,
DPD,36,,,22,DPD3622,H. MUHTAR IMI,L,SERANG,,,
DPD,36,,,23,DPD3623,"H. ODJAT SUKARDJAT, S.H.I., M.B.A.",L,SERANG,,,
DPD,36,,,24,DPD3624,"H. ROSYID HAERUDIN, S.P., M.M.",L,KOTA CILEGON,,,
DPD,36,,,25,DPD3625,H. Tb. LUCKY KAKING,L,KOTA SERANG,,,
DPD,36,,,26,DPD3626,"Ir. TOGU PARDAMEAN TOBING, M.Si.",L,TANGERANG,,,
DPD,51,,,1,DPD5101,"A.A. NGR OKA RATMADI, S.H.",L,KOTA DENPASAR,,,
DPD,51,,,2,DPD5102,A.A. PUTU NGURAH WIRAWAN,L,KOTA DENPASAR,,,
DPD,51,,,3,DPD5103,Ir. ANAK AGUNG KARTIKA PUTRA,L,KOTA DENPASAR,,,
DPD,51,,,4,DPD5104,"DEWA AYU PT. SRI WIGUNAWATI, S.Sos., S.H., M.Si.",P,KOTA DENPASAR,,,
DPD,51,,,5,DPD5105,"Drs. DEWA MADE SUAMBA NEGARA, M.Si.",L,KOTA DENPASAR,,,
DPD,51,,,6,DPD5106,DEWA PUTU BUDARSA,L,BULELENG,,,
DPD,51,,,7,DPD5107,Drs. ERLANGGA MANTIK,L,JAKARTA TIMUR,,,
DPD,51,,,8,DPD5108,"GEDE PASEK SUARDIKA, S.H., M.H.",L,KOTA DENPASAR,,,
DPD,51,,,9,DPD5109,"I G.N. KESUMA KELAKAN, S.T., M.Si.",L,KOTA DENPASAR,,,
DPD,51,,,10,DPD5110,"I GEDE DHARMA WIJAYA, S.E., M.M., M.Kes.",L,BULELENG,,,
DPD,51,,,11,DPD5111,"Drg. I GEDE PUTU WIRYA, M. Kes.",L,TABANAN,,,
DPD,51,,,12,DPD5112,"Dr. I GUSTI GEDE DJESTAWANA, S.K.M., M.Kes.",L,KOTA DENPASAR,,,
DPD,51,,,13,DPD5113,"I GUSTI KETUT ADI KERTIYASA, S.H.",L,KOTA DENPASAR,,,
DPD,51,,,14,DPD5114,I GUSTI NGURAH SUSILA,L,GIANYAR,,,
DPD,51,,,15,DPD5115,I KADEK ARIMBAWA,L,KLUNGKUNG,,,
DPD,51,,,16,DPD5116,I KETUT PESTA,L,KOTA DENPASAR,,,
DPD,51,,,17,DPD5117,"Drs. I KETUT PUTRA SUARTHANA, M.M.",L,BADUNG,,,
DPD,51,,,18,DPD5118,"I MADE ARIMBAWA, S.H., M.M.",L,TABANAN,,,
DPD,51,,,19,DPD5119,"I MADE ARJAYA, S.E., M.Si.",L,KOTA DENPASAR,,,
DPD,51,,,20,DPD5120,Ir. I MADE DANA M. TANGKAS,L,KOTA BEKASI,,,
DPD,51,,,21,DPD5121,"Drs. I MADE KARANG, M.Pd.",L,KOTA DENPASAR,,,
DPD,51,,,22,DPD5122,Ir. I MADE SUARNATHA,L,BADUNG,,,
DPD,51,,,23,DPD5123,"I MADE SUDIANA, S.H.",L,GIANYAR,,,
DPD,51,,,24,DPD5124,"I MADE SUNARSA, S.E.",L,KOTA DENPASAR,,,
DPD,51,,,25,DPD5125,"I MADE SUNDAYANA,S.Kep.,  M.Si.",L,BULELENG,,,
DPD,51,,,26,DPD5126,I MADE WAKIL SEDANA,L,TABANAN,,,
DPD,51,,,27,DPD5127,"Drs. I NENGAH PARWATHA, S.H., M.Si.",L,KARANGASEM,,,
DPD,51,,,28,DPD5128,"I NENGAH WIRATHA, S.E.",L,BADUNG,,,
DPD,51,,,29,DPD5129,"Drs. I NYOMAN CENDIKIAWAN, S.H., M.Si.",L,GIANYAR,,,
DPD,51,,,30,DPD5130,"I WAYAN ARTHA DIPA, S.H., M.H.",L,KARANGASEM,,,
DPD,51,,,31,DPD5131,"I WAYAN GEDE SUYATARTHA, S.E., M.B.A..",L,KOTA DENPASAR,,,
DPD,51,,,32,DPD5132,"I WAYAN SUDIRTA, S.H.",L,KARANGASEM,,,
DPD,51,,,33,DPD5133,"I WAYAN SUKLA ARNATA, S.H., M.H.",L,BADUNG,,,
DPD,51,,,34,DPD5134,"IDA BAGUS PUTRA D. MANTRA, Ph.D.",L,KOTA DENPASAR,,,
DPD,51,,,35,DPD5135,Drs. IDA BAGUS ARNAWA,L,BADUNG,,,
DPD,51,,,36,DPD5136,"IDA BAGUS PUTU ASTINA, S.H.",L,TABANAN,,,
DPD,51,,,37,DPD5137,IDA BAGUS RAKA WIRYANATHA,L,TABANAN,,,
DPD,51,,,38,DPD5138,"Drs. H. MASRUR MAKMUR, M.Pd.I.",L,KOTA DENPASAR,,,
DPD,51,,,39,DPD5139,"PUTU ARSANA ATMAJA, S.T.",L,KOTA DENPASAR,,,
DPD,51,,,40,DPD5140,Ir. RATAYA B KENTJANAWATHY,P,JAKARTA TIMUR,,,
DPD,51,,,41,DPD5141,Dr. SHRI I G.N. ARYA WEDAKARNA M. WEDASTERAPUTRA S,L,KOTA DENPASAR,,,
DPD,52,,,1,DPD5201,"A. ZULKARNAEN ARIPIN ABDUL MAJID, S.Ag.",L,LOMBOK TENGAH,,,
DPD,52,,,2,DPD5202,"H. ABDUL HARIS, M.Sc, M.M.",L,KOTA MATARAM,,,
DPD,52,,,3,DPD5203,"H. ABDUL KASIM, S.H.",L,LOMBOK BARAT,,,
DPD,52,,,4,DPD5204,drh. H. ABDUL SAMAD,L,KOTA MATARAM,,,
DPD,52,,,5,DPD5205,"ANDI MAPPERUMAH, M.S.",L,JAKARTA SELATAN,,,
DPD,52,,,6,DPD5206,"Ir. H. BADRUL MUNIR, M.M.",L,KOTA MATARAM,,,
DPD,52,,,7,DPD5207,"BAIQ DIYAH RATU GANEFI, S.H.",P,KOTA MATARAM,,,
DPD,52,,,8,DPD5208,"DJAIDUN HASAN, S.E., M.M.",L,SIDOARJO,,,
DPD,52,,,9,DPD5209,Prof. Dr. FAROUK MUHAMMAD,L,KOTA MATARAM,,,
DPD,52,,,10,DPD5210,HAJI PADLI,L,LOMBOK TENGAH,,,
DPD,52,,,11,DPD5211,"HALIMAH TUSA'ADIAH, S.Pd.I.",P,LOMBOK TENGAH,,,
DPD,52,,,12,DPD5212,Ir. ILHAM SABIL,L,KOTA BIMA,,,
DPD,52,,,13,DPD5213,"KAHRUL ZAMAN, S.H., M.H.",L,KOTA MATARAM,,,
DPD,52,,,14,DPD5214,"L. NASRULLAH WIJAYA KUSUMA, S.P., M.H.",L,LOMBOK BARAT,,,
DPD,52,,,15,DPD5215,TGH. L. NURUL WATHONI S. Pd.I.,L,LOMBOK TENGAH,,,
DPD,52,,,16,DPD5216,"H. L. SAHRIAL AKHMADI, S.H.",L,LOMBOK TENGAH,,,
DPD,52,,,17,DPD5217,Drs. LALU AGUS SARJANA,L,LOMBOK TENGAH,,,
DPD,52,,,18,DPD5218,"TGH. LALU MALA SAR'I, S.Ag.",L,LOMBOK TENGAH,,,
DPD,52,,,19,DPD5219,H. LALU NAJATUL AKBAR,L,LOMBOK BARAT,,,
DPD,52,,,20,DPD5220,Drs. H. LALU SUHAIMI ISMY,L,LOMBOK TENGAH,,,
DPD,52,,,21,DPD5221,"H. LALU WIRATMAJA, S.H.",L,LOMBOK TENGAH,,,
DPD,52,,,22,DPD5222,Ir. M. IKHSAN GEMALA PUTRA,L,KOTA MATARAM,,,
DPD,52,,,23,DPD5223,Drs. H. M. IKROM,L,LOMBOK TENGAH,,,
DPD,52,,,24,DPD5224,"H. M. SUPARJITO, S.Sos.",L,LOMBOK BARAT,,,
DPD,52,,,25,DPD5225,H. MASYKUR SIMAN,L,LOMBOK BARAT,,,
DPD,52,,,26,DPD5226,"Drs. TGH. MUCHLIS IBRAHIM, M.Si.",L,LOMBOK BARAT,,,
DPD,52,,,27,DPD5227,"MUH. TURMUZI, S.H. M.M.Pd.",L,LOMBOK UTARA,,,
DPD,52,,,28,DPD5228,"H. MUHAIMIN YAHYA, S.Sos.",L,LOMBOK TIMUR,,,
DPD,52,,,29,DPD5229,MUHAMAD MUSANNIP,L,LOMBOK BARAT,,,
DPD,52,,,30,DPD5230,"H. MUHAMMAD, S.H.",L,KOTA MATARAM,,,
DPD,52,,,31,DPD5231,"MUHAMMAD  NASRULLAH, S.Ag.",L,LOMBOK TIMUR,,,
DPD,52,,,32,DPD5232,TGH. MUHARRAR MAHFUZ,L,LOMBOK BARAT,,,
DPD,52,,,33,DPD5233,"NAJAMUDDIN UMAR, S.E.",L,KOTA TANGERANG,,,
DPD,52,,,34,DPD5234,"Hj. ROBIATUL ADAWIYAH, S.E.",P,KOTA MATARAM,,,
DPD,52,,,35,DPD5235,"RUKMAN, S.E.",L,JAKARTA TIMUR,,,
DPD,52,,,36,DPD5236,"Ir. Hj. SRI SUSTINI. NS, M.M.",P,KOTA MATARAM,,,
DPD,52,,,37,DPD5237,"Dr. SUHARYANTO H. SORO, A.CA., S.Pd. M.Pd.",L,KOTA BANDUNG,,,
DPD,52,,,38,DPD5238,"SUPRATMAN, S.E.",L,LOMBOK TENGAH,,,
DPD,52,,,39,DPD5239,THAMRIN MARDJUN,L,KOTA MATARAM,,,
DPD,52,,,40,DPD5240,Ir. TJATUR KUKUH SURJANTO,L,KOTA MATARAM,,,
DPD,52,,,41,DPD5241,YANI SAGAROA,L,SUMBAWA,,,
DPD,53,,,1,DPD5301,Ir. ABRAHAM LIYANTO,L,KOTA KUPANG,,,
DPD,53,,,2,DPD5302,"ADRIANUS GARU, S.E., M.Si.",L,MANGGARAI,,,
DPD,53,,,3,DPD5303,"Drs. AGUSTINUS BEBOK QUINTUS, M.S.",L,KOTA KUPANG,,,
DPD,53,,,4,DPD5304,"ALEKSIUS ARMANJAYA, S.S., M.Hum.",L,JAKARTA PUSAT,,,
DPD,53,,,5,DPD5305,"ANTONIUS ELISEUS RASI WANGGE, S.S.",L,TANGERANG,,,
DPD,53,,,6,DPD5306,"ARIESTON DAPPA, S.T.",L,KOTA KUPANG,,,
DPD,53,,,7,DPD5307,dr. ASYERA R.A. WONDALERO,P,KOTA BEKASI,,,
DPD,53,,,8,DPD5308,"Ir. BERNADUS YOHANES RALDY DOY, M.Si.",L,KOTA BEKASI,,,
DPD,53,,,9,DPD5309,CAROLINA NUBATONIS-KONDO,P,KOTA KUPANG,,,
DPD,53,,,10,DPD5310,Drs. E. ENSE DA CUNHA SOLAPUNG,L,JAKARTA SELATAN,,,
DPD,53,,,11,DPD5311,"FERDINANDUS SENTOSA NGGAO, S.Sos, M.Si.",L,JAKARTA TIMUR,,,
DPD,53,,,12,DPD5312,FRANCISCO DEODATO ROSARIO OSORIO SOARES,L,KOTA DENPASAR,,,
DPD,53,,,13,DPD5313,"FRANSISKUS XAVERIUS ELVIS HANCU, S.Fil.",L,JAKARTA TIMUR,,,
DPD,53,,,14,DPD5314,"H. RUDYANTO TONUBESSI, M.Hum, M.Si.",L,KOTA KUPANG,,,
DPD,53,,,15,DPD5315,Drs. IBRAHIM AGUSTINUS MEDAH,L,KOTA KUPANG,,,
DPD,53,,,16,DPD5316,Drs. JOHANES MAT NGARE,L,MANGGARAI,,,
DPD,53,,,17,DPD5317,Drs. JOHN TH. BLEGUR,L,KOTA KUPANG,,,
