id,party_id,region_category_id,name,gender,address,note,valid_votes,elected,ranked_valid_votes,order_number
381,3,5,"TATI MEUTIA ASMARA, S.KH",P,JAYA BARU,,,0,,
382,3,5, Ir. JALALUDDIN HOESSIEN,L,MEURAXA,,,0,,
383,4,5,"RAYDINA AKHMALIA YUNASTI, SE",P,BANDA RAYA,,,0,,
384,4,5," AGUSTIAR, S.Si",L,LHOONG,,,0,,
385,5,5,"SAFWAN NURDIN, SE., M.Si",L,BANDA RAYA,,,0,,
386,5,5,H. QAMARUZZAMAN HAGNY,L,BANDA RAYA,,,0,,
387,5,5,NURUL AZMI,P,SYIAH KUALA,,,0,,
388,5,5,"Drs. H. RADJA RADAN, MA",L,BANDA RAYA,,,0,,
389,5,5,TARMIZI IP,L,JAYA BARU,,,0,,
390,5,5,SATRIANI,P,JAYA BARU,,,0,,
391,6,5," RAMZA HARLI, SE",L,JAYA BARU,,916,1,1,1
392,6,5,"Tgk. NASRUL SUFI, S.Sos.,  MM",L,LUENG BATA,,,0,,
393,6,5, KEMALA SAFRIDA,P,BAITURRAHMAN,,,0,,
394,6,5, BASRI MS,L,JAYA BARU,,,0,,
395,6,5," MUSTAFA, ST",L,KUTA ALAM,,,0,,
396,6,5," RASNIAH R, SE",P,JAYA BARU,,,0,,
397,6,5, TOPA NINGSIH,P,BANDA RAYA,,,0,,
398,7,5," ARIF FADILLAH, S.I.Kom",L,JAYA BARU,,986,1,1,1
399,7,5," HASYIMI, S.Sos",L,BANDA RAYA,,,0,,
400,7,5, AINUL MARDIAH,P,BAITURRAHMAN,,,0,,
401,7,5," USMAN, SH",L,BANDA RAYA,,,0,,
402,7,5, RITA SAHARA,P,BANDA RAYA,,,0,,
403,7,5," SAID HAYUZAR, S.Sos",L,JAYA BARU,,,0,,
404,8,5," RAKHMAD SAJULI, A.Md",L,BANDA RAYA,,,0,,
405,8,5," NAZARUDDIN, SE",L,BANDA RAYA,,,0,,
406,8,5, NINING SAGITA NOVA,P,BANDA RAYA,,,0,,
407,8,5," DEDI SUPRIATNA, A.Md",L,JAYA BARU,,,0,,
408,8,5, ABUBAKAR BUDIMAN,L,JAYA BARU,,,0,,
409,8,5, SUSINAWATI,P,BANDA RAYA,,,0,,
410,9,5,H. ILMIZA SA'ADUDDIN DJAMAL,L,JAYA BARU,,1035,1,1,1
411,9,5," HENDRI MUSTAQIM, SE",L,BANDA RAYA,,,0,,
412,9,5, YUSNIDAR,P,JAYA BARU,,,0,,
413,9,5, H. ABDUL HAMID HUSEN ,L,BANDA RAYA,,,0,,
414,9,5," H. MAZIBULLAH, S.Ag",L,JAYA BARU,,,0,,
415,9,5, FAIZAH,P,JAYA BARU,,,0,,
416,10,5, SRI RASIHANI,P,JAYA BARU,,,0,,
417,10,5," DARMAWAN, A.Mk",L,KUTA ALAM,,,0,,
418,10,5," M. MUNADI, A.Md",L,JAYA BARU,,,0,,
419,10,5, SRI ENDANG WISA,P,JAYA BARU,,,0,,
420,10,5, JUNAIDI,L,JAYA BARU,,,0,,
421,10,5, JULIADI,L,JAYA BARU,,,0,,
422,11,5,Tgk. H. MUHIBBAN H.M. HAJAT ,L,JAYA BARU,,,0,,
423,11,5," MAISYARAH, SE",P,JAYA BARU,,,0,,
424,11,5, KHAIRULLAH. S,L,JAYA BARU,,,0,,
425,11,5, Tgk. T.H. ADLI ALMADDANY,L,JAYA BARU,,,0,,
426,11,5, RIA HANUM,P,MEURAXA,,,0,,
427,11,5, MIRZA FAHLEVY ,L,BANDA RAYA,,,0,,
428,11,5," FAUZIAH, SE",P,BANDA RAYA,,,0,,
429,12,5, SAWALUDDIN,L,BANDA RAYA,,,0,,
430,12,5, ALAUDDIN,L,JAYA BARU,,,0,,
431,12,5, LELIA HANDAYANI,P,LUENG BATA,,,0,,
432,12,5, KHALID AL MAKMUM,L,BANDA RAYA,,,0,,
433,12,5," MUHAMMAD YUSUF, S.Pd.I",L,BANDA RAYA,,,0,,
434,12,5, EMAWATI,P,SYIAH KUALA,,,0,,
435,12,5, FAUZIAH,P,BAITURRAHMAN,,,0,,
436,13,5," TARWIN SPANDI, B.Sc",L,JAYA BARU,,,0,,
437,13,5, MULYADI,L,BANDA RAYA,,,0,,
438,13,5, RATNA JUITA,P,JAYA BARU,,,0,,
439,13,5," AZHAR RHAFSAH, SE",L,BANDA RAYA,,,0,,
440,13,5," TASRIF B, ST",L,JAYA BARU,,609,1,1,5
441,13,5," AMELIA RAHMI, SE., MM",P,LUENG BATA,,,0,,
442,14,5," ZULFIKRI, SE",L,BANDA RAYA,,,0,,
443,14,5, FIRLI SYAHYADI,L,JAYA BARU,,,0,,
444,14,5," SALMIATI, SE",P,JAYA BARU,,,0,,
445,14,5, Ir. HARYENTI,P,JAYA BARU,,,0,,
446,14,5," ISMAIL, SE., MM",L,KOJA                           (JAKARTA UTARA),,,0,,
447,14,5," JUMADI, S.Sos",L,MEURAXA,,,0,,
448,15,5,"CUT FADLUN ANDALIA MAHERA, SE",P,BANDA RAYA,,,0,,
449,15,5,DI HUSEN,L,MEURAXA,,,0,,
450,15,5,"SUBKI, S.Pd",L,BANDA RAYA,,,0,,
451,15,5,NUR AFDI M,L,JAYA BARU,,,0,,
452,15,5,SYUKRIAH,P,JAYA BARU,,,0,,
453,15,5,JASLINAL,L,SUKA JAYA,,,0,,
454,15,5,ERLINA,P,BANDA RAYA,,,0,,
