lembaga,id_dapil,nama_dapil,id_partai,nama_partai,suara_calon_terpilih,peringkat_suara_calon_terpilih,suara_calon_semua,peringkat_suara_calon_semua,suara_partai,peringkat_suara_partai,jumlah_suara,peringkat_jumlah_suara
DPR,9101-00-0000,Papua,6,Partai Gerakan Indonesia Raya,128598,3,280869,4,22527,1,303396,3
DPR,9101-00-0000,Papua,1,Partai NasDem,80623,8,285726,3,12450,5,298176,4
DPR,9101-00-0000,Papua,5,Partai Golongan Karya,85374,7,240219,6,17548,3,257767,5
DPR,9101-00-0000,Papua,2,Partai Kebangkitan Bangsa,106371,4,240994,5,10778,6,251772,6
DPR,9101-00-0000,Papua,8,Partai Amanat Nasional,91179,6,186076,7,7069,9,193145,7
DPR,9101-00-0000,Papua,3,Partai Keadilan Sejahtera,102536,5,150623,8,9030,8,159653,8
DPR,9101-00-0000,Papua,10,Partai Hati Nurani Rakyat,0,9,124828,9,10429,7,135257,9
DPR,9101-00-0000,Papua,9,Partai Persatuan Pembangunan,0,12,100549,10,5217,10,105766,10
DPR,9101-00-0000,Papua,15,Partai Keadilan dan Persatuan Indonesia,0,10,46754,11,3588,12,50342,11
DPR,9101-00-0000,Papua,14,Partai Bulan Bintang,0,11,12617,12,3648,11,16265,12
DPR,1203-00-0000,Sumut III,5,Partai Golongan Karya,194446,1,403547,1,64039,2,467586,1
DPR,1203-00-0000,Sumut III,4,Partai Demokrasi Indonesia Perjuangan,76819,3,215595,3,82891,1,298486,2
DPR,1203-00-0000,Sumut III,7,Partai Demokrat,49023,5,221607,2,46957,4,268564,3
DPR,1203-00-0000,Sumut III,6,Partai Gerakan Indonesia Raya,29925,9,160687,4,52012,3,212699,4
DPR,1203-00-0000,Sumut III,8,Partai Amanat Nasional,86885,2,124263,5,24650,8,148913,5
DPR,1203-00-0000,Sumut III,10,Partai Hati Nurani Rakyat,42850,6,102930,6,27129,6,130059,6
DPR,1203-00-0000,Sumut III,3,Partai Keadilan Sejahtera,33291,8,92373,7,28521,5,120894,7
DPR,1203-00-0000,Sumut III,1,Partai NasDem,39948,7,89281,8,26687,7,115968,8
DPR,1203-00-0000,Sumut III,9,Partai Persatuan Pembangunan,59584,4,86709,9,22525,9,109234,9
DPR,1203-00-0000,Sumut III,2,Partai Kebangkitan Bangsa,0,12,40144,10,19942,10,60086,10
DPR,1203-00-0000,Sumut III,14,Partai Bulan Bintang,0,11,28040,11,11262,11,39302,11
DPR,1203-00-0000,Sumut III,15,Partai Keadilan dan Persatuan Indonesia,0,10,17265,12,5859,12,23124,12
DPR,3505-00-0000,Jatim V,4,Partai Demokrasi Indonesia Perjuangan,124169,1,240845,1,203267,1,444112,1
DPR,3505-00-0000,Jatim V,2,Partai Kebangkitan Bangsa,53121,2,170837,2,95693,3,266530,2
DPR,3505-00-0000,Jatim V,5,Partai Golongan Karya,43796,5,135813,3,124287,2,260100,3
DPR,3505-00-0000,Jatim V,6,Partai Gerakan Indonesia Raya,52921,3,118757,4,81142,4,199899,4
DPR,3505-00-0000,Jatim V,1,Partai NasDem,52413,4,83820,5,38565,6,122385,5
DPR,3505-00-0000,Jatim V,7,Partai Demokrat,18162,7,52880,7,51531,5,104411,6
DPR,3505-00-0000,Jatim V,8,Partai Amanat Nasional,36632,6,64534,6,22165,9,86699,7
DPR,3505-00-0000,Jatim V,10,Partai Hati Nurani Rakyat,0,8,50258,8,27519,8,77777,8
DPR,3505-00-0000,Jatim V,3,Partai Keadilan Sejahtera,0,11,37848,9,30202,7,68050,9
DPR,3505-00-0000,Jatim V,9,Partai Persatuan Pembangunan,0,12,33590,10,20982,10,54572,10
DPR,3505-00-0000,Jatim V,14,Partai Bulan Bintang,0,10,6854,11,5734,11,12588,11
DPR,3505-00-0000,Jatim V,15,Partai Keadilan dan Persatuan Indonesia,0,9,3741,12,2724,12,6465,12
DPR,3205-00-0000,Jabar V,5,Partai Golongan Karya,141925,1,220130,1,157458,2,377588,1
DPR,3205-00-0000,Jabar V,4,Partai Demokrasi Indonesia Perjuangan,70728,3,170373,3,174934,1,345307,2
DPR,3205-00-0000,Jabar V,6,Partai Gerakan Indonesia Raya,79074,2,182676,2,137170,3,319846,3
DPR,3205-00-0000,Jabar V,9,Partai Persatuan Pembangunan,50686,4,133579,4,115999,4,249578,4
DPR,3205-00-0000,Jabar V,7,Partai Demokrat,23554,6,90081,5,74341,5,164422,5
DPR,3205-00-0000,Jabar V,3,Partai Keadilan Sejahtera,17196,7,77344,6,70667,6,148011,6
DPR,3205-00-0000,Jabar V,8,Partai Amanat Nasional,45485,5,76296,7,39637,10,115933,7
DPR,3205-00-0000,Jabar V,1,Partai NasDem,0,11,66063,8,47427,9,113490,8
DPR,3205-00-0000,Jabar V,10,Partai Hati Nurani Rakyat,0,8,54929,9,54560,7,109489,9
DPR,3205-00-0000,Jabar V,2,Partai Kebangkitan Bangsa,0,12,54011,10,53868,8,107879,10
DPR,3205-00-0000,Jabar V,14,Partai Bulan Bintang,0,10,17589,11,17329,11,34918,11
DPR,3205-00-0000,Jabar V,15,Partai Keadilan dan Persatuan Indonesia,0,9,3468,12,3843,12,7311,12
DPR,3302-00-0000,Jateng II,5,Partai Golongan Karya,309930,1,399261,1,49159,3,448420,1
DPR,3302-00-0000,Jateng II,2,Partai Kebangkitan Bangsa,93097,2,183538,2,46619,4,230157,2
DPR,3302-00-0000,Jateng II,6,Partai Gerakan Indonesia Raya,65925,4,125469,4,51642,2,177111,3
DPR,3302-00-0000,Jateng II,4,Partai Demokrasi Indonesia Perjuangan,41453,6,98820,5,76216,1,175036,4
DPR,3302-00-0000,Jateng II,9,Partai Persatuan Pembangunan,71515,3,127696,3,36590,5,164286,5
DPR,3302-00-0000,Jateng II,1,Partai NasDem,51999,5,73264,6,26348,6,99612,6
DPR,3302-00-0000,Jateng II,8,Partai Amanat Nasional,0,12,63907,7,17225,9,81132,7
DPR,3302-00-0000,Jateng II,3,Partai Keadilan Sejahtera,0,10,52629,8,20446,7,73075,8
DPR,3302-00-0000,Jateng II,10,Partai Hati Nurani Rakyat,0,7,48963,9,13951,10,62914,9
DPR,3302-00-0000,Jateng II,7,Partai Demokrat,0,11,38307,10,17324,8,55631,10
DPR,3302-00-0000,Jateng II,14,Partai Bulan Bintang,0,9,5290,11,4017,11,9307,11
DPR,3302-00-0000,Jateng II,15,Partai Keadilan dan Persatuan Indonesia,0,8,1758,12,1381,12,3139,12
DPR,3211-00-0000,Jabar XI,5,Partai Golongan Karya,98670,1,216764,3,153137,1,369901,1
DPR,3211-00-0000,Jabar XI,9,Partai Persatuan Pembangunan,82467,2,233591,2,108739,3,342330,2
DPR,3211-00-0000,Jabar XI,2,Partai Kebangkitan Bangsa,71697,3,238709,1,98461,4,337170,3
DPR,3211-00-0000,Jabar XI,4,Partai Demokrasi Indonesia Perjuangan,38006,6,158410,5,145103,2,303513,4
DPR,3211-00-0000,Jabar XI,7,Partai Demokrat,31151,7,153998,6,76888,6,230886,5
DPR,3211-00-0000,Jabar XI,8,Partai Amanat Nasional,44178,4,165452,4,57652,8,223104,6
DPR,3211-00-0000,Jabar XI,3,Partai Keadilan Sejahtera,42553,5,110494,7,76599,7,187093,7
DPR,3211-00-0000,Jabar XI,6,Partai Gerakan Indonesia Raya,19795,8,96258,8,79430,5,175688,8
DPR,3211-00-0000,Jabar XI,1,Partai NasDem,14099,9,63387,9,42300,9,105687,9
DPR,3211-00-0000,Jabar XI,10,Partai Hati Nurani Rakyat,0,10,62406,10,38000,10,100406,10
DPR,3211-00-0000,Jabar XI,14,Partai Bulan Bintang,0,12,31667,11,21671,11,53338,11
DPR,3211-00-0000,Jabar XI,15,Partai Keadilan dan Persatuan Indonesia,0,11,9735,12,5404,12,15139,12
DPR,1101-00-0000,Aceh I,7,Partai Demokrat,65851,1,161545,1,48053,2,209598,1
DPR,1101-00-0000,Aceh I,6,Partai Gerakan Indonesia Raya,63872,2,157749,2,26789,3,184538,2
DPR,1101-00-0000,Aceh I,8,Partai Amanat Nasional,47035,4,125401,3,26595,4,151996,3
DPR,1101-00-0000,Aceh I,1,Partai NasDem,38820,7,95344,5,55777,1,151121,4
DPR,1101-00-0000,Aceh I,5,Partai Golongan Karya,42557,5,115490,4,25464,6,140954,5
DPR,1101-00-0000,Aceh I,3,Partai Keadilan Sejahtera,62400,3,83864,6,22004,7,105868,6
DPR,1101-00-0000,Aceh I,2,Partai Kebangkitan Bangsa,40191,6,73481,7,19424,8,92905,7
DPR,1101-00-0000,Aceh I,9,Partai Persatuan Pembangunan,0,12,51276,8,25509,5,76785,8
DPR,1101-00-0000,Aceh I,10,Partai Hati Nurani Rakyat,0,8,27419,9,15995,9,43414,9
DPR,1101-00-0000,Aceh I,14,Partai Bulan Bintang,0,10,25718,10,14270,10,39988,10
DPR,1101-00-0000,Aceh I,4,Partai Demokrasi Indonesia Perjuangan,0,11,23473,11,11946,11,35419,11
DPR,1101-00-0000,Aceh I,15,Partai Keadilan dan Persatuan Indonesia,0,9,15483,12,6284,12,21767,12
DPR,3502-00-0000,Jatim II,2,Partai Kebangkitan Bangsa,76642,2,211507,2,88027,1,299534,1
DPR,3502-00-0000,Jatim II,1,Partai NasDem,190226,1,241460,1,54676,4,296136,2
DPR,3502-00-0000,Jatim II,5,Partai Golongan Karya,66899,3,169750,3,50355,5,220105,3
DPR,3502-00-0000,Jatim II,6,Partai Gerakan Indonesia Raya,63574,4,126012,4,58251,3,184263,4
DPR,3502-00-0000,Jatim II,4,Partai Demokrasi Indonesia Perjuangan,27166,7,89755,5,60640,2,150395,5
DPR,3502-00-0000,Jatim II,7,Partai Demokrat,43122,6,88676,6,32627,6,121303,6
DPR,3502-00-0000,Jatim II,9,Partai Persatuan Pembangunan,57303,5,81379,7,23332,7,104711,7
DPR,3502-00-0000,Jatim II,3,Partai Keadilan Sejahtera,0,11,57322,8,20126,8,77448,8
DPR,3502-00-0000,Jatim II,10,Partai Hati Nurani Rakyat,0,8,40328,9,17304,9,57632,9
DPR,3502-00-0000,Jatim II,8,Partai Amanat Nasional,0,12,25838,10,9467,10,35305,10
DPR,3502-00-0000,Jatim II,14,Partai Bulan Bintang,0,10,3938,12,3768,11,7706,11
DPR,3502-00-0000,Jatim II,15,Partai Keadilan dan Persatuan Indonesia,0,9,4048,11,3100,12,7148,12
DPR,3102-00-0000,DKI II,4,Partai Demokrasi Indonesia Perjuangan,81979,2,164568,1,217226,1,381794,1
DPR,3102-00-0000,DKI II,6,Partai Gerakan Indonesia Raya,47564,3,107962,3,110135,2,218097,2
DPR,3102-00-0000,DKI II,3,Partai Keadilan Sejahtera,104581,1,142044,2,57690,4,199734,3
DPR,3102-00-0000,DKI II,9,Partai Persatuan Pembangunan,34064,4,70392,4,70732,3,141124,4
DPR,3102-00-0000,DKI II,7,Partai Demokrat,17224,6,54635,5,46039,7,100674,5
DPR,3102-00-0000,DKI II,5,Partai Golongan Karya,21602,5,48988,6,51384,5,100372,6
DPR,3102-00-0000,DKI II,10,Partai Hati Nurani Rakyat,0,7,36557,8,47022,6,83579,7
DPR,3102-00-0000,DKI II,2,Partai Kebangkitan Bangsa,0,11,46934,7,34092,8,81026,8
DPR,3102-00-0000,DKI II,8,Partai Amanat Nasional,0,12,31468,9,19411,10,50879,9
DPR,3102-00-0000,DKI II,1,Partai NasDem,0,10,24611,10,23724,9,48335,10
DPR,3102-00-0000,DKI II,14,Partai Bulan Bintang,0,9,7340,11,8078,11,15418,11
DPR,3102-00-0000,DKI II,15,Partai Keadilan dan Persatuan Indonesia,0,8,3988,12,3920,12,7908,12
DPR,3309-00-0000,Jateng IX,4,Partai Demokrasi Indonesia Perjuangan,143307,1,252876,1,123369,1,376245,1
DPR,3309-00-0000,Jateng IX,2,Partai Kebangkitan Bangsa,81606,2,194852,2,87279,2,282131,2
DPR,3309-00-0000,Jateng IX,5,Partai Golongan Karya,75577,3,175538,3,59084,3,234622,3
DPR,3309-00-0000,Jateng IX,6,Partai Gerakan Indonesia Raya,53567,5,109355,4,52722,4,162077,4
DPR,3309-00-0000,Jateng IX,9,Partai Persatuan Pembangunan,28433,7,89625,5,27493,7,117118,5
DPR,3309-00-0000,Jateng IX,3,Partai Keadilan Sejahtera,34173,6,78827,6,30700,5,109527,6
DPR,3309-00-0000,Jateng IX,8,Partai Amanat Nasional,54963,4,76434,7,26923,8,103357,7
DPR,3309-00-0000,Jateng IX,10,Partai Hati Nurani Rakyat,0,8,72624,8,20887,10,93511,8
DPR,3309-00-0000,Jateng IX,7,Partai Demokrat,0,12,53986,9,30636,6,84622,9
DPR,3309-00-0000,Jateng IX,1,Partai NasDem,0,11,37492,10,24654,9,62146,10
DPR,3309-00-0000,Jateng IX,14,Partai Bulan Bintang,0,10,2502,11,3987,11,6489,11
DPR,3309-00-0000,Jateng IX,15,Partai Keadilan dan Persatuan Indonesia,0,9,1520,12,2610,12,4130,12
DPR,1601-00-0000,Sumsel I,5,Partai Golongan Karya,252271,1,316721,1,66264,3,382985,1
DPR,1601-00-0000,Sumsel I,4,Partai Demokrasi Indonesia Perjuangan,59930,4,157592,3,135407,1,292999,2
DPR,1601-00-0000,Sumsel I,6,Partai Gerakan Indonesia Raya,75186,2,160313,2,69123,2,229436,3
DPR,1601-00-0000,Sumsel I,8,Partai Amanat Nasional,74176,3,123140,4,40035,5,163175,4
DPR,1601-00-0000,Sumsel I,7,Partai Demokrat,50138,5,118333,5,42350,4,160683,5
DPR,1601-00-0000,Sumsel I,3,Partai Keadilan Sejahtera,35857,6,73252,7,34067,7,107319,6
DPR,1601-00-0000,Sumsel I,10,Partai Hati Nurani Rakyat,26438,7,74284,6,29503,9,103787,7
DPR,1601-00-0000,Sumsel I,1,Partai NasDem,0,10,67603,8,33878,8,101481,8
DPR,1601-00-0000,Sumsel I,2,Partai Kebangkitan Bangsa,0,11,58162,10,35453,6,93615,9
DPR,1601-00-0000,Sumsel I,9,Partai Persatuan Pembangunan,0,12,62717,9,20220,10,82937,10
DPR,1601-00-0000,Sumsel I,14,Partai Bulan Bintang,0,9,23190,11,13514,11,36704,11
DPR,1601-00-0000,Sumsel I,15,Partai Keadilan dan Persatuan Indonesia,0,8,14660,12,6054,12,20714,12
DPR,3103-00-0000,DKI III,4,Partai Demokrasi Indonesia Perjuangan,238731,1,348446,1,266779,1,615225,1
DPR,3103-00-0000,DKI III,6,Partai Gerakan Indonesia Raya,53268,4,111684,3,89692,2,201376,2
DPR,3103-00-0000,DKI III,9,Partai Persatuan Pembangunan,68353,2,120255,2,53181,4,173436,3
DPR,3103-00-0000,DKI III,5,Partai Golongan Karya,45507,5,103430,4,39618,7,143048,4
DPR,3103-00-0000,DKI III,3,Partai Keadilan Sejahtera,27164,6,92293,5,46106,5,138399,5
DPR,3103-00-0000,DKI III,1,Partai NasDem,60683,3,83473,6,35674,8,119147,6
DPR,3103-00-0000,DKI III,10,Partai Hati Nurani Rakyat,0,7,60333,7,56687,3,117020,7
DPR,3103-00-0000,DKI III,7,Partai Demokrat,0,11,51916,8,40356,6,92272,8
DPR,3103-00-0000,DKI III,8,Partai Amanat Nasional,0,12,43011,9,19135,10,62146,9
DPR,3103-00-0000,DKI III,2,Partai Kebangkitan Bangsa,0,10,23420,10,31898,9,55318,10
DPR,3103-00-0000,DKI III,14,Partai Bulan Bintang,0,9,9485,11,7335,11,16820,11
DPR,3103-00-0000,DKI III,15,Partai Keadilan dan Persatuan Indonesia,0,8,4322,12,3618,12,7940,12
DPR,3202-00-0000,Jabar II,4,Partai Demokrasi Indonesia Perjuangan,116244,3,239858,2,219051,1,458909,1
DPR,3202-00-0000,Jabar II,5,Partai Golongan Karya,146754,1,256180,1,175735,2,431915,2
DPR,3202-00-0000,Jabar II,7,Partai Demokrat,142939,2,231570,3,77709,5,309279,3
DPR,3202-00-0000,Jabar II,6,Partai Gerakan Indonesia Raya,58758,4,154198,4,120213,3,274411,4
DPR,3202-00-0000,Jabar II,3,Partai Keadilan Sejahtera,31854,6,102489,5,86436,4,188925,5
DPR,3202-00-0000,Jabar II,2,Partai Kebangkitan Bangsa,37763,5,99656,6,65123,7,164779,6
DPR,3202-00-0000,Jabar II,10,Partai Hati Nurani Rakyat,29778,7,74957,8,68943,6,143900,7
DPR,3202-00-0000,Jabar II,8,Partai Amanat Nasional,23358,8,93133,7,43632,10,136765,8
DPR,3202-00-0000,Jabar II,9,Partai Persatuan Pembangunan,0,12,71237,10,49511,8,120748,9
DPR,3202-00-0000,Jabar II,1,Partai NasDem,0,11,74241,9,44740,9,118981,10
DPR,3202-00-0000,Jabar II,14,Partai Bulan Bintang,0,10,36369,11,22485,11,58854,11
DPR,3202-00-0000,Jabar II,15,Partai Keadilan dan Persatuan Indonesia,0,9,9003,12,6470,12,15473,12
DPR,3304-00-0000,Jateng IV,4,Partai Demokrasi Indonesia Perjuangan,184823,1,258937,1,158777,1,417714,1
DPR,3304-00-0000,Jateng IV,5,Partai Golongan Karya,44081,5,147897,2,87968,2,235865,2
DPR,3304-00-0000,Jateng IV,6,Partai Gerakan Indonesia Raya,47542,3,119289,3,49308,3,168597,3
DPR,3304-00-0000,Jateng IV,3,Partai Keadilan Sejahtera,47257,4,114689,4,45857,4,160546,4
DPR,3304-00-0000,Jateng IV,8,Partai Amanat Nasional,43711,6,97096,5,26867,7,123963,5
DPR,3304-00-0000,Jateng IV,7,Partai Demokrat,58155,2,79023,6,31410,6,110433,6
DPR,3304-00-0000,Jateng IV,2,Partai Kebangkitan Bangsa,0,11,66051,8,37860,5,103911,7
DPR,3304-00-0000,Jateng IV,10,Partai Hati Nurani Rakyat,0,7,75078,7,17036,9,92114,8
DPR,3304-00-0000,Jateng IV,9,Partai Persatuan Pembangunan,0,12,41522,9,14428,10,55950,9
DPR,3304-00-0000,Jateng IV,1,Partai NasDem,0,10,26692,10,20494,8,47186,10
DPR,3304-00-0000,Jateng IV,14,Partai Bulan Bintang,0,9,2638,11,4294,11,6932,11
DPR,3304-00-0000,Jateng IV,15,Partai Keadilan dan Persatuan Indonesia,0,8,2041,12,2882,12,4923,12
DPR,3503-00-0000,Jatim III,2,Partai Kebangkitan Bangsa,168419,1,334695,1,100272,1,434967,1
DPR,3503-00-0000,Jatim III,4,Partai Demokrasi Indonesia Perjuangan,58123,2,160091,2,94441,2,254532,2
DPR,3503-00-0000,Jatim III,5,Partai Golongan Karya,34000,3,136623,3,55543,3,192166,3
DPR,3503-00-0000,Jatim III,6,Partai Gerakan Indonesia Raya,28257,5,88727,5,54652,4,143379,4
DPR,3503-00-0000,Jatim III,9,Partai Persatuan Pembangunan,32166,4,103150,4,34963,6,138113,5
DPR,3503-00-0000,Jatim III,7,Partai Demokrat,21060,6,84664,6,45216,5,129880,6
DPR,3503-00-0000,Jatim III,1,Partai NasDem,0,10,66100,7,25738,7,91838,7
DPR,3503-00-0000,Jatim III,3,Partai Keadilan Sejahtera,0,11,55721,8,24639,8,80360,8
DPR,3503-00-0000,Jatim III,10,Partai Hati Nurani Rakyat,0,7,35404,9,18872,9,54276,9
DPR,3503-00-0000,Jatim III,8,Partai Amanat Nasional,0,12,23215,10,16456,10,39671,10
DPR,3503-00-0000,Jatim III,14,Partai Bulan Bintang,0,9,3139,11,4047,11,7186,11
DPR,3503-00-0000,Jatim III,15,Partai Keadilan dan Persatuan Indonesia,0,8,3132,12,2388,12,5520,12
DPR,7101-00-0000,Sulut,4,Partai Demokrasi Indonesia Perjuangan,363817,1,413809,1,35866,1,449675,1
DPR,7101-00-0000,Sulut,5,Partai Golongan Karya,77264,4,194918,2,22347,2,217265,2
DPR,7101-00-0000,Sulut,7,Partai Demokrat,81152,3,148953,3,14822,5,163775,3
DPR,7101-00-0000,Sulut,8,Partai Amanat Nasional,103801,2,141503,4,9486,6,150989,4
DPR,7101-00-0000,Sulut,6,Partai Gerakan Indonesia Raya,35660,5,128302,5,17705,3,146007,5
DPR,7101-00-0000,Sulut,10,Partai Hati Nurani Rakyat,0,6,75581,6,16294,4,91875,6
DPR,7101-00-0000,Sulut,1,Partai NasDem,0,9,61834,7,7794,7,69628,7
DPR,7101-00-0000,Sulut,3,Partai Keadilan Sejahtera,0,10,35659,8,5775,9,41434,8
DPR,7101-00-0000,Sulut,9,Partai Persatuan Pembangunan,0,12,26452,9,5149,10,31601,9
DPR,7101-00-0000,Sulut,2,Partai Kebangkitan Bangsa,0,11,18004,10,5926,8,23930,10
DPR,7101-00-0000,Sulut,15,Partai Keadilan dan Persatuan Indonesia,0,7,12206,11,2909,11,15115,11
DPR,7101-00-0000,Sulut,14,Partai Bulan Bintang,0,8,7349,12,1303,12,8652,12
DPR,7501-00-0000,Gorontalo,5,Partai Golongan Karya,280885,1,285884,1,24906,1,310790,1
DPR,7501-00-0000,Gorontalo,6,Partai Gerakan Indonesia Raya,37512,2,42943,2,6399,6,49342,2
DPR,7501-00-0000,Gorontalo,7,Partai Demokrat,0,10,41051,3,6611,5,47662,3
DPR,7501-00-0000,Gorontalo,8,Partai Amanat Nasional,0,12,27040,6,14182,2,41222,4
DPR,7501-00-0000,Gorontalo,4,Partai Demokrasi Indonesia Perjuangan,0,9,31273,4,9333,3,40606,5
DPR,7501-00-0000,Gorontalo,10,Partai Hati Nurani Rakyat,0,3,27900,5,8740,4,36640,6
DPR,7501-00-0000,Gorontalo,9,Partai Persatuan Pembangunan,0,11,26344,7,4770,10,31114,7
DPR,7501-00-0000,Gorontalo,3,Partai Keadilan Sejahtera,0,7,20613,8,5886,7,26499,8
DPR,7501-00-0000,Gorontalo,1,Partai NasDem,0,6,15841,9,5089,9,20930,9
DPR,7501-00-0000,Gorontalo,14,Partai Bulan Bintang,0,5,13705,10,2467,11,16172,10
DPR,7501-00-0000,Gorontalo,2,Partai Kebangkitan Bangsa,0,8,7977,11,5308,8,13285,11
DPR,7501-00-0000,Gorontalo,15,Partai Keadilan dan Persatuan Indonesia,0,4,1520,12,872,12,2392,12
DPR,3511-00-0000,Jatim XI,9,Partai Persatuan Pembangunan,189186,1,398424,1,14806,7,413230,1
DPR,3511-00-0000,Jatim XI,7,Partai Demokrat,109367,8,355856,2,20680,5,376536,2
DPR,3511-00-0000,Jatim XI,2,Partai Kebangkitan Bangsa,146054,4,334843,4,28768,1,363611,3
DPR,3511-00-0000,Jatim XI,10,Partai Hati Nurani Rakyat,115963,6,344781,3,10478,9,355259,4
DPR,3511-00-0000,Jatim XI,6,Partai Gerakan Indonesia Raya,159006,3,274284,5,24412,3,298696,5
DPR,3511-00-0000,Jatim XI,1,Partai NasDem,167733,2,266181,6,25197,2,291378,6
DPR,3511-00-0000,Jatim XI,5,Partai Golongan Karya,122167,5,176067,7,17574,6,193641,7
DPR,3511-00-0000,Jatim XI,4,Partai Demokrasi Indonesia Perjuangan,112539,7,150020,8,23792,4,173812,8
DPR,3511-00-0000,Jatim XI,8,Partai Amanat Nasional,0,12,67526,9,11337,8,78863,9
DPR,3511-00-0000,Jatim XI,3,Partai Keadilan Sejahtera,0,11,35801,10,8394,10,44195,10
DPR,3511-00-0000,Jatim XI,14,Partai Bulan Bintang,0,10,19826,11,5615,11,25441,11
DPR,3511-00-0000,Jatim XI,15,Partai Keadilan dan Persatuan Indonesia,0,9,4857,12,1894,12,6751,12
DPR,1901-00-0000,Babel,4,Partai Demokrasi Indonesia Perjuangan,72400,1,88960,1,48125,1,137085,1
DPR,1901-00-0000,Babel,5,Partai Golongan Karya,33693,3,45040,3,26023,2,71063,2
DPR,1901-00-0000,Babel,7,Partai Demokrat,35570,2,49242,2,13476,5,62718,3
DPR,1901-00-0000,Babel,9,Partai Persatuan Pembangunan,0,11,40668,4,11702,8,52370,4
DPR,1901-00-0000,Babel,1,Partai NasDem,0,7,33017,6,14746,4,47763,5
DPR,1901-00-0000,Babel,8,Partai Amanat Nasional,0,12,36828,5,9478,10,46306,6
DPR,1901-00-0000,Babel,3,Partai Keadilan Sejahtera,0,8,29386,7,12511,6,41897,7
DPR,1901-00-0000,Babel,6,Partai Gerakan Indonesia Raya,0,10,20266,8,16984,3,37250,8
DPR,1901-00-0000,Babel,10,Partai Hati Nurani Rakyat,0,4,19670,9,12078,7,31748,9
DPR,1901-00-0000,Babel,14,Partai Bulan Bintang,0,6,15073,10,9446,11,24519,10
DPR,1901-00-0000,Babel,2,Partai Kebangkitan Bangsa,0,9,11588,11,11074,9,22662,11
DPR,1901-00-0000,Babel,15,Partai Keadilan dan Persatuan Indonesia,0,5,6127,12,1939,12,8066,12
DPR,9201-00-0000,Pabar,5,Partai Golongan Karya,65690,3,148830,1,11412,1,160242,1
DPR,9201-00-0000,Pabar,7,Partai Demokrat,83744,1,136258,2,7611,4,143869,2
DPR,9201-00-0000,Pabar,4,Partai Demokrasi Indonesia Perjuangan,69908,2,81320,3,8014,2,89334,3
DPR,9201-00-0000,Pabar,8,Partai Amanat Nasional,0,12,41786,4,3456,8,45242,4
DPR,9201-00-0000,Pabar,6,Partai Gerakan Indonesia Raya,0,10,22215,6,7960,3,30175,5
DPR,9201-00-0000,Pabar,1,Partai NasDem,0,7,22289,5,5112,5,27401,6
DPR,9201-00-0000,Pabar,2,Partai Kebangkitan Bangsa,0,9,14430,7,3744,6,18174,7
DPR,9201-00-0000,Pabar,10,Partai Hati Nurani Rakyat,0,4,13864,8,3566,7,17430,8
DPR,9201-00-0000,Pabar,3,Partai Keadilan Sejahtera,0,8,11038,9,2923,9,13961,9
DPR,9201-00-0000,Pabar,9,Partai Persatuan Pembangunan,0,11,9196,11,2129,10,11325,10
DPR,9201-00-0000,Pabar,15,Partai Keadilan dan Persatuan Indonesia,0,5,9499,10,1261,11,10760,11
DPR,9201-00-0000,Pabar,14,Partai Bulan Bintang,0,6,4898,12,914,12,5812,12
DPR,5101-00-0000,Bali,4,Partai Demokrasi Indonesia Perjuangan,572614,1,686684,1,186201,1,872885,1
DPR,5101-00-0000,Bali,5,Partai Golongan Karya,213132,2,273293,2,56327,2,329620,2
DPR,5101-00-0000,Bali,7,Partai Demokrat,178030,3,269507,3,41739,4,311246,3
DPR,5101-00-0000,Bali,6,Partai Gerakan Indonesia Raya,54655,4,168012,4,51509,3,219521,4
DPR,5101-00-0000,Bali,10,Partai Hati Nurani Rakyat,0,5,60370,5,16877,7,77247,5
DPR,5101-00-0000,Bali,1,Partai NasDem,0,8,39713,6,21256,5,60969,6
DPR,5101-00-0000,Bali,2,Partai Kebangkitan Bangsa,0,10,21232,9,18049,6,39281,7
DPR,5101-00-0000,Bali,3,Partai Keadilan Sejahtera,0,9,24154,8,12936,8,37090,8
DPR,5101-00-0000,Bali,15,Partai Keadilan dan Persatuan Indonesia,0,6,28246,7,5739,11,33985,9
DPR,5101-00-0000,Bali,8,Partai Amanat Nasional,0,12,17054,10,6574,10,23628,10
DPR,5101-00-0000,Bali,9,Partai Persatuan Pembangunan,0,11,8295,11,6752,9,15047,11
DPR,5101-00-0000,Bali,14,Partai Bulan Bintang,0,7,1746,12,1985,12,3731,12
DPR,1302-00-0000,Sumbar II,6,Partai Gerakan Indonesia Raya,71847,2,168688,1,25903,2,194591,1
DPR,1302-00-0000,Sumbar II,7,Partai Demokrat,84563,1,132775,2,25753,3,158528,2
DPR,1302-00-0000,Sumbar II,5,Partai Golongan Karya,53182,3,117593,3,34145,1,151738,3
DPR,1302-00-0000,Sumbar II,3,Partai Keadilan Sejahtera,25568,5,75410,4,18600,4,94010,4
DPR,1302-00-0000,Sumbar II,9,Partai Persatuan Pembangunan,21348,6,74983,5,17190,6,92173,5
DPR,1302-00-0000,Sumbar II,4,Partai Demokrasi Indonesia Perjuangan,39131,4,63767,6,17229,5,80996,6
DPR,1302-00-0000,Sumbar II,1,Partai NasDem,0,10,62982,7,15451,7,78433,7
DPR,1302-00-0000,Sumbar II,8,Partai Amanat Nasional,0,12,61242,8,15109,8,76351,8
