lembaga,tahun,id_provinsi,nama_provinsi,id_dapil,nama_dapil,id_partai,nama_partai,urutan,id,nama,suara_sah,peringkat_suara_sah_calon,terpilih
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,22,1600-00-0000-0022,"SISKA MARLENI, S.E., M.Si.",221444,4,True
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,23,1600-00-0000-0023,"Hj. SITI FARIDA, S.Pd.",24430,26,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,24,1600-00-0000-0024,"SOLEHUN, M.Pd.",29115,25,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,25,1600-00-0000-0025,"Drs. H. SYARIFUDIN ALI AMIN, S.H.",29882,24,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,26,1600-00-0000-0026,Ir. SYUKRI ZUBER,80675,15,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,27,1600-00-0000-0027,"TAUFIKURROHMAN, S.Sos.",,,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,28,1600-00-0000-0028,"ZULKIFLI, S.Pd.I.",40217,22,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,1,1800-00-0000-0001,"Ir. A. AZIS ADYAS, S.H.",252912,5,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,2,1800-00-0000-0002,"H. ACHMAD SYABIRIN H. A KOENANG, S.H. M.H.",189954,6,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,3,1800-00-0000-0003,Ir. AGUSMAN EFFENDI,159344,9,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,4,1800-00-0000-0004,"AHMAD FARMADI PUTRA, S.H.",154965,10,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,5,1800-00-0000-0005,"H. AHMAD JAJULI, S.I.P.",338596,2,True
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,6,1800-00-0000-0006,"ANANDA TOHPATI.N. R,S.P.Si.",145718,11,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,7,1800-00-0000-0007,Ir. ANANG PRIHANTORO,546287,1,True
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,8,1800-00-0000-0008,Dr. H. ANDI SURYA,295910,3,True
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,9,1800-00-0000-0009,ARDIAN SAPUTRA,163676,8,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,10,1800-00-0000-0010,"ARIEF BUDI ATMOKO, S.T, M.T.",44285,23,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,11,1800-00-0000-0011,"Ir. H. ARYODHIA FEBRIANSYA, SZP, S.H",185797,7,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,12,1800-00-0000-0012,H. ISMAIL ZULKARNAIN,85329,16,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,13,1800-00-0000-0013,"ISWANDI, A. Md.",40235,24,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,14,1800-00-0000-0014,"H. KHAIRUDIN GUSTAM, S.E.",59057,20,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,15,1800-00-0000-0015,MOH. YUSUF,49428,22,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,16,1800-00-0000-0016,"MUHYIDIN THOHIR, S.Pd.I.",73332,18,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,17,1800-00-0000-0017,Ir.Hi. NUR ZAINI,55300,21,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,18,1800-00-0000-0018,"RIDA BUDIYATI, S.Kom.",138467,13,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,19,1800-00-0000-0019,"H. SM. HERLAMBANG,S.H.M.H.",79610,17,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,20,1800-00-0000-0020,Ir. SUHENDRA RATU PRAWIRA NEGARA,105466,15,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,21,1800-00-0000-0021,"H. SUMINTO MARTONO,S.H.",36922,25,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,22,1800-00-0000-0022,"KOLONEL (Purn.) H. SUNARDI, S.Sos, M.H.",67176,19,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,23,1800-00-0000-0023,"SYARIF, S.H.",270882,4,True
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,24,1800-00-0000-0024,TUTI W. MALANO,139269,12,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,25,1800-00-0000-0025,Ir. WORO ARY WERDHANI,112893,14,False
DPD,2014,18,LAMPUNG,1800-00-0000,LAMPUNG,,,26,1800-00-0000-0026,ZAINAL MA'ARIF,22294,26,False
DPD,2014,19,BANGKA BELITUNG,1900-00-0000,BANGKA BELITUNG,,,1,1900-00-0000-0001,Drs. H. A. HUDARNI RANI,85877,1,True
DPD,2014,19,BANGKA BELITUNG,1900-00-0000,BANGKA BELITUNG,,,2,1900-00-0000-0002,"Ir. AGUNG SETIAWAN, M.M.",28193,8,False
DPD,2014,19,BANGKA BELITUNG,1900-00-0000,BANGKA BELITUNG,,,3,1900-00-0000-0003,"BAHAR BUASAN, S.T.",36045,5,False
DPD,2014,19,BANGKA BELITUNG,1900-00-0000,BANGKA BELITUNG,,,4,1900-00-0000-0004,"H. ERNAWAN REBUIN, M.M.",21162,11,False
DPD,2014,19,BANGKA BELITUNG,1900-00-0000,BANGKA BELITUNG,,,5,1900-00-0000-0005,"FADJAR FAIRY, S.H.",28240,7,False
DPD,2014,19,BANGKA BELITUNG,1900-00-0000,BANGKA BELITUNG,,,6,1900-00-0000-0006,"HERRY ERFIAN, S.T.",63318,2,True
DPD,2014,19,BANGKA BELITUNG,1900-00-0000,BANGKA BELITUNG,,,7,1900-00-0000-0007,Ir. H. IWANSYAH,18212,14,False
DPD,2014,19,BANGKA BELITUNG,1900-00-0000,BANGKA BELITUNG,,,8,1900-00-0000-0008,"H. JAWARNO, S.I.P.",19885,12,False
DPD,2014,19,BANGKA BELITUNG,1900-00-0000,BANGKA BELITUNG,,,9,1900-00-0000-0009,H. MUHAMMAD SULAHUDIN,24277,10,False
DPD,2014,19,BANGKA BELITUNG,1900-00-0000,BANGKA BELITUNG,,,10,1900-00-0000-0010,Dra. Hj. NURLAELA,26166,9,False
DPD,2014,19,BANGKA BELITUNG,1900-00-0000,BANGKA BELITUNG,,,11,1900-00-0000-0011,"Drs. H. PARHAN ALI, M.M.",30349,6,False
DPD,2014,19,BANGKA BELITUNG,1900-00-0000,BANGKA BELITUNG,,,12,1900-00-0000-0012,"H. PATRIS LUMUMBA, S.H.",8618,18,False
DPD,2014,19,BANGKA BELITUNG,1900-00-0000,BANGKA BELITUNG,,,13,1900-00-0000-0013,"Ir. R. RUDY IRAWAN, M.M.",19723,13,False
DPD,2014,19,BANGKA BELITUNG,1900-00-0000,BANGKA BELITUNG,,,14,1900-00-0000-0014,SOFIAN ROMLI,7347,19,False
DPD,2014,19,BANGKA BELITUNG,1900-00-0000,BANGKA BELITUNG,,,15,1900-00-0000-0015,"H. SYAMSUDDIN BASARI, S.Sos., M.Si.",16962,15,False
DPD,2014,19,BANGKA BELITUNG,1900-00-0000,BANGKA BELITUNG,,,16,1900-00-0000-0016,"TELLIE, S.E.",51552,3,True
DPD,2014,19,BANGKA BELITUNG,1900-00-0000,BANGKA BELITUNG,,,18,1900-00-0000-0018,ZUBAIDAH,14286,16,False
DPD,2014,19,BANGKA BELITUNG,1900-00-0000,BANGKA BELITUNG,,,19,1900-00-0000-0019,"ZULFRIANDI AFAN, S.E.",6811,20,False
DPD,2014,19,BANGKA BELITUNG,1900-00-0000,BANGKA BELITUNG,,,20,1900-00-0000-0020,"Ir. H. ZULKARNAEN SYAMSUDIN, M.M., M.B.A.",9909,17,False
DPD,2014,19,BANGKA BELITUNG,1900-00-0000,BANGKA BELITUNG,,,21,1900-00-0000-0021,"Drs. H. ZULKARNAIN KARIM, M.M.",49840,4,True
DPD,2014,21,KEPULAUAN RIAU,2100-00-0000,KEPULAUAN RIAU,,,1,2100-00-0000-0001,"DJASARMEN PURBA, S.H.",83748,3,True
DPD,2014,21,KEPULAUAN RIAU,2100-00-0000,KEPULAUAN RIAU,,,2,2100-00-0000-0002,"FAHRUDDIN NASUTION, B.A.",26264,12,False
DPD,2014,21,KEPULAUAN RIAU,2100-00-0000,KEPULAUAN RIAU,,,3,2100-00-0000-0003,HARDI SELAMAT HOOD,93170,2,True
DPD,2014,21,KEPULAUAN RIAU,2100-00-0000,KEPULAUAN RIAU,,,4,2100-00-0000-0004,HARIPINTO TANUWIDJAJA,82115,4,True
DPD,2014,21,KEPULAUAN RIAU,2100-00-0000,KEPULAUAN RIAU,,,5,2100-00-0000-0005,HERI IRIANTO,25447,13,False
DPD,2014,21,KEPULAUAN RIAU,2100-00-0000,KEPULAUAN RIAU,,,6,2100-00-0000-0006,MANGARA SONANG NASUTION,12087,14,False
DPD,2014,21,KEPULAUAN RIAU,2100-00-0000,KEPULAUAN RIAU,,,7,2100-00-0000-0007,"Ir. MOHAMAD NABIL, M.Si.",77267,5,False
DPD,2014,21,KEPULAUAN RIAU,2100-00-0000,KEPULAUAN RIAU,,,8,2100-00-0000-0008,"PERIS TAMBA, S.E., M.M.",12010,15,False
DPD,2014,21,KEPULAUAN RIAU,2100-00-0000,KEPULAUAN RIAU,,,9,2100-00-0000-0009,RADEN HARI TJAHYONO,40552,9,False
DPD,2014,21,KEPULAUAN RIAU,2100-00-0000,KEPULAUAN RIAU,,,10,2100-00-0000-0010,"RAHMATSYAH RAMADHANY DHANY ISMETH, M.B.A., M.Sc.",36316,10,False
DPD,2014,21,KEPULAUAN RIAU,2100-00-0000,KEPULAUAN RIAU,,,11,2100-00-0000-0011,RIA SAPTARIKA,122817,1,True
DPD,2014,21,KEPULAUAN RIAU,2100-00-0000,KEPULAUAN RIAU,,,12,2100-00-0000-0012,"Dr. RICHARD H PASARIBU, B.Sc., M.Sc.",47076,8,False
DPD,2014,21,KEPULAUAN RIAU,2100-00-0000,KEPULAUAN RIAU,,,13,2100-00-0000-0013,H. SAIDUL KHUDRI,28369,11,False
DPD,2014,21,KEPULAUAN RIAU,2100-00-0000,KEPULAUAN RIAU,,,14,2100-00-0000-0014,"Dra. Hj. SYAMSINAR YUSUF, M.M.",49788,7,False
DPD,2014,21,KEPULAUAN RIAU,2100-00-0000,KEPULAUAN RIAU,,,15,2100-00-0000-0015,"Drs. H. ZULBAHRI M, M.Pd.",54674,6,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,1,3100-00-0000-0001,"A. SYAMSUL ZAKARIA, S.H., M.H.",102218,12,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,2,3100-00-0000-0002,Dr. (HC.) A.M. FATWA,475601,2,True
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,3,3100-00-0000-0003,ABDI SUMAITHI,144355,9,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,4,3100-00-0000-0004,"ABDUL AZIS KHAFIA, S.Si., M.Si.",368397,4,True
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,5,3100-00-0000-0005,ARDI PUTRA BARAMULI,114580,11,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,6,3100-00-0000-0006,Prof. Dr. DAILAMI FIRDAUS,416929,3,True
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,7,3100-00-0000-0007,DASRIL,79795,17,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,8,3100-00-0000-0008,"dr. EDDI JUNAIDI, Sp.OG., S.H., M.Kes.",86382,15,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,9,3100-00-0000-0009,"Drs. EDDY SADELI, S.H.",155791,8,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,10,3100-00-0000-0010,F.X. OERIP SOEDJOED,87900,13,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,11,3100-00-0000-0011,"FAHIRA IDRIS, S.E.",511323,1,True
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,12,3100-00-0000-0012,HERU COKRO,16734,31,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,13,3100-00-0000-0013,"Dr.Ir. HERU J. JUWONO, M.T.",87462,14,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,14,3100-00-0000-0014,"IVAN RINALDI, S.E., M.M.",26031,26,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,15,3100-00-0000-0015,"KH.LUTFI HAKIM, M.A.",231087,6,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,16,3100-00-0000-0016,M. RIFQY,82409,16,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,17,3100-00-0000-0017,"drg. MOESTAR PUTRAJAYA, M.H.",16453,32,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,18,3100-00-0000-0018,"Drs. MOHAMAD SJOHIRIN, M.Si.",36316,23,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,19,3100-00-0000-0019,"Drs. H. MOHAMMAD JOESOEF, S.E., M.Si.",119227,10,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,20,3100-00-0000-0020,MUTIATI SEJAHTERA,59817,20,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,21,3100-00-0000-0021,"H. PARDI, S.H.",22808,27,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,22,3100-00-0000-0022,PARNI HADI,41681,22,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,23,3100-00-0000-0023,RAMDANSYAH,29619,25,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,24,3100-00-0000-0024,"REKSON SILABAN, S.E.",43218,21,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,25,3100-00-0000-0025,H. RIZKI ALJUPRI,67762,19,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,26,3100-00-0000-0026,ROMMY,70429,18,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,27,3100-00-0000-0027,RUDY HAMID,8316,34,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,28,3100-00-0000-0028,SABAM SIRAIT,237273,5,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,29,3100-00-0000-0029,"SANTO DEWATMOKO, S.T., M.M., M.A.",10785,33,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,30,3100-00-0000-0030,"H. SAYOGO HENDROSUBROTO, S.I.P.",17415,30,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,31,3100-00-0000-0031,Drs. SERGIUS KELANG,18502,28,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,32,3100-00-0000-0032,"USMAR, S.E., M.M.",8215,35,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,33,3100-00-0000-0033,VIVI EFFENDY,204897,7,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,34,3100-00-0000-0034,WAHYU RAHARJO,34667,24,False
DPD,2014,31,DKI JAKARTA,3100-00-0000,DKI JAKARTA,,,35,3100-00-0000-0035,"H. ZUHDI MAMDUHI, S.E.",17747,29,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,1,3200-00-0000-0001,"H. ACENG HOLIK MUNAWAR FIKRI, S.Ag.",1139556,3,True
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,2,3200-00-0000-0002,ASEP SYARIPUDIN,1010159,5,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,3,3200-00-0000-0003,Drs. ASRIL DAS,690789,12,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,4,3200-00-0000-0004,Ir. H. AYI HAMBALI,1032465,4,True
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,5,3200-00-0000-0005,DENI JASMARA,702344,9,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,6,3200-00-0000-0006,DENI SAEFUL HAYAT,692282,11,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,7,3200-00-0000-0007,DJUMONO,532163,14,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,8,3200-00-0000-0008,"ELANG RAJA LUQMAN ZULKAEDIN, S.H.",928728,7,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,9,3200-00-0000-0009,"Dr. H. EMAN SURYAMAN, M.M.",965389,6,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,10,3200-00-0000-0010,"Dra. Ir. Hj. ENI SUMARNI, M.Kes.",2042130,2,True
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,11,3200-00-0000-0011,"Hj. EUIS ATIKAH, S.Sos.",267296,19,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,12,3200-00-0000-0012,"Dr. H. GUNAWAN UNDANG, M.Si.",233821,20,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,13,3200-00-0000-0013,"H. HASAN ZAINAL ABIDIN EZ, S.E., M.M.",175556,29,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,14,3200-00-0000-0014,"HUSNI F. MUBAROK, S.Ag., M.Si.",418783,17,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,15,3200-00-0000-0015,"JULIANDA BARUS, M.M., M.B.A.",124247,34,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,16,3200-00-0000-0016,"Drs. H. K. EDI PERMADI, M.Pd.",588204,13,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,17,3200-00-0000-0017,"H. M. YOS FAISAL HUSNI, M.H., M.Hum.",150525,32,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,18,3200-00-0000-0018,"K.H. MOH. ATHOILLAH MURSJID, S.E., M.Si.",696974,10,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,19,3200-00-0000-0019,MUHAMMAD HAFIDZ,189921,27,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,20,3200-00-0000-0020,"NACE PERMANA, S.E.",179953,28,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,21,3200-00-0000-0021,NAZAR HARIS,124879,33,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,22,3200-00-0000-0022,Drs. H. NU'MAN ABDUL HAKIM,229768,22,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,23,3200-00-0000-0023,ODIK SODIKIN,74720,36,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,24,3200-00-0000-0024,"ONI SUWARMAN, A.Md.",2167485,1,True
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,25,3200-00-0000-0025,"Dra. Hj. R. ELLA M. GIRIKOMALA, M.Pd.",516261,15,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,26,3200-00-0000-0026,"RATU RAJA ARIMBI NURTINA, S.T.",221959,24,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,27,3200-00-0000-0027,H. RUDI HARSA TANAYA,226236,23,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,28,3200-00-0000-0028,"Drs. H. RUKMAN HERYANA, M.M.",203889,25,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,29,3200-00-0000-0029,"Dr. H. SUHAELI, M.Si.",233745,21,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,30,3200-00-0000-0030,SUHARNA SURAPRANATA,423500,16,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,31,3200-00-0000-0031,"H. SYARIF BASTAMAN, S.H.",268757,18,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,32,3200-00-0000-0032,SYIFA HANANTA,779871,8,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,33,3200-00-0000-0033,"TRI WURYANTORO, S.E.",76342,35,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,34,3200-00-0000-0034,"H. TUBAGUS DASEP, IPS, S.Sos., S.H., B.E., M.Sc.",174231,30,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,35,3200-00-0000-0035,"UNANG MARGANA, S.H., M.H.",161729,31,False
DPD,2014,32,JAWA BARAT,3200-00-0000,JAWA BARAT,,,36,3200-00-0000-0036,"Drs. H. UU RUKMANA, M.Si.",201250,26,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,1,3300-00-0000-0001,AGUS MUJAYANTO,598481,7,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,2,3300-00-0000-0002,"Drs. H. AHMAD NIAM SYUKRI, M.Si.",582634,8,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,3,3300-00-0000-0003,"AHSAN FAUZI, S.Sos.I",498585,10,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,4,3300-00-0000-0004,Drs. H. AKHMAD MUQOWAM,948673,4,True
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,5,3300-00-0000-0005,"BAGYONO, ST",410286,15,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,6,3300-00-0000-0006,"Dr. H. BAMBANG SADONO, S.H,. M.H.",1235682,3,True
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,7,3300-00-0000-0007,"Hj. DENTY EKA WIDI PRATIWI, S.E., M.H.",1901163,1,True
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,8,3300-00-0000-0008,G.K.R. AYU KOES INDRIYAH,908036,5,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,9,3300-00-0000-0009,"Dra. Hj. H.R. UTAMI, M.Hum.",417953,14,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,10,3300-00-0000-0010,"Drs. H. HENDRO MARTOJO, M.M.",436999,12,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,11,3300-00-0000-0011,HERIYANTO,215331,19,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,12,3300-00-0000-0012,"Drs. H. HUMAM SABRONI, M.Si.",183226,22,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,13,3300-00-0000-0013,"IKA TRISNA MULYANINGSIH, S.T.",168482,23,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,14,3300-00-0000-0014,"H. ISKANDAR, S.Ag, M.Si",102548,28,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,15,3300-00-0000-0015,Drs. JABIR,188406,21,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,16,3300-00-0000-0016,"KHIZANATURROHMAH, S.Ag.",371272,18,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,17,3300-00-0000-0017,"KUNDARI, S.E.",560447,9,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,18,3300-00-0000-0018,"Ir. KUNTO ENDRIYONO, M.M.",130481,26,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,19,3300-00-0000-0019,Mayjen (Purn.) Drs. H. KURDI MUSTOFA,689956,6,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,20,3300-00-0000-0020,"MUHAMMAD AL HABSYI, S.Pd",404763,16,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,21,3300-00-0000-0021,POPPY DHARSONO,487366,11,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,22,3300-00-0000-0022,R. SUKARNO WINARTO,92144,30,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,23,3300-00-0000-0023,"Hj. SITI AZZAH, S.Sos.",385434,17,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,24,3300-00-0000-0024,Ir. H. SOEHARSOJO,127145,27,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,25,3300-00-0000-0025,"Drs. St. SUKIRNO, M.S.",133835,25,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,26,3300-00-0000-0026,"H. SUDIR SANTOSO, S.H.",,,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,27,3300-00-0000-0027,"Dr. H. SULISTIYO, M.Pd.",1246129,2,True
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,28,3300-00-0000-0028,Drs. K.P.H. SUMARYOTO PADMODININGRAT,156877,24,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,29,3300-00-0000-0029,"SURO JOGO PBSH, S.E.",426954,13,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,30,3300-00-0000-0030,TJAHJADI TAKARIAWAN,200820,20,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,31,3300-00-0000-0031,TOTO DIRGANTORO,98192,29,False
DPD,2014,33,JAWA TENGAH,3300-00-0000,JAWA TENGAH,,,32,3300-00-0000-0032,WAKIL MAGHFUR,60117,31,False
DPD,2014,34,DI YOGYAKARTA,3400-00-0000,DI YOGYAKARTA,,,1,3400-00-0000-0001,"Drs. H. A. HAFIDH ASROM, M.M.",158794,2,True
DPD,2014,34,DI YOGYAKARTA,3400-00-0000,DI YOGYAKARTA,,,2,3400-00-0000-0002,"H. A. TAUFIQURROHMAN, S.Ag.",53714,10,False
DPD,2014,34,DI YOGYAKARTA,3400-00-0000,DI YOGYAKARTA,,,3,3400-00-0000-0003,H. ABDUL MUHAIMIN,48885,11,False
DPD,2014,34,DI YOGYAKARTA,3400-00-0000,DI YOGYAKARTA,,,4,3400-00-0000-0004,"BAMBANG EKO PRABOWO, B.Sc., S.I.P.",92867,5,False
