id,dapil_id,party_id,jumlah
776,1301-00-0000,14,"37,304"
777,1302-00-0000,14,"28,389"
778,1401-00-0000,14,"37,870"
779,1402-00-0000,14,"24,399"
780,1501-00-0000,14,"39,203"
781,1601-00-0000,14,"36,704"
782,1602-00-0000,14,"87,432"
783,1701-00-0000,14,"17,663"
784,1801-00-0000,14,"26,139"
785,1802-00-0000,14,"19,343"
786,1901-00-0000,14,"24,519"
787,2101-00-0000,14,"11,913"
788,3101-00-0000,14,"15,733"
789,3102-00-0000,14,"19,005"
790,3103-00-0000,14,"16,820"
791,3201-00-0000,14,"34,090"
792,3202-00-0000,14,"58,854"
793,3203-00-0000,14,"36,908"
794,3204-00-0000,14,"14,392"
795,3205-00-0000,14,"34,918"
796,3206-00-0000,14,"24,932"
797,3207-00-0000,14,"48,441"
798,3208-00-0000,14,"21,356"
799,3209-00-0000,14,"23,533"
800,3210-00-0000,14,"17,721"
801,3211-00-0000,14,"53,338"
802,3301-00-0000,14,"7,712"
803,3302-00-0000,14,"9,307"
804,3303-00-0000,14,"13,961"
805,3304-00-0000,14,"6,932"
806,3305-00-0000,14,"9,070"
807,3306-00-0000,14,"11,385"
808,3307-00-0000,14,"18,055"
809,3308-00-0000,14,"9,018"
810,3309-00-0000,14,"6,489"
811,3310-00-0000,14,"7,203"
812,3401-00-0000,14,"14,162"
813,3501-00-0000,14,"15,573"
814,3502-00-0000,14,"7,706"
815,3503-00-0000,14,"7,186"
816,3504-00-0000,14,"23,066"
817,3505-00-0000,14,"12,588"
818,3506-00-0000,14,"21,143"
819,3507-00-0000,14,"16,922"
820,3508-00-0000,14,"21,496"
821,3509-00-0000,14,"8,625"
822,3510-00-0000,14,"6,938"
823,3511-00-0000,14,"25,441"
824,3601-00-0000,14,"24,598"
825,3602-00-0000,14,"25,381"
826,3603-00-0000,14,"39,231"
827,5101-00-0000,14,"3,731"
828,5201-00-0000,14,"83,768"
829,5301-00-0000,14,"19,141"
830,5302-00-0000,14,"21,768"
831,6101-00-0000,14,"30,813"
832,6201-00-0000,14,"15,431"
833,6301-00-0000,14,"18,656"
834,6302-00-0000,14,"12,078"
835,6401-00-0000,14,"40,586"
836,7101-00-0000,14,"8,652"
837,7201-00-0000,14,"26,087"
838,7301-00-0000,14,"15,364"
839,7302-00-0000,14,"22,683"
840,7303-00-0000,14,"19,613"
841,7401-00-0000,14,"26,699"
842,7501-00-0000,14,"16,172"
843,7601-00-0000,14,"6,292"
844,8101-00-0000,14,"8,646"
845,8201-00-0000,14,"30,180"
846,9101-00-0000,14,"16,265"
847,9201-00-0000,14,"5,812"
848,1101-00-0000,15,"21,767"
849,1102-00-0000,15,"11,212"
850,1201-00-0000,15,"44,237"
851,1202-00-0000,15,"31,205"
852,1203-00-0000,15,"23,124"
853,1301-00-0000,15,"18,180"
854,1302-00-0000,15,"5,926"
855,1401-00-0000,15,"14,350"
856,1402-00-0000,15,"12,978"
857,1501-00-0000,15,"16,752"
858,1601-00-0000,15,"20,714"
859,1602-00-0000,15,"24,506"
860,1701-00-0000,15,"18,923"
861,1801-00-0000,15,"13,414"
862,1802-00-0000,15,"22,580"
863,1901-00-0000,15,"8,066"
864,2101-00-0000,15,"11,106"
865,3101-00-0000,15,"8,958"
866,3102-00-0000,15,"10,444"
867,3103-00-0000,15,"7,940"
868,3201-00-0000,15,"9,644"
869,3202-00-0000,15,"15,473"
870,3203-00-0000,15,"10,936"
871,3204-00-0000,15,"7,873"
872,3205-00-0000,15,"7,311"
873,3206-00-0000,15,"11,724"
874,3207-00-0000,15,"12,477"
875,3208-00-0000,15,"6,920"
876,3209-00-0000,15,"14,905"
877,3210-00-0000,15,"7,346"
878,3211-00-0000,15,"15,139"
879,3301-00-0000,15,"6,806"
880,3302-00-0000,15,"3,139"
881,3303-00-0000,15,"16,812"
882,3304-00-0000,15,"4,923"
883,3305-00-0000,15,"4,405"
884,3306-00-0000,15,"8,002"
885,3307-00-0000,15,"3,781"
886,3308-00-0000,15,"4,392"
887,3309-00-0000,15,"4,130"
888,3310-00-0000,15,"3,448"
889,3401-00-0000,15,"5,199"
890,3501-00-0000,15,"6,803"
891,3502-00-0000,15,"7,148"
892,3503-00-0000,15,"5,520"
893,3504-00-0000,15,"7,222"
894,3505-00-0000,15,"6,465"
895,3506-00-0000,15,"7,130"
896,3507-00-0000,15,"6,821"
897,3508-00-0000,15,"11,832"
898,3509-00-0000,15,"8,542"
899,3510-00-0000,15,"7,666"
900,3511-00-0000,15,"6,751"
901,3601-00-0000,15,"4,920"
902,3602-00-0000,15,"14,025"
903,3603-00-0000,15,"30,493"
904,5101-00-0000,15,"33,985"
905,5201-00-0000,15,"41,460"
906,5301-00-0000,15,"27,078"
907,5302-00-0000,15,"32,895"
908,6101-00-0000,15,"39,181"
909,6201-00-0000,15,"18,640"
910,6301-00-0000,15,"9,323"
911,6302-00-0000,15,"5,035"
912,6401-00-0000,15,"27,657"
913,7101-00-0000,15,"15,115"
914,7201-00-0000,15,"24,866"
915,7301-00-0000,15,"53,016"
916,7302-00-0000,15,"9,171"
917,7303-00-0000,15,"30,190"
918,7401-00-0000,15,"7,965"
919,7501-00-0000,15,"2,392"
920,7601-00-0000,15,"13,823"
921,8101-00-0000,15,"14,541"
922,8201-00-0000,15,"13,154"
923,9101-00-0000,15,"50,342"
924,9201-00-0000,15,"10,760"
