lembaga,provinsi_id,dapil_id,partai_id,calon_urutan,calon_id,nama,kelamin,tinggal,agama,tempat_lahir,tanggal_lahir
DPR,12,1201,4,1,DPR12010401,H. IRMADI LUBIS,L,JAKARTA SELATAN,,,
DPR,12,1201,4,2,DPR12010402,dr. SOFYAN TAN,L,MEDAN,,,
DPR,12,1201,4,3,DPR12010403,"LIDYA OCTAVIANA SIANIPAR, SH",P,PONTIANAK,,,
DPR,12,1201,4,4,DPR12010404,"BALTASAR TARIGAN, SE",L,BEKASI,,,
DPR,12,1201,4,5,DPR12010405,"FIRMAN JAYA DAELY, SH",L,JAKARTA SELATAN,,,
DPR,12,1201,4,6,DPR12010406,YENNI MEILINA LIE,P,JAKARTA SELATAN,,,
DPR,12,1201,4,7,DPR12010407,Ir. BINTATAR PARLAUNGAN HUTABARAT,L,BEKASI,,,
DPR,12,1201,4,8,DPR12010408,Drs. H JUMIRAN ABDI,L,MEDAN,,,
DPR,12,1201,4,9,DPR12010409,EMMA MARIAAMINA HUTAGAOL,P,JAKARTA TIMUR,,,
DPR,12,1201,4,10,DPR12010410,FX. IWAN ADI PURWANA,L,JAKARTA SELATAN,,,
DPR,12,1201,8,1,DPR12010801,"MULFACHRI HARAHAP, SH",L,JAKARTA TIMUR,,,
DPR,12,1201,8,2,DPR12010802,DONI MERZA,L,KOTA MEDAN,,,
DPR,12,1201,8,3,DPR12010803,Dra. Hj. RR. ENDANG SETIYA FATMA NURTINI,P,LANGKAT,,,
DPR,12,1201,8,4,DPR12010804,"Ir. H. ABDULLAH RASYID, ME",L,JAKARTA PUSAT,,,
DPR,12,1201,8,5,DPR12010805,Drs. SAID DJAMALUL ABIDIN,L,KOTA BEKASI,,,
DPR,12,1201,8,6,DPR12010806,"RASIDA SIREGAR, SH",P,JAKARTA TIMUR,,,
DPR,12,1201,8,7,DPR12010807,"RUSMIN LAWIN, SH",L,KOTA MEDAN,,,
DPR,12,1201,8,8,DPR12010808,"IR. MAHYUZAR MASRI, M. SI",L,KOTA MEDAN,,,
DPR,12,1201,8,9,DPR12010809,YUFIKA AL SANDRA,P,KOTA MEDAN,,,
DPR,12,1201,8,10,DPR12010810,AGUS SUDARTO,L,DELI SERDANG,,,
DPR,12,1201,15,1,DPR12011501,YOPIE S. BATUBARA,L,KOTA MEDAN,,,
DPR,12,1201,15,2,DPR12011502,Drs. RUSTAM EFFENDY SIREGAR,L,KOTA MEDAN,,,
DPR,12,1201,15,3,DPR12011503,"NURMALA MANURUNG, S.KM",P,KOTA DEPOK,,,
DPR,12,1201,15,4,DPR12011504,"RM. ADI ZULHAM, SH",L,KOTA BINJAI,,,
DPR,12,1201,15,5,DPR12011505,RUSLIM,L,KOTA JAKARTA SELATAN,,,
DPR,12,1201,15,6,DPR12011506,APRI NOVITA,P,KOTA JAKARTA SELATAN,,,
DPR,12,1201,15,7,DPR12011507,"HEINY SITUMORANG, SH",L,KOTA BEKASI,,,
DPR,12,1201,15,8,DPR12011508,"FRED TRUMAN P SIMAMORA, MBA",L,KOTA TANGERANG SELATAN,,,
DPR,12,1201,15,9,DPR12011509,CUT KURNIATY,P,KOTA JAKARTA TIMUR,,,
DPR,12,1201,15,10,DPR12011510,LEO PANDAPOTAN SIMANGUNSONG,L,JAKARTA TIMUR,,,
DPR,12,1202,1,1,DPR12020101,"MARTIN MANURUNG, SE.,MA.",L,JAKARTA TIMUR,,,
DPR,12,1202,1,2,DPR12020102,SAHAT SILABAN,L,JAKARTA SELATAN,,,
DPR,12,1202,1,3,DPR12020103,"Dra. TIURLAN H. SIMATUPANG, MM",P,JAKARTA SELATAN,,,
DPR,12,1202,1,4,DPR12020104,Ir. EDWARD SIHOMBING,L,BANDUNG,,,
DPR,12,1202,1,5,DPR12020105,DRS. ERWIN HASIBUAN,L,KOTA MEDAN,,,
DPR,12,1202,1,6,DPR12020106,"FITRIATI RANGKUTI, SE",P,JAKARTA BARAT,,,
DPR,12,1202,1,7,DPR12020107,"EDWIN PAMIMPIN SITUMORANG,  SH, MH.",L,KOTA DEPOK,,,
DPR,12,1202,1,8,DPR12020108,IR. JOSEPHINE CM. PURBA,P,JAKARTA TIMUR,,,
DPR,12,1202,1,9,DPR12020109,"ROHANA SIANIPAR HERUTOMO,  SH, MBA.",P,KOTA BEKASI,,,
DPR,12,1202,1,10,DPR12020110,YOSAFATI WARUWU,L,DELI SERDANG,,,
DPR,12,1202,5,1,DPR12020501,"RAMBE KAMARUL ZAMAN M.Sc, M.M",L,JAKARTA SELATAN,,,
DPR,12,1202,5,2,DPR12020502,Ir. NEIL ISKANDAR DAULAY,L,JAKARTA SELATAN,,,
DPR,12,1202,5,3,DPR12020503,"REGINA TETTY MARY, MSc",P,JAKARTA TIMUR,,,
DPR,12,1202,5,4,DPR12020504,"ZULFIDA RANGKUTI,  BA",P,KOTA MEDAN,,,
DPR,12,1202,5,5,DPR12020505,"H. RISWAN HELMI NASUTION SH,MH",L,JAKARTA SELATAN,,,
DPR,12,1202,5,6,DPR12020506,Ir.LAMHOT SINAGA,L,KOTA DEPOK,,,
DPR,12,1202,5,7,DPR12020507,Ir.TALIHADAT BAZATOGU HIA,L,KOTA BEKASI,,,
DPR,12,1202,5,8,DPR12020508,"Dra.  E. ANITA GIZELLE, MBA",P,JAKARTA UTARA,,,
DPR,12,1202,5,9,DPR12020509,"Ir. ROBERTO P. L. GAOL, MT",L,JAKARTA PUSAT,,,
DPR,12,1202,5,10,DPR12020510,H.MUHAMAD ICHWAN HUSEIN NASUTION,L,KOTA MEDAN,,,
DPR,12,1202,9,1,DPR12020901,"AKHMAD GOJALI HARAHAP, M.Si",L,JAKARTA PUSAT,,,
DPR,12,1202,9,2,DPR12020902,"H. ALI JABBAR NAPITUPULU, SH, MAP",L,KOTA MEDAN,,,
DPR,12,1202,9,3,DPR12020903,RANI ANGGRAINI SAFITRI,P,KOTA DEPOK,,,
DPR,12,1202,9,4,DPR12020904,"ZAINI MUSA LUBIS, SE",L,JAKARTA BARAT,,,
DPR,12,1202,9,5,DPR12020905,"FADLI NASUTION, SH, MH",L,KOTA BEKASI,,,
DPR,12,1202,9,6,DPR12020906,"WAHYUNI SIREGAR, SH",P,KOTA MEDAN,,,
DPR,12,1202,9,7,DPR12020907,Drs. H. TAUFIKURRAHMAN,L,KOTA DEPOK,,,
DPR,12,1202,9,8,DPR12020908,"MUHAMMAD DALIL, ST",L,KOTA MEDAN,,,
DPR,12,1202,9,9,DPR12020909,NUR NAHDAYATI TANJUNG,P,BEKASI,,,
DPR,12,1202,9,10,DPR12020910,"LITA SAHRAWANI HASIBUAN, S.Pd., M.Si",P,JAKARTA PUSAT,,,
DPR,12,1202,2,1,DPR12020201,MARWAN DASOPANG,L,DELI SERDANG,,,
DPR,12,1202,2,2,DPR12020202,EPRI WAHDIYAH NASUTION,P,JAKARTA PUSAT,,,
DPR,12,1202,2,3,DPR12020203,ROTUA EFFENDI SIBORO,L,KOTA MEDAN,,,
DPR,12,1202,2,4,DPR12020204,ANTHONI LUMBAN RAJA,L,KOTA MEDAN,,,
DPR,12,1202,2,5,DPR12020205,"IRPAN SORITUA HASIBUAN, AMK",L,KOTA MEDAN,,,
DPR,12,1202,2,6,DPR12020206,AMINATUN,P,LAMPUNG TIMUR,,,
DPR,12,1202,2,7,DPR12020207,Drs. PINAYUNGAN,L,KOTA MEDAN,,,
DPR,12,1202,2,8,DPR12020208,"ALI MASDAR A HASIBUAN, S.Ag",L,JAKARTA TIMUR,,,
DPR,12,1202,2,9,DPR12020209,ERNI FATIMAH Nst,P,BOGOR,,,
DPR,12,1202,2,10,DPR12020210,"DR. H.SYAFII SIREGAR, MA",L,KOTA MEDAN,,,
DPR,12,1202,6,1,DPR12020601,GUS IRAWAN PASARIBU,L,KOTA MEDAN,,,
DPR,12,1202,6,2,DPR12020602,Drs. JEFFRI M. SIMAMORA,L,KOTA JAKARTA BARAT,,,
DPR,12,1202,6,3,DPR12020603,"DERMAWATI HAREFA, SH",P,KOTA JAKARTA TIMUR,,,
DPR,12,1202,6,4,DPR12020604,"SUASANA DACHI, SH",L,KOTA MEDAN,,,
DPR,12,1202,6,5,DPR12020605,"ADNA ERLINA SANDRA MALAU, SE",P,KOTA BEKASI,,,
DPR,12,1202,6,6,DPR12020606,RAZMAN ARIEF,L,KOTA JAKARTA PUSAT,,,
DPR,12,1202,6,7,DPR12020607,Ir. SALOMO PARLINDUNGAN HUTABARAT,L,KAB. LABUHAN BATU UTARA,,,
DPR,12,1202,6,8,DPR12020608,"JIM LOMEN H.J. SIHOMBING, SE",L,KOTA JAKARTA UTARA,,,
DPR,12,1202,6,9,DPR12020609,LINDA SIMATUPANG,P,KAB. LABUHAN BATU SELATAN,,,
DPR,12,1202,6,10,DPR12020610,Ir. AMIRUDDIN MUHAMMAD,L,KOTA MEDAN,,,
DPR,12,1202,10,1,DPR12021001,"Drs. ARMYN GULTOM, M.Si",L,JAKARTA SELATAN,,,
DPR,12,1202,10,2,DPR12021002,"H. MULKAN S NASUTION, MA",L,JAKARTA UTARA,,,
DPR,12,1202,10,3,DPR12021003,"ESTHER G.N. TELAUMBANUA, SE",P,JAKARTA TIMUR,,,
DPR,12,1202,10,4,DPR12021004,H. HERRY LONTUNG SIREGAR,L,KOTA MEDAN,,,
DPR,12,1202,10,5,DPR12021005,"MARNINGOT TUA NATALIS SITUMORANG, M.Si",L,BEKASI,,,
DPR,12,1202,10,6,DPR12021006,RIA ANNA IRENE SINAGA,P,JAKARTA PUSAT,,,
DPR,12,1202,10,7,DPR12021007,"RONALD LUMBANTORUAN, SH, MH",L,JAKARTA SELATAN,,,
DPR,12,1202,10,8,DPR12021008,ERIK ADTRADA RITONGA,L,LABUHAN BATU,,,
DPR,12,1202,10,9,DPR12021009,Dra. EVA GLORIA SIHITE,P,KOTA MEDAN,,,
DPR,12,1202,10,10,DPR12021010,"RUFINUS HOTMAULANA HUTAURUK, SH, MM, MH",L,KOTA DEPOK,,,
DPR,12,1202,3,1,DPR12020301,ISKAN QOLBA LUBIS,L,KOTA BEKASI,,,
DPR,12,1202,3,2,DPR12020302,"Dr. H. NAJAMUDDIN M.H. LUBIS, MA.",L,KOTA TANGGERANG SELATAN,,,
DPR,12,1202,3,3,DPR12020303,"dr. HIDAYANI FAZRIAH, MARS",P,KOTA DEPOK,,,
DPR,12,1202,3,4,DPR12020304,HANNI SARIHATI SIREGAR S.S,P,KOTA MEDAN,,,
DPR,12,1202,3,5,DPR12020305,Ir. IRWAN ZAINAL NASUTION,L,KOTA MEDAN,,,
DPR,12,1202,3,6,DPR12020306,"CHANDRA SYUHADA SINAGA, SE.,MM",L,KOTA MEDAN,,,
DPR,12,1202,3,7,DPR12020307,RINA AFRIDA HARAHAP,P,KOTA MEDAN,,,
DPR,12,1202,3,8,DPR12020308,BALLIAN SIREGAR,L,KOTA JAKARTA BARAT,,,
DPR,12,1202,7,1,DPR12020701,"drh. JHONI ALLEN MARBUN, MM",L,KOTA BOGOR,,,
DPR,12,1202,7,2,DPR12020702,"Ir. S. MILTON PAKPAHAN, MM",L,JAKARTA UTARA,,,
DPR,12,1202,7,3,DPR12020703,NAZLY LUBIS,P,JAKARTA PUSAT,,,
DPR,12,1202,7,4,DPR12020704,Drs. SAIDI BUTARBUTAR,L,JAKARTA UTARA,,,
DPR,12,1202,7,5,DPR12020705,"AGUSTUS GEA, SH",L,KOTA BEKASI,,,
DPR,12,1202,7,6,DPR12020706,ROOSLYNDA MARPAUNG,P,KOTA MEDAN,,,
DPR,12,1202,7,7,DPR12020707,"Ir. ONGKU PARMONANGAN HASIBUAN, MM",L,KOTA BEKASI,,,
DPR,12,1202,7,8,DPR12020708,"SAMBUNGAN BATUBARA, Drs.",L,JAKARTA TIMUR,,,
DPR,12,1202,7,9,DPR12020709,"MELATI SINAGA, SH, M.Kn.MH",P,KOTA TANGERANG SELATAN,,,
DPR,12,1202,7,10,DPR12020710,"H. SUTOR SIREGAR, SH",L,KOTA PADANGSIDIMPUAN,,,
DPR,12,1202,14,1,DPR12021401,Ir. DORIANGAT PAKPAHAN,P,KAB. BOGOR,,,
DPR,12,1202,14,2,DPR12021402,"IRWAN ARIFIN. HSB, SE, M.Si",L,KOTA DEPOK,,,
DPR,12,1202,14,3,DPR12021403,"BAGINDA SIREGAR, S.Ag., SH",L,KOTA JAKARTA TIMUR,,,
DPR,12,1202,14,4,DPR12021404,H. DASRIL HASIBUAN,L,KOTA JAKARTA SELATAN,,,
DPR,12,1202,14,5,DPR12021405,SHAFRON,L,MANDAILING NATAL,,,
DPR,12,1202,14,6,DPR12021406,ULIN YUSUF,P,KOTA PADANGSIDEMPUAN,,,
DPR,12,1202,14,7,DPR12021407,"MARASUTAN RITONGA, S.Ag",L,KOTA MEDAN,,,
DPR,12,1202,14,8,DPR12021408,HENDRI SUKARDI,L,KOTA DEPOK,,,
DPR,12,1202,14,9,DPR12021409,DIAN PUSPASARI,P,KOTA JAKARTA TIMUR,,,
DPR,12,1202,14,10,DPR12021410,"SOLAHUDDIN, SH",L,BOGOR,,,
DPR,12,1202,4,1,DPR12020401,"TRIMEDYA PANJAITAN, SH, MH",L,JAKARTA PUSAT,,,
DPR,12,1202,4,2,DPR12020402,"DR. YASONNA HAMONANGAN LAOLY, SH, M.Sc",L,MEDAN,,,
DPR,12,1202,4,3,DPR12020403,"NURMAENI DAULAY, SH",P,BEKASI,,,
DPR,12,1202,4,4,DPR12020404,"ZAKARIA BANGUN, SH, MH",L,MEDAN,,,
DPR,12,1202,4,5,DPR12020405,"YODBEN SILITONGA, SH",L,JAKARTA TIMUR,,,
DPR,12,1202,4,6,DPR12020406,"GOKLAS NABABAN, SP",P,BOGOR,,,
DPR,12,1202,4,7,DPR12020407,ALPONTUS SINAGA,L,JAKARTA TIMUR,,,
DPR,12,1202,4,8,DPR12020408,EFENDY NAIBAHO,L,DELI SERDANG,,,
DPR,12,1202,4,9,DPR12020409,"ARIYANTI, SH., MH",P,JAKARTA TIMUR,,,
DPR,12,1202,4,10,DPR12020410,"Drs. MARINGAN PANJAITAN, M.Si",L,MEDAN,,,
DPR,12,1202,8,1,DPR12020801,"DR. SALEH PARTAONAN DAULAY, M.Ag, M.Hum, MA",L,TANGERANG SELATAN,,,
DPR,12,1202,8,2,DPR12020802,"YAHDIL ABDI HARAHAP, SH, MH",L,JAKARTA SELATAN,,,
DPR,12,1202,8,3,DPR12020803,"Hj. RAHMIATY PANE, SH, MH",P,BANDAR LAMPUNG,,,
DPR,12,1202,8,4,DPR12020804,"Ir. BARNABAS YUSUF HURA, MM",L,TANGERANG SELATAN,,,
DPR,12,1202,8,5,DPR12020805,"GUSRIZAL, ST",L,JAKARTA SELATAN,,,
DPR,12,1202,8,6,DPR12020806,ANNISA ZAKIAH PASARIBU,P,PADANG LAWAS UTARA,,,
DPR,12,1202,8,7,DPR12020807,"DARWIN PURBA, S.Kom, MM",L,KOTA BEKASI,,,
DPR,12,1202,8,8,DPR12020808,"FERNANDO E. M. SITORUS, S.Sos, M.Si",L,LABUHAN BATU UTARA,,,
DPR,12,1202,8,9,DPR12020809,SRI HARIYANI,P,JAKARTA SELATAN,,,
DPR,12,1202,8,10,DPR12020810,"NURMALA SITANGGANG, SE",P,JAKARTA TIMUR,,,
DPR,12,1202,15,1,DPR12021501,"HUALA SIREGAR, SH",L,KOTA JAKARTA TIMUR,,,
DPR,12,1202,15,2,DPR12021502,HAMDAN HARAHAP,L,PADANG LAWAS UTARA,,,
DPR,12,1202,15,3,DPR12021503,"SUGEN FRIANNY, SH",P,KOTA TANGERANG,,,
DPR,12,1202,15,4,DPR12021504,Drs. REDIS PANJAITAN,L,BOGOR,,,
DPR,12,1202,15,5,DPR12021505,YANNER NAINGGOLAN,L,TAPANULI TENGAH,,,
DPR,12,1202,15,6,DPR12021506,ELFRIDA SIBURIAN,P,KOTA JAKARTA PUSAT,,,
DPR,12,1202,15,7,DPR12021507,SAHAT TUMANGGOR,L,KOTA JAKARTA SELATAN,,,
DPR,12,1202,15,8,DPR12021508,Dra. MERISNA SIMANJUNTAK,P,KOTA JAKARTA TIMUR,,,
DPR,12,1202,15,9,DPR12021509,ZINDAR KAR MARBUN,L,KOTA BEKASI,,,
DPR,12,1202,15,10,DPR12021510,ST WAJIB SARUKSUK,L,SIBOLGA,,,
DPR,12,1203,1,1,DPR12030101,"H. M. ALI UMRI, SH., M.Kn",L,ASAHAN,,,
DPR,12,1203,1,2,DPR12030102,ELMAN SARAGIH,L,KOTA DEPOK,,,
DPR,12,1203,1,3,DPR12030103,"HAGHIA SOPHIA LUBIS,  SH, LLM",P,JAKARTA SELATAN,,,
DPR,12,1203,1,4,DPR12030104,"Prof. ELWIN TOBING, PhD",L,JAKARTA SELATAN,,,
DPR,12,1203,1,5,DPR12030105,"ALDENTUA SIRINGORINGO, SH",L,KOTA BEKASI,,,
DPR,12,1203,1,6,DPR12030106,"ELIDA SRI WAHYUNI, SE",P,DELI SERDANG,,,
DPR,12,1203,1,7,DPR12030107,"MUHAMMAD SYARIFUDDIN, SH",L,KOTA BOGOR,,,
DPR,12,1203,1,8,DPR12030108,"DRS. TARINGAT SAGALA, MM",L,KOTA DEPOK,,,
DPR,12,1203,1,9,DPR12030109,EUIS SURYANI,P,KOTA BINJAI,,,
DPR,12,1203,1,10,DPR12030110,DRS. SUMANDI WIDJAJA,L,KOTA MEDAN,,,
DPR,12,1203,5,1,DPR12030501,Dr. CAPT. ANTHON SIHOMBING,L,JAKARTA TIMUR,,,
DPR,12,1203,5,2,DPR12030502,"H. AHMAD DOLI KURNIA TANDJUNG, MT",L,BOGOR,,,
DPR,12,1203,5,3,DPR12030503,"DELIA PRATIWI BR. SITEPU, SH",P,LANGKAT,,,
DPR,12,1203,5,4,DPR12030504,Ir. ALI WONGSO HALOMOAN SINAGA,L,JAKARTA SELATAN,,,
DPR,12,1203,5,5,DPR12030505,ESWIN SOEKARDJA,L,KOTA MEDAN,,,
DPR,12,1203,5,6,DPR12030506,"Dra. Hj. SITI HERAWATI TARIGAN, MM",P,JAKARTA SELATAN,,,
DPR,12,1203,5,7,DPR12030507,"ARTUR DEWATA M.D. BATUBARA,M.Sc.",L,JAKARTA PUSAT,,,
DPR,12,1203,5,8,DPR12030508,"BACHTIAR RAVENALA UJUNG, SE, MM",L,JAKARTA SELATAN,,,
DPR,12,1203,5,9,DPR12030509,HADIATY MAHALINDA,P,JAKARTA SELATAN,,,
DPR,12,1203,5,10,DPR12030510,FRANKY LIWIJAYA,L,ASAHAN,,,
DPR,12,1203,9,1,DPR12030901,"H. FADLY NURZAL, S.Ag",L,KOTA MEDAN,,,
DPR,12,1203,9,2,DPR12030902,H. LUKMAN HAKIM HASIBUAN,L,JAKARTA TIMUR,,,
DPR,12,1203,9,3,DPR12030903,"Hj. KHUZAIMAH RITONGA, BA",P,ASAHAN,,,
DPR,12,1203,9,4,DPR12030904,"H. T. ZULFIKAR THAIB ALY, SH",L,JAKARTA SELATAN,,,
DPR,12,1203,9,5,DPR12030905,Ir. RANOLDI MARDINSYAH,L,JAKARTA BARAT,,,
DPR,12,1203,9,6,DPR12030906,"Hj. YASMINE SOPHIA LUBIS, SH",P,KOTA MEDAN,,,
DPR,12,1203,9,7,DPR12030907,"HASAN BASRI SIRAIT, S.Ag",L,KOTA MEDAN,,,
DPR,12,1203,9,8,DPR12030908,Hj. LENNY HAYATI KAWI LARANG,P,KOTA MEDAN,,,
DPR,12,1203,9,9,DPR12030909,"HERI INDRA UTAMA, SH",L,JAKARTA PUSAT,,,
DPR,12,1203,9,10,DPR12030910,KAMINO,L,LANGKAT,,,
DPR,12,1203,2,1,DPR12030201,AKHMAD KHAMBALI,L,KOTA MEDAN,,,
DPR,12,1203,2,2,DPR12030202,ISKANDAR,L,LANGKAT,,,
DPR,12,1203,2,3,DPR12030203,"EMMA PURI, SP",P,KOTA MEDAN,,,
DPR,12,1203,2,4,DPR12030204,H.NAILUL AMALI,L,LANGKAT,,,
DPR,12,1203,2,5,DPR12030205,"ELFIS PANDIANGAN, ST",P,KOTA BEKASI,,,
DPR,12,1203,2,6,DPR12030206,AHMAD FITRIADI MUNAR M.ENG,L,KOTA MEDAN,,,
DPR,12,1203,2,7,DPR12030207,"LASMA SARIATI SIAHAAN, SH",P,JAKARTA PUSAT,,,
DPR,12,1203,2,8,DPR12030208,Drs. ALFIAN LUBIS,L,DELI SERDANG,,,
DPR,12,1203,2,9,DPR12030209,MUTHALIB,L,JAKARTA BARAT,,,
DPR,12,1203,2,10,DPR12030210,"GUNTUR LIMBONG, SH",L,JAKARTA PUSAT,,,
DPR,12,1203,6,1,DPR12030601,"MARTIN HUTABARAT, SH",L,KOTA JAKARTA SELATAN,,,
DPR,12,1203,6,2,DPR12030602,"IRMA RAHAYU NASUTION, SE",P,KOTA TANGERANG SELATAN,,,
DPR,12,1203,6,3,DPR12030603,"YUDI RELAWANTO, SH",L,KOTA JAKARTA BARAT,,,
DPR,12,1203,6,4,DPR12030604,CORY SRIWATY SEBAYANG,P,KOTA MEDAN,,,
DPR,12,1203,6,5,DPR12030605,"dr. SORTAMAN SARAGIH, SH,Mars",L,KOTA DEPOK,,,
DPR,12,1203,6,6,DPR12030606,Pdt. SUMURUNG SAMOSIR HARIANJA,L,KAB. SIMALUNGUN,,,
DPR,12,1203,6,7,DPR12030607,"HERMAN GINTING, SH, MH",L,KOTA TANGERANG,,,
DPR,12,1203,6,8,DPR12030608,"F. SAHALA SILALAHI, SH",L,KOTA JAKARTA TIMUR,,,
DPR,12,1203,6,9,DPR12030609,MINARNI PANGGABEAN,P,KOTA JAKARTA SELATAN,,,
DPR,12,1203,6,10,DPR12030610,"Drs. LIASTA KARO-KARO SURBAKTI, Ak. CPA",L,KOTA TANGERANG SELATAN,,,
DPR,12,1203,10,1,DPR12031001,SYAFRIL NASUTION,L,JAKARTA SELATAN,,,
DPR,12,1203,10,2,DPR12031002,Drs. H. N. SERTA GINTING,L,JAKARTA SELATAN,,,
DPR,12,1203,10,3,DPR12031003,BULAN YULIATI SARAGIH,P,BEKASI,,,
DPR,12,1203,10,4,DPR12031004,"FIRMAULI SILALAHI, SH",L,JAKARTA TIMUR,,,
DPR,12,1203,10,5,DPR12031005,"SAMSUDIN SIREGAR, SH",L,KOTA MEDAN,,,
DPR,12,1203,10,6,DPR12031006,EIODIA SINAGA,P,JAKARTA TIMUR,,,
DPR,12,1203,10,7,DPR12031007,"TIMBUL ANGGIAT P. SIAHAAN, SE, Ak, SH, LLM",L,KOTA BEKASI,,,
DPR,12,1203,10,8,DPR12031008,"EDWARD HUTABARAT,SIP",L,JAKARTA SELATAN,,,
DPR,12,1203,10,9,DPR12031009,MIEKE YULIANTI,P,JAKARTA SELATAN,,,
DPR,12,1203,10,10,DPR12031010,"RONI N. HUTAJULU, SH",L,JAKARTA SELATAN,,,
DPR,12,1203,3,1,DPR12030301,ANSORY SIREGAR,L,KOTA JAKARTA SELATAN,,,
DPR,12,1203,3,2,DPR12030302,"SIGIT PRAMONO ASRI, SE",L,MEDAN,,,
DPR,12,1203,3,3,DPR12030303,Dr. ASTRIANA BAITI SINAGA,P,KOTA JAKARTA TIMUR,,,
DPR,12,1203,3,4,DPR12030304,"H. ZULKARNAIN, ST",L,MEDAN,,,
DPR,12,1203,3,5,DPR12030305,"SAMRAHATI SIREGAR, S.S",P,KOTA DEPOK,,,
DPR,12,1203,3,6,DPR12030306,"H. RAUDIN PURBA, Drs",L,LANGKAT,,,
DPR,12,1203,7,1,DPR12030701,"EDY RAMLY SITANGGANG, SH",L,JAKARTA TIMUR,,,
DPR,12,1203,7,2,DPR12030702,"Dr. HINCA I.P PANDJAITAN XIII, SH, MH, ACCS",L,KOTA BEKASI,,,
DPR,12,1203,7,3,DPR12030703,"RISTIAWATI, SS",P,KOTA MEDAN,,,
DPR,12,1203,7,4,DPR12030704,"H. IMRAN MUCHTAR, SH",L,KOTA MEDAN,,,
DPR,12,1203,7,5,DPR12030705,"JONNY BUYUNG SARAGIH, SH, MH",L,JAKARTA UTARA,,,
DPR,12,1203,7,6,DPR12030706,"SONDANG M. NAPITUPULU, ST",P,KOTA YOGYAKARTA,,,
DPR,12,1203,7,7,DPR12030707,HANS H. SILALAHI,L,JAKARTA BARAT,,,
DPR,12,1203,7,8,DPR12030708,"H. RUDI HARTONO BANGUN, SE, MAP",L,LANGKAT,,,
DPR,12,1203,7,9,DPR12030709,HENNY SINAGA,P,KOTA MEDAN,,,
DPR,12,1203,7,10,DPR12030710,"Ir. BOSMEN HALOMOAN SILALAHI, M.Si",L,JAKARTA TIMUR,,,
DPR,12,1203,14,1,DPR12031401,Letjen (Purn) ARIFIN TARIGAN,L,KOTA JAKARTA TIMUR,,,
DPR,12,1203,14,2,DPR12031402,H. ZEFRI JANUAR PRIBADI,L,DELI SERDANG,,,
DPR,12,1203,14,3,DPR12031403,"NURDIANA, S.Sos., M.Hum",P,KOTA JAKARTA TIMUR,,,
DPR,12,1203,14,4,DPR12031404,SABAR SITANGGANG,L,KOTA JAKARTA TIMUR,,,
DPR,12,1203,14,5,DPR12031405,"H. ZULKARNAIN DAMANIK, MM",L,KOTA MEDAN,,,
DPR,12,1203,14,6,DPR12031406,ERLY,P,KOTA DEPOK,,,
DPR,12,1203,14,7,DPR12031407,Ir. SYAIFANNUR,L,ACEH TAMIANG,,,
DPR,12,1203,14,8,DPR12031408,"FERDIANSYAH, SE.I",L,TANGERANG,,,
DPR,12,1203,14,9,DPR12031409,"AYU SURATINI, SH",P,KOTA JAKARTA TIMUR,,,
DPR,12,1203,14,10,DPR12031410,"MAHADI MANIK, S.Si., M.Si",L,KOTA JAKARTA TIMUR,,,
DPR,12,1203,4,1,DPR12030401,"H. TRITAMTOMO, SH",L,JAKARTA SELATAN,,,
DPR,12,1203,4,2,DPR12030402,"SUDIMAN TARIGAN, SH, MH",L,JAKARTA TIMUR,,,
DPR,12,1203,4,3,DPR12030403,"Hj. SITI  MARIANI, S.Sos, MM",P,JAKARTA TIMUR,,,
DPR,12,1203,4,4,DPR12030404,"DR. JUNIMART GIRSANG, SH, MBA, MH",L,BEKASI,,,
DPR,12,1203,4,5,DPR12030405,Drs. SUNGGUL H. SIAHAAN,L,JAKARTA TIMUR,,,
DPR,12,1203,4,6,DPR12030406,"EFALINA GULTOM, SE",P,JAKARTA TIMUR,,,
DPR,12,1203,4,7,DPR12030407,H. SYAMSUL HILAL,L,MEDAN,,,
DPR,12,1203,4,8,DPR12030408,"Dr. ANTONIUS DIEBEN ROBINSON MANURUNG, M.Si",L,JAKARTA SELATAN,,,
DPR,12,1203,4,9,DPR12030409,ISABELLA MARLENE,P,KOTA DEPOK,,,
DPR,12,1203,4,10,DPR12030410,"H. EDWIN GINTING SUKA, A.Md",L,MEDAN,,,
DPR,12,1203,8,1,DPR12030801,"NASRIL BAHAR H, SE",L,KOTA MEDAN,,,
DPR,12,1203,8,2,DPR12030802,"Ir. H. KAMALUDDIN HARAHAP, M.Si",L,KOTA MEDAN,,,
DPR,12,1203,8,3,DPR12030803,"TENGKU SALTI OSIANA, S.PdI",P,BEKASI,,,
DPR,12,1203,8,4,DPR12030804,"RAJIN SITEPU, S. Sos",L,KOTA BINJAI,,,
DPR,12,1203,8,5,DPR12030805,"ABDUL RAHMAN SYAH PUTRA BATUBARA, S.Sos.I",L,DELI SERDANG,,,
DPR,12,1203,8,6,DPR12030806,RESSY ARZA,P,TANAH DATAR,,,
DPR,12,1203,8,7,DPR12030807,ARIROH REZEKI MATANARI,P,DAIRI,,,
DPR,12,1203,8,8,DPR12030808,IR. JUNISAB AKBAR,L,JAKARTA BARAT,,,
DPR,12,1203,8,9,DPR12030809,DELMENITA,P,JAKARTA UTARA,,,
