id,description,anggota_id
169,Diduga terlibat kasus pelanggaran pengerahan massa anak-anak untuk kampanye pada Pileg 2014,107
170,Pernah menjadi pengacara terdakwa kasus korupsi pengadaan alat peraga SD di Dinas Pendidikan Jawa Barat tahun 2011,108
171,"Diduga terlibat dalam kasus pelanggaran terkait dugaan melakukan praktik politik uang di Pasar Bulu, Semarang, Rabu 2 Juli 2014",109
172,Terlibat kasus kriminalisasi terhadap media online Tribunnews.com ke Mabes Polri,109
173,"Diduga terlibat kasus pelanggaran terkait politik uang sebesar Rp50.000 di Kelurahan Beji Timur, Kecamatan Beji, Depok, pada Pileg 2014",110
174,Merupakan angota DPR yang tercatat kehadirannya 25% pada Masa Sidang II tahun 2012-2013 (19 November-14 Desember 2012),111
175,Pernah diperiksa KPK terkait kasus dugaan mark up pengadaan rumah dinas di lingkungan BP Migas.,112
176,Diduga terlibat kasus korupsi terkait tersangka dugaan korupsi pengembalian 40 sepeda motor untuk Anggota DPRD periode 1999 – 2004 senilai Rp.470Jt,113
177,Diduga melakukan pelanggaran money politik terkait membagikan uang dalam kampanye yang berlangsung di Purbalingga pada Pileg 2014,114
178,Pernah diperiksa KPK terkait penyidikan kasus korupsi Anggaran Pendapatan dan Belanja Daerah Kabupaten Kendal 2003-2004.,115
179,"Pernah ditangkap polisi di sebuah hotel di Jakarta Selatan, Sabtu (20/5), sekitar pukul 08.00 WIB, karena diduga terlibat kasus narkotika dan obat-obatan berbahaya (narkoba).",116
180,Diduga terlibat dalam kasus penganiayaan dengan korban penganiayaan bernama Agung Setiawan,116
181,"Pernah diperiksa KPK dan Diduga terlibat kasus korupsi terkait upaya mempengaruhi vonis banding kasus korupsi dana Bantuan Sosial (Bansos) Kota Bandung, Jawa Barat, awal 2013.",117
182,Diduga terlibat kasus korupsi terkait Kasus dugaan suap kepada komisioner KPU Kotawaringin Timur (Kotim) Abdul Hafiz.,118
183,"Merupakan tersangka kasus korupsi terkait kasus dugaan pemalsuan keterangan pajak Bupati HST, namun kasusnya di SP3 kan.",119
184,"Pernah terlibat kasus penganiayaan dan pengoroyokan terhadap Kepala Bagian Kesejahteraan Rakyat (Kesra) Pemkab Hulu Sungai Tengah (HST) Abdul Gafar, yang dilakukan di Warung Sate Uwa Rasak Birayang, Batang Alai Selatan",119
185,Pernah diperiksa Kejaksaan Tinggi Sulawesi Selatan dan Barat terkait dugaan mark up proyek pengadaan pin emas 75 anggota DPRD Sulsel.,120
186,Diduga terlibat kasus pelanggaran Politik uang/money politik pada Pileg 2014,121
187,Diduga terlibat kasus korupsi terkait Defisit yang terjadi di Kabupaten Pinrang,122
188,Pernah diperiksa KPK terkait kasus korupsi dalam kasus korupsi proyek simulator SIM Korlantas Polri.,123
189,Merupakan anggota DPR yang tercatat kehadirannya 20% pada Masa Sidang III tahun 2011-2012 (9 Januari-12 April 2012) dan 44% pada Masa Sidang I tahun 2012-2013 (16 Agustus-25 Oktober 2012),123
190,Diduga terlibat kasus korupsi terkait dugaan korupsi renovasi ruangan Badan Anggaran (Banggar) DPR RI senilai Rp20 miliar.,124
191,Diduga terlibat kasus pelanggaran terkait kasus penggelembungan suara/ peng’mark up’ suara pada Pileg 2014.,125
192,Pernah diperiksa KPK terkait kasus dugaan penerimaan hadiah atau janji proyek Hambalang,126
193,"Pernah terlibat kasus tindakan rasial terhadap pengamat politik UI, Boni Hargens",126
194,"Pernah diperiksa Kejaksaan Negeri Stabat, Kabupaten Langkat, dan diduga kuta terlibat dalam kasus korupsi terkait dugaan korupsi perjalanan dinas DPRD Langkat 2012.",127
195,"Terlibat kasus pelanggaran UU No 10 tahun 2008 tentang Pemilu Calon Anggota DPR RI, DPD, DPRD Provinsi dan DPRD Kabupaten Kota, pasal 84 tentang penggunaan atribut negara pada tahun 2009",128
196,Merupakan anggota DPR yang tercatat kehadirannya 25% dan izin 75% pada Masa Sidang II tahun sidang 2012-2013 (19 November-14 Desember 2012),128
197,Pernah terlibat kasus intimidasi terhadap seorang jurnalis wartawan Haluan Haswandi terkait pemeberitaan dirinya di media pada tahun 2014.,129
198,Pernah diperiksa KPK terkait kasus korupsi penerima gratifikasi dari Kementerian ESDM yang melibatkan Ketua Komisi VII Sutan Bathoegana.,130
199,Pernah diberikan sanksi teguran lisan karena menyalahgunakan wewenangnya sebagai anggota Komisi Hukum yakni mengunjungi Nazarudin di Rutan Cipinang pada 2012 silam. Kehadiran Nasir tertangkap kamera pengawas rumah tahanan. Nasir akhirnya dijatuhi sanksi teguran tertulis dan dipindah dari Komisi Hukum.,131
200,Diduga terlibat kasus penggunaan ijazah palsu untuk melakukan pencalonan anggota legislatif untuk DPR RI.,132
201,Merupakan anggota DPR yang tercatat kehadirannya 20% pada Masa Sidang III tahun sidang 2011-2012 (9 Januari-12 April 2012),133
202,"Terlibat kasus pelanggaran terkait pemasangan alat peraga kampanye miliknya, di kawasan yang dilarang berbentuk billboard ukuran besar, yang di pasang di kawasan Jalan Jenderal Sudirman, Talang Jawa, Muaraenim",134
203,"Pernah diperiksa penyidik Kejati Lampung diduga terkait dalam kasus korupsi dalam pengadaan tanah PLTU Sebalang, Lampung Selatan, Lampung.",135
204,Merupakan anggota DPR yang tercatat kehadirannya 25% pada Masa Sidang II tahun sidang 2012-2013 (19 November-14 Desember 2012),135
205,Pernah diperiksa KPK terkait dugaan korupsi dalam pelaksanaan ibadah haji.,136
206,"Diduga terlibat dalam kasus peredaran uang palsu di wilayah Bogor, Jawa Barat, pada tahun 2013",137
207,Diduga terlibat dalam kasus pelanggaran terkait iklan layanan publik yang terpampang dalam bentuk billboard yang ada di daerah Pasir Haya,138
208,"Pernah diperiksa KPK terkait dugaan kasus korupsi pengadaan PLTS dan Pekerjaan Supervisi Pembangkit Listrik (PSPL) di Ditjen P2MKT Kemnakertrans tahun anggaran 2008, dengan terdakwa Neneng Sri Wahyuni.",139
209,Pernah diperiksa KPK terkait kasus korupsi dugaan penerimaan hadiah atau janji atas proyek pembangunan wisma atlet Hambalang.,139
210,Diduga terlibat dalam kasus dugaan korupsi pengadaan dekomposer cair dan pupuk sehati senilai Rp 81 miliar di Kementerian Pertanian.,140
211,Merupakan anggota DPR yang tercatat kehadirannya 25% pada Masa Sidang II tahun sidang 2012-2013 (19 November-14 Desember 2012),140
212,Pernah dilaporkan kepada Polisi oleh Dahlan Iskan terkait kasus dugaan pemerasan yang dilakukan dalam sebuah rapat pertemuan pada 1 Oktober 2012 antara beberapa anggota Komisi XI dan direksi Merpati.,141
213,Diduga kuat terlibat kasus korupsi terkait korupsi di Kementerian Pertanian tahun 2011-2012,142
214,"Pernah menjadi terperiksa KPK terkait kasus korupsi mantan Ketua Umum Partai Demokrat, Anas Urbaningrum yang menjadi tersangka kasus dugaan gratifikasi proyek Hambalang.",143
215,"Pernah terlibat kasus penganiayaan terhadap Indra Gunawan (43) warga Sumberwungu, Tepus, Gunungkidul di Kantor Bawaslu DIY, Sabtu (19/4/2014) lalu.",144
216,Diduga terlibat kasus penggelembungan suara di sejumlah Tempat Pemungutan Suara (TPS) di Kulonprogo pada Pileg 2014,144
217,"Diduga terliat 5 kasus money politic/politik uang di Gunung Kidul, DI Yogyakarta pada Pileg 2014",144
218,Pernah menjadi terdakwa kasus korupsi terkait kasus penilapan uang negara saat memimpin Proyek Optimalisasi II Pabrik Semen Baturaja.,145
219,"Diduga kuar terlibat kasus korupsi terkait kasus suap proyek pembangunan wiswa atletSEA Games, yang menyeret M. Nazaruddin dan PT. Anak Negeri",146
220,Diduga kuat terlibat kasus korupsi terkait dugaan menerima dana talangan untuk Bank Century sebesar Rp500 miliar.,147
221,"Diduga kiat terlibat kasus korupsi terkait dugaan menerima duit proyek pembangunan Pusat Pendidikan dan Pelatihan serta Sekolah Olahraga Nasional di Bukit Hambalang, Kabupaten Bogor, Jawa Barat.",147
222,Diduga kuat terlibat kasus korupsi terkait kasus suap dalam proyek SKK Migas.,147
223,Pernah diperiksa KPK terkait kasus korupsi dugaan penerimaan hadiah dalam proyek Hambalang.,148
224,Diduga terlibat kasus korupsi terkait kasus suap dalam proyek SKK Migas dengan mengatur pertemuan agar SKK Migas memenangkan PT Rekayasa Industri (Rekin),148
225,"Pernah terlibat kasus plesiran anggota DPR dengan alasan studi banding ke Inggris dan Jerman pada tahun 2012 dengan anggaran sebesar Rp 2,35 miliar.",149
226,Pernah diperiksa KPK terkait kasus korupsi dugaan penerimaan hadiah dalam proyek Hambalang.,150
227,"Pernah terlibat kasus dugaan pelanggaran memanfaatkan ruang privat (pribadi) untuk kepentingan kampanye atau sosialisasi tanpa ijin pemiliknya, mengganggu ketertiban umum, bahu jalan dan lainnya. Serta adanya dugaan pembagian uang kepada abang becak pada tahun 2013.",150
228,"Pernah diperiksa KPK tterkait dengan kasus upaya penghalangan penyidikan kasus dugaan korupsi PLTS yang menjerat Neneng Sri Wahyuni, pada tahun 2012",151
229,Pernah diperiksa KPK terkait kasus korupsi dugaan penerimaan gratifikasi terkait proyek Hambalang dengan tersangka Anas Urbaningrum,152
230,"Diduga terlibat kasus korupsi terkait kasus dugaan korupsi proyek Pendidikan dan Pelatihan Pelayaran Kementerian Perhubungan di Sorong, Papuayang menimbulkan kerugian negara sebesar Rp24,2 miliar.",153
231,"Pernah dilaporkan Partai Kesatuan dan Persatuan Indonesia (PKPI) Sulawesi Selatan terkait kasus pencemaran nomor urut partai, namun dinyatakan tidak bersalah oleh Bawaslu",154
232,Pernah terlibat kasus pelanggaran etik DPR karna ketahuan sedang bermain game saat rapat Komisi II DPR dan Kementerian Dalam Negeri (Kemendagri) pada Mei 2013,155
233,Merupakan tersangka kasus korupsi terkait dugaan korupsi dana Tabungan Wajib Perumahan Prajurit pada tahun 2005,155
234,Dduga terlibat kasus dugaan plesiran anggota DPR ke Turki saat kunjungan kerja ke Yunani pada tanggal 23-29 Oktober 2010,155
235,"Diduga kuat terlibat kasus korupsi terkait kasus osialisasi dan pengadaan lahan Bandara Soekarno-Hatta (Soetta) yang dianggap merugikan negara senilai Rp 2,537 miliar",156
236,"Pernah diperiksa KPK terkait kasus suap penanganan sengketa pilkada Kabupaten Lebak, Banten",156
237,Pernah diperiksa oleh Kejakasaan Tinggi Banten terkait kasus korupsi dana sponsorship Rp500 juta pada PDAM Tirta Benteng Kota Tangerang dengan terdakwa Ahmad Marju Kodri,156
238,Merupakan tersangka kasus korupsi dan pemerasan di lingkungan Kementerian ESDM sebagai tersangka di KPK.,157
239,Diduga terlibat kasus pemalsuan setempel partai dan pemalsuan tandatangan pengurus DPW PPP Bali pada Pilgub Bali 2013,158
240,Pernah diperiksa KPK terkait kasus korupsi pengadaan simulator SIM di Korps Lalu Lintas (Korlantas) Polri.,159
241,Pernah diperiksa KPK terkait kasus dugaan korupsi proyek Hambalang.,159
242,Diduga kuat terlibat kasus korupsi terkait kasus dugaan korupsi proyek PLTS di Kemenakertrans tahun 2008.,159
243,Merupakan anggota DPR yang tercatat kehadirannya 40% pada Masa Sidang III tahun 2011-2012 (9 Januari-12 April 2012),160
244,Pernah diperiksa KPK terkait kasus korupsi dugaan penerimaan gratifikasi terkait proyek Hambalang.,161
245,Pernah diperiksa KPK terkait kasus korupsi dugaan penerimaan gratifikasi terkait proyek Hambalang.,162
246,Pernah diperiksa oleh KPK terkait kasus dugaan korupsi biaya pengangkutan kereta rel listrik (KRL) hibah dari pemerintah Jepang di Kementerian Perhubungan (Kemenhub),163
247,"Pernah diperiksa terkait dengan penyidikan kasus dugaan suap tukar-menukar kawasan hutan di Bogor, Jawa Barat. Dia diperiksa sebagai saksi untuk perantara suap Bupati Bogor Rachmat Yasin dengan tersangka FX Yohan Yap.",164
248,Merupakan anggota DPR yang tercatat kehadirannya 25% pada Masa Sidang II tahun 2012-2013 (19 November-14 Desember 2012),165
249,"Komisi Pemberantasan Korupsi (KPK) memeriksa Primus Yustisio sebagai saksi terkait kasus dugaan korupsi pengadaan sarana dan prasarana olahraga Hambalang, Bogor, Jawa Barat",166
250,Diperiksa oleh KPK sebagai saksi kasus pengurusan anggaran Dana Penyesuaian Infrastruktur Daerah (DPID) dengan tersangka Haris Surahman.,167
251,"Merupakan anggota DPR yang tercatat kehadirannya 33% pada Masa Sidang I tahun 2012-2013 (16 Agustus-25 Oktober 2012), 40% pada Masa Sidang III tahun2011-2012 (9 Januari-12 April 2012), dan 10% pada Masa Sidang IV tahun 2011-2012 (14 Mei-13 Juli 2012)",168
252,Diduga terlibat kasus pemalsuan Ijazah untuk kelengkapan syarat administrasi saat pencalonan calon legislative,169
253,Merupakan anggota DPR yang tercatat kehadirannya 25% pada Masa Sidang II tahun Sidang 2012-2013 (19 November-14 Desember 2012),170
254,Merupakan anggota DPR yang tercatat kehadirannya 25% pada Masa Sidang II tahun sidang 2012-2013 (19 November-14 Desember 2012),171
255,Merupakan anggota DPR yang tercatat kehadirannya 25% pada Masa Sidang II tahun sidang 2012-2013 (19 November-14 Desember 2012),172
256,"Diduga terlibat dalam penyelewengan dana APBD 2012 Kabupaten Jember untuk kegiatan BBJ dan acara ""Ngunduh Mantu"" resepsi pernikahan",173
257,Eko Patrio (sapaan akrab) pernah diperiksa sebagai saksi dalam kasus korupsi proyek Hambalang,174
258,"Komisi Pemberantasan Korupsi (KPK) memeriksa Yasti Soepredjo Mokoagow terkait dengan kasus penyelidikan dugaan korupsi proyek pembangunan Balai Pendidikan dan Pelayaran dan Ilmu Pendidikan (BP2IP) Kabupaten Sorong, Provinsi Papua Barat. Proyek itu menelan biaya hingga Rp1,1 triliun dan diduga melibatkan beberapa anggota parlemen.",175
259,Merupakan anggota DPR yang tercatat kehadirannya 25% pada Masa Sidang II tahun sidang 2012-2013 (19 November-14 Desember 2012),175
260,"Saat menjabat sebagai Staf Ahli Menteri Kehutanan, diduga terlibat dalam kasus pengerusakan hutan melalui Kementerian Kehutanan",176
261,"Saat menjabat sebagai Staf Ahli Menteri Kehutanan, diduga terlibat dalam kasus pengerusakan hutan melalui Kementerian Kehutanan",177
262,Diduga terlibat dalam skandal dan broker Tambang di Provinsi NTB,178
263,"Diduga terlibat menerima dana dalam bentuk perjalanan ke Maroko tahun 2014, yang tersangkanya adalah Teddy Renyut dalam kasus penyuapan Bupati Biak Numfor, Papua Yesaya Sombuk sebesar Sin$100 ribu, Teddy juga terkait dengan Proyek Pembangunan Rekonstruksi Talud di Kementerian Pembangunan Daerah Tertinggal.",179
264,"Terlibat dalam kasus perbuatan tidak menyenangkan saat di Pondok Pesantren Nurul Huda Kelurahan Pringsewu Selatan, Kecamatan Pringsewu, kasus tersebut pernah ditangani oleh Polsek Pringsewu.",180
265,Diduga terlibat dalam kasus dana bansos Kementerian Tenaga Kerja yang digunakan untuk dan kampanye.,181
266,Merupakan anggota DPR yang tercatat kehadirannya 44% Masa Sidang I tahun siding tahun 2012-2013 (16 Agustus-25 Oktober 2012),181
267,"Mahkamah Agung yang diketuai oleh Mansur Kartayasa, dinilai terbukti melakukan penadahan karena menerima uang secara tak wajar dalam bentuk transfer sebanyak 51 kali dengan jumlah total Rp 365 juta. Dia pun divonis satu tahun penjara dengan masa percobaan dua tahun.",182
268,Terlibat dalam kasus plagiasi hail karya Jusman Dalle yang berjudul “Pengelolaan Energi Libya pasca-Qadhafi”,183
269,Diduga terlibat dalam kasus korupsi yang terdakwanya M Nazaruddin.,184
270,"Diduga terlibat kasus penyuapan dalam seleksi Calon Hakim Agung (CHA), Bachrudin Nasori diduga menerima amplob dari salah satu calon hakim atas nama Sudrajad Dimyati (calon Hakim dari Pengadilan Tinggi Pontianak)",185
271,Diduga terlibat dalam kasus korupsi dalam proyek Hambalang. ,186
272,"Merupakan anggota DPR yang tercatat kehadirannya 22% pada Masa Sidang I tahun sidang 2012-2013 (16 Agustus-25 Oktober 2012), dan 25% pada Masa Sidang II tahun sidang 2012-2013 (19 November-14 Desember 2012)",187
273,Merupakan anggota DPR yang tercatat kehadirannya 25% pada Masa Sidang II tahun sidang 2012-2013 (19 November-14 Desember 2012),188
274,Merupakan anggota DPR yang tercatat kehadirannya 44% pada Masa Sidang I tahun sidang 2012-2013 (16 Agustus-25 Oktober 2012),189
275,"Diduga terkait kasus pelanggaran terkait kasus bingkisan Caleg DPR-RI, Nasir Djamil yang dibagikan pada malam pencoblosan Pileg 2014",190
276,Pernah terlibat kasus penipuan nara-sumber terhadap wartawan Kompas.com pada tahun 2012,190
277,"Terlibat banyak kasus pembatasan hak kebebasan berekspresi dengan melakukan blocking terhadap sejumlah situs internet di Indonesia saat menjabat sebagai Menkom-info, termasuk web Vimeo.com",191
278,Diduga kuat terlibat kasus korupsi terkait kasus korupsi pengadaan Mobil Pusat Layanan Internet Kecamatan (MPLIK) tahun 2010-2012.,191
279,Merupakan anggota DPR yang tercatat kehadirannya 22% pada Masa Sidang I tahun 2012-2013 (16 Agustus-25 Oktober 2012),192
280,Diduga terlibat kasus korupsi terkait kasus dugaan suap pengaturan kuota impor daging sapi dan pencucian uang dengan terdakwa Fathanah,193
281,Pernah diperiksa KPK terkait kasus korupsi kasus cek pelawat pemilihan Deputi Gubernur Senior Bank Indonesia,194
282,Merupakan anggota DPR yang tercatat kehardirannya 25% dalam Masa Sidang II tahun sidang 2012-2013 (19 November-14 Desember 2012),195
283,Pernah diperiksa KPK terkait kasus tindak pidana pencucian uang (TPPU) dengan tersangka mantan Presiden PKS Luthfi Hasan Ishaaq.,196
284,"Diduga terlibat kasus korupsi terkait kasus korupsi multimedia pada tahun 2008 saat menjabat sebagai Bupati Bekasi, Jawa Barat",197
285,Diduga terlibat kasus pelanggaran terkait politik kotor dengan membagikan uang kepada warga di luar jadwal kampanye Pilbup Bekasi.,197
286,Merupakan anggota DPR yang tercatat kehadirannya 30% pada Masa sidang IV tahun sidang 2011-2012 (14 Mei-13 Juli 2012),198
287,Pernah menjadi Anggota Panitia Khusus (Pansus) RUU Ormas dari FPKS,199
288,Merupakan anggota DPR yang tercatat kehadirannya 30% pada Masa Sidang IV tahun sidang 2011-2012 (14 Mei-13 Juli 2012) dan 25% pada Masa Sidang II tahun sidang 2012-2012 (19 November-14 Desember 2012),199
289,Merupakan anggota DPR yang tercatat kehadirannya 0% pada Masa Sidang II tahun 2012-2013 (19 November-14 Desember 2012),200
290,Merupakan anggota DPR yang tercatat kehadirannya 44% pada Masa Sidang I tahun sidang 2012-2013 (16 Agustus-25 Oktober 2012),201
291,Pernah diperiksa KPK terkait kasus dugaan korupsi proyek pengadaan Sistem Radio Komunikasi Terpadu (SKRT) di Departemen Kehutanan.,202
292,Pernah diperiksa KPK terkait kasus dugaan korupsi Dana Penyesuaian Infrastruktur Daerah (DPDI),202
293,Diduga terlibat kasus korupsi terkait kasus korupsi renovasi ruang Badan Anggaran DPR,202
294,Pernah diperiksa KPK terkait kasus dugaan korupsi pengurusan kuota impor daging sapi di Kementan.,203
295,Pernah terjerat kasus dugaan pemerasan terhadap PT Merpati Nusantara Airlines dalam penyertaan modal negara.,204
296,Pernah diperiksa KPK terkait tindak pidana korupsi suap Pilkada Lebak di Mahkamah Konstitusi,205
297,Pernah diperiksa KPK terkait kasus dugaan tindak pidana korupsi penyelenggaraan haji di Kementerian Agama dengan tersangka mantan Menteri Agama Suryadharma Ali,205
298,Diduga terlibat kasus korupsi terkait dugaan penerimaan uang dari terpidana korupsi Muhammad Nazaruddin.,206
299,Diduga terlibat kasus korupsi terkait kasus suap terkait kepengurusan kuota impor daging sapi dari PT Indoguna Utama.,206
300,"Diduga terlibat kasus korupsi terkait penerimaan uang Rp1 miliar dari Altimo, yang disebut-sebut akan membeli 42% saham Indosat, untuk memuluskan rencana pembelian saham yang dimiliki oleh Singapore Technologies Telemedia (STT)",206
301,Merupakan anggota DPR yang tercatat kehadirannya 0% pada Masa Sidang II tahun sidang 2012-2013 (19 November-14 Desember 2012),206
302,Merupakan anggota DPR (tahun lalu di PKB) yang tercatat kehadirannya 25% pada Masa Sidang II tahun sidang 2012-2013 (19 November-14 Desember 2012),207
303,Pernah diperiksa KPK terkait kasus dugaan tindak pidana korupsi penyelenggaraan haji di Kementerian Agama dengan tersangka mantan Menteri Agama Suryadharma Ali,208
304,"Diduga melakukan pelanggaran terkait pelanggaran Pasal 84 UU No 10 tahun 2008, karena memasang atribut di tempat ibadah pada Pileg 2009",209
305,Diduga terlibat kasus korupsi terkait dugaan suap pe­milihan Deputi Gubernur Se­nior Bank Indonesia (DGS BI) Mi­randa Goeltom di Komisi IX DPR pada 2004,210
306,"Pernah menjadi terdakwa dalam kasus korupsi korupsi bank Jabar, namun ia dianggap tidak bersalah oleh Pengadilan Negeri Pandeglang pada 2010 lalu.",211
307,Pernah diperiksa KPK terkait kasus dugaan tindak pidana korupsi penyelenggaraan haji di Kementerian Agama dengan tersangka mantan Menteri Agama Suryadharma Ali,212
308,Pernah diperiksa KPK terkait kasus dugaan tindak pidana korupsi penyelenggaraan haji di Kementerian Agama dengan tersangka mantan Menteri Agama Suryadharma Ali,213
309,Merupakan Anggota DPR yang tercatat memiliki tingkat kehadiran 44% pada Masa sidang I tahunsidang 2012-2013 (16 Agustus-25 Oktober 2012),213
310,Diduga kuat terlibat kasus korupsi terkait terkait korupsi pengadaan Solar Home System di Kementerian ESDM.,214
311,Merupakan Anggota DPR yang tercatatmemilikitingkatkehadiran 25 % pada Masa Sidang II tahun sidang 2012-2013 (19 November-14 Desember 2012),214
312,Pernah diperiksa KPK terkait kasus dugaan tindak pidana korupsi penyelenggaraan haji di Kementerian Agama dengan tersangka mantan Menteri Agama Suryadharma Ali,215
313,Pernah diperiksa Kejaksaan Negeri (Kejari) Sumedang terkait kasus dugaan penyelewengan dana Program Pendanaan Kompetisi- Indek Pembangunan Manusia (PPK-IPM) Kab. Sumedang senilai Rp 36 miliar.,216
314,Merupakan anggota DPR yang tercatatmemilikitingkatkehadiran25% pada Masa sidang II tahunsidang 2012-2013 (19 November-14 Desember 2012),217
315,Pernah diperiksa KPK terkait kasus dugaan tindak pidana korupsi penyelenggaraan haji di Kementerian Agama dengan tersangka mantan Menteri Agama Suryadharma Ali,218
316,Merupakan anggota DPR yang tercatatmemilikitingkatkehadiran11% pada Masa sidang Itahunsidang 2012-2013 (16 Agustus-25 Oktober 201,219
317,Diduga terlibat kasus korupsi terkait kasus korupsi terkait pengadaan light trap (lampu perangkap serangga) di Kementerian Pertanian yang merugikan negara sekitar Rp33 miliar.,220
318,Merupakan anggota DPR yang tercatatmemilikitingkatkehadiran25% pada Masa sidang II tahunsidang 2012-2013 (19 November-14 Desember 2012),220
319,Diduga terlibat kasus pelanggaran etik DPR terkait Pelesiran ke Turki pasca studi banding ke Yunani,221
320,Diduga terlibat kasus korupsi terkait kasus suap pengurusan rencana proyek tanggul laut Kabupaten Biak Numfor,222
321,Pernah diperiksa penyidik Tipikor Direktorat Reskrimsus Polda Sultra terkait kasus dugaan korupsi proyek aspal jalan hotmix yang tersebar di seluruh Kota Baubau tahun 2005,223
322,Pernah diperiksa KPK terkait terkait kasus-kasus dugaan suap penanganan sengketa Pilkada di Mahkamah Konstitusi (MK),224
323,Diduga melakukan kampanye terselubung dengan menyebarkan almanak yang berisi pesan kampanye di beberapa Madrasah Diniyah (MD) di Kabupaten Seran,225
324,Pernah diperiksa KPK terkait kasus dugaan tindak pidana korupsi penyelenggaraan haji di Kementerian Agama dengan tersangka mantan Menteri Agama Suryadharma Ali,226
325,Merupakan anggota DPR yang tercatatmemilikitingkatkehadiran 11% pada Masa sidang Itahunsidang 2012-2013 (16 Agustus-25 Oktober 2012),226
326,Pernah diperiksa KPK terkait kasus dugaan tindak pidana korupsi penyelenggaraan haji di Kementerian Agama dengan tersangka mantan Menteri Agama Suryadharma Ali,227
327,Diduga terlibat kasus korupsi terkait Kasus aliran dana Bank Indonesia ke sejumlah anggota DPR semakin terkuak. Semua anggota komisi IX DPR periode 1999 – 2004,228
328,Diduga terlibat pelanggaran terkait Peraturan KPU nomor 15 tahun 2013 yang melarang baliho kampanye Caleg di setiap tingkatan dewan perwakilan rakyat pada tahun 2013,229
329,Pernah diperiksa Kejaksaan Tinggi (Kejati) Bengkulu terkait kasus dugaan korupsi pengadaan traktor tangan senilai Rp 75 miliar di Dinas Pertanian Provinsi Bengkulu tahun anggaran 2007.,230
330,Diduga terlibat kasus korupsi terkait kasus dugaan legalisasi perjudian kasino di Tering Bay,231
331,Diduga terlibat kasus korupsi terkait menyalahgunakan kewenangannya dalam pemberian dana insentif 2002-2007.,231
332,Diduga terlibat kasus korupsi terkait hilangnya dana subsidi BBM senilai Rp 10 triliun.,232
333,"Diduga terlibat kasus money politik/politik uang terkait telah membagikan sejumlah uang untuk diberikan kepada para pemilih di Dusun Sokelatan, Desa Sambisari, Kecamatan Bringin, Kabupaten Semarang.",233
334,Diduga terlibat kasus korupsi terkait ana Bansos yang sumbernya dari APBD Kapubaten Probolinggo untuk kepentingan dirinya maju dalam Pileg 2014.,234
335,Diduga terlibat kasus korupsi terkait royek pembangunan gedung Islamic Center (GIC) Kabupaten Probolinggo dengan anggaran senilai Rp 11 miliar.,234
336,Diduga terlibat kasus korupsi terkait proyek reklamasi Pantai Bentar dengan anggaran dari APBD senilai Rp 16 miliar.,234
337,Diduga terlibat kasus korupsi terkait proyek Saluran Pipa Air Minum (SPAM) senilai Rp 14 miliar.,234
338,"Diduga terlibat kasus korupsi terkait kasus dugaan korupsi pada proyek pembenihan kentang di Desa Cepoko, Kecamatan Sumber, Kabupaten Probolinggo dengan anggaran senilai Rp 3,1 miliar.",234
339,"Diduga terlibat kasus pelanggaran politik uang terkait membagikan amplop berisi uang Rp 50 ribu kepada warga yang berangkat ke tempat pemungutan suara (TPS) di Dusun Kulonkali, Desa Kemiri, Kecamatan Jabung, Kabupaten Malang.",235
340,Diduga melakukan pelanggaran terkait dugaan pelanggar kampanye menggunakan rumah ibadah.,236
341,Pernah melakukan pelanggaran Etik dan di pecat oleh anggota BK DPR karena tidak kooperatif dengan BK DPR yang sudah tiga kali memanggilnya dalam kasus dugaan korupsi.,237
342,Diduga terlibat kasus pelanggaran terkait dugaan penggelembungan yang terjadi pada Pileg 2014,238
343,Pernah menjadi pengacara terdakwa kasus dugaan korupsi pengadaan driving simulator uji klinik pengemudi roda dua (R2) dan roda empat (R4) tahun anggaran 2011 di Korlantas Polri.,238
344,Diduga terlibat kasus korupsi terkait kasus penyelewengan dana Program Penanganan Sosial Ekonomi Masyarakat (P2SEM) di Bojonegoro saat menjabat Anggota DPD Jawa Timur periode 2004-2009,239
345,Difuga terlibat pelanggaran terkait kasus pemasangan alat peraga kampanye (APK) di pohon pada Pileg 2014,240
346,"Pernah diperiksa KPK terkait kasus dugaan ketidakwajaran renovasi ruang Badan Anggaran (Banggar) DPR RI senilai Rp20,3 miliar.",241
347,Diduga terlibat kasus korupsi terkait penerimaan Brigadir Polisi dan Calon Siswa Sekolah Inspektur Polisi Sumber Sarjana (SIPSS) TA 2013.,241
348,"Pernah diperiksa Polisi terkait Kasus dugaan pemalsuan surat keputusan MK terkait kursi legislatif Dewie Yasin Limpo, pada 14 Agustus 2009",242
